CpG_ID,B,CD4T,CD8T,Mono,nRBC,Gran,NK,aCD4Tnv,aBaso,aCD4Tmem,aBmem,aBnv,aTreg,aCD8Tmem,aCD8Tnv,aEos,aNK,aNeu,aMono
cg13422817,0.1322913946766105,0.4836821943210682,0.45414646961823846,0.5901626044266501,0.4327440385148713,0.583848449894316,0.5793412286263895,0.6932564418472572,0.6531655711551221,0.6220684819632648,0.3414880884508045,0.2878262778530379,0.5967397197500354,0.5467562878703564,0.617558133826644,0.6733814439786754,0.718358922374774,0.6581697429185245,0.6740337979588412
cg03880987,0.3530749792628901,0.7730679190490828,0.69991322578363,0.8032269144766556,0.8816804714533467,0.7915839500708143,0.7318867401128886,0.8926252264761737,0.9223762172008418,0.8778658133898767,0.5724615689301483,0.6820924798446165,0.9199702047374663,0.9003683638783062,0.8934931591927531,0.9315991380075018,0.916524116718286,0.9101502041151495,0.9289879899889053
cg21855816,0.17089752492153445,0.876538546006242,0.867925776719518,0.9325229447695008,0.9081955200723689,0.9227184013344283,0.9229385271231421,0.9255872326775503,0.931326174993981,0.9297177978918215,0.7975253129571969,0.3763680239931726,0.9366392124615557,0.9373585314119421,0.9304691005929118,0.8967860266727083,0.9536726618825799,0.908626269436734,0.9393887322462087
cg25493948,0.19748582086428595,0.5891915633193341,0.6039311895782669,0.611435984144572,0.7072990780412935,0.7175899726643319,0.5521681448832061,0.6513245208161891,0.6866443261069044,0.60004552688733,0.550037520061673,0.4547600910430074,0.5814822675450073,0.719461622859189,0.6020537515936457,0.6701837287038339,0.6353285683926565,0.6630065234540936,0.612484369897008
cg04511619,0.5154416546304086,0.8963024041315178,0.8938755096663341,0.8827797819269906,0.8413328469662795,0.8924038342262084,0.9015647043434712,0.8686845792465365,0.8706178249830778,0.8222168146242891,0.7174567869543876,0.7503001582940335,0.7559031504534732,0.8323675475600987,0.8828947610736018,0.8654183999220179,0.8807384898278383,0.8889809351999431,0.8817048307607063
cg03914925,0.5567564549864821,0.9578008070895749,0.954903048004804,0.945077601001864,0.8576366921117038,0.9485343745071347,0.899249753128145,0.9790851472990996,0.792670933949562,0.9766119657386446,0.9196143746870293,0.8472733296113122,0.9634412941709751,0.9700427762534638,0.9790924195309759,0.828197918002781,0.8887601024498778,0.9343199371975959,0.9410932902092904
cg20572915,0.6907397342557953,0.959929442181462,0.9539578603668886,0.9628032264408345,0.9437436678537612,0.9541984293342471,0.9660823327673007,0.9722169419204529,0.980864010940588,0.9817911100059815,0.9728049443966281,0.8498700600463909,0.9813629306977075,0.9660823819245838,0.9692547749969859,0.9812484910546406,0.9750496621828253,0.9724272556585913,0.9750217140225806
cg10022248,0.1624140458164477,0.9081851756420166,0.8981777358727162,0.8963030489042672,0.7648738952360422,0.8979411367127497,0.7663504653362374,0.906068495894252,0.8684989582944789,0.8385588698612735,0.356899326250955,0.3392155539918558,0.8440788916791286,0.8494021051841654,0.8926185366801928,0.8914009905003215,0.8871177622710347,0.8735448653998387,0.8844466114090688
cg13753527,0.38004385602129503,0.6183110566959824,0.618576621943759,0.6935980989132804,0.5885535197182585,0.706537527874123,0.6008022325527571,0.8010991162941231,0.7888074160890646,0.7121716824006357,0.7401172563915595,0.5629820767293068,0.6304957547850333,0.5910988629155214,0.7280325503022915,0.7564384892784313,0.7362211726477496,0.7684480668288917,0.8040031536987067
cg19134130,0.23840148870052957,0.7100631783688642,0.7129585033616658,0.6589140456773279,0.64228222780909,0.7017538838728199,0.6129421112293401,0.8102419590672234,0.699045149548519,0.8449200063023451,0.5042175488254697,0.35428752112676754,0.7683580110799241,0.8103261481090736,0.7878738831479802,0.614888114346158,0.7958953800847763,0.7358001415835249,0.7675035612097934
cg03015498,0.12873331741922828,0.7233171735940773,0.8166439901716476,0.5334489512839385,0.6346132477636868,0.5771632701538805,0.7346919383802706,0.9443573597774828,0.6697642695859973,0.9827853826422501,0.7770309653431646,0.33251007549923284,0.9864209579823491,0.9825000795582037,0.9485785360422211,0.5969148999984561,0.8775226285379508,0.6272882818596555,0.6126437002605963
cg18121565,0.5753734619240812,0.8911903556478903,0.8756806547433724,0.9003822242991837,0.8915711830868583,0.9007096896011912,0.8715130178234621,0.8492329596332595,0.8958425319838963,0.8694547814185221,0.7577839765305795,0.7171199460674179,0.8783561584202537,0.8776422510703493,0.8484482599884132,0.9270301075358814,0.8389635723515343,0.8879717469015991,0.8857612310009638
cg23204276,0.6708666990599261,0.9247506513561272,0.9245594061689315,0.8913334912341794,0.9394967975580663,0.8859457165805709,0.9247974944099027,0.9101770063387938,0.9012087134119326,0.9384355456895881,0.91814275683153,0.8199779853800131,0.9266946140930685,0.9253260842837121,0.9186419738193451,0.9237269098178149,0.9389426677576029,0.9062149496344566,0.9180578755923285
cg02449762,0.14605882575239,0.7258632772829643,0.698940548638939,0.5169528372207415,0.6197252528935816,0.5353750129843621,0.7127204957829067,0.855654767266192,0.7825000606640601,0.7672231458858332,0.4989854968112367,0.31243631840576724,0.7213126951791932,0.6715700635491133,0.8058996472620241,0.7412616838521398,0.8218855081956521,0.6582667805881539,0.6390175818916731
cg18568570,0.2327117050208116,0.6792257280972044,0.6720072648747796,0.7281696270028215,0.5168497272029478,0.7258674369260256,0.7995294015192318,0.7715905671747506,0.689106259240239,0.6539062484290262,0.3564626504989121,0.3441632998686167,0.4413538824532327,0.46145219788976666,0.6880603368674987,0.7130248541534434,0.8064483171545118,0.7025632197564913,0.7383900279293512
cg07930510,0.6435635941538413,0.9621658169859364,0.9677092075740131,0.96490976311293,0.942148062331782,0.9612454010160839,0.9542720974984851,0.9749390229398125,0.9822036700197224,0.9712299743703086,0.9473433787420995,0.8865929639838386,0.9466692000368852,0.953376672509149,0.9628215367893758,0.9787860166792192,0.9668891326859665,0.9681825265562761,0.9708477990090211
cg26696655,0.3330426353500306,0.9074275875779547,0.9039129993246263,0.9333906388301925,0.8662266932997187,0.933870438999002,0.8352467270453694,0.9130600029536213,0.9148504077567856,0.9066375159537863,0.5508854654395288,0.4628545038012377,0.9112616565058145,0.9109577457211873,0.8896141222892189,0.9254750766400741,0.8793584089777803,0.9147182172342692,0.9261534822837533
cg24804106,0.5530400099655022,0.8301316415666298,0.8146576221244723,0.8392284338847624,0.7665988179956776,0.8514727170869012,0.8245965167268348,0.9417852985126534,0.927105865263561,0.945428199415113,0.7984382595347387,0.83578762117108,0.9330298008986089,0.9100558347249308,0.9401070519044561,0.9423509100574624,0.947850830193893,0.9375465625611537,0.9492409134992147
cg16625671,0.31486638896953667,0.9617087287364671,0.9524674186378259,0.931088277796229,0.7615742848111351,0.9357608148439995,0.8958597509336437,0.9547003827401004,0.936944962331953,0.719913618529528,0.936127186935452,0.49142210327225344,0.6247826717543019,0.6813193543638827,0.9442185987281292,0.9581489489209746,0.9116174869293794,0.9215658129536652,0.9438377249973751
cg08428188,0.21768024501634164,0.8875835527648369,0.8936604419145087,0.7954566001880841,0.5725139287523214,0.8093565875310853,0.8320763810095246,0.9230885692657078,0.7543522004235331,0.8895492818226844,0.45599875602379036,0.4395639490277483,0.8441999676427763,0.8401622420648133,0.8952049371173454,0.7948147251650839,0.8377298910015225,0.7402196898223,0.7837979322078262
cg22950598,0.11504846688084075,0.6464042287535865,0.6485404123186262,0.4582146878942791,0.29567197693911396,0.4564149352446105,0.5094133872842617,0.8090841496878066,0.5380618842694449,0.82362300275528,0.5352290871953498,0.46038655222650054,0.7881823812148946,0.8177894888713939,0.7953471861348241,0.5110680935677183,0.6390012668389383,0.6718259730179152,0.7236614690059885
cg19677259,0.3802568940218857,0.9640999163284115,0.9637572126206411,0.9541263763290195,0.7761934179583185,0.7894520950075208,0.9502016906805653,0.960694045541342,0.9702594622989456,0.9558175628738782,0.565890758926405,0.528356809979879,0.9597435861035816,0.9462327370005582,0.9629390787003156,0.8495239423081167,0.945776055432627,0.8262944512289474,0.9674200252589942
cg04715649,0.3619445936054392,0.8981200347007415,0.9143425442260349,0.9012952279283746,0.9018256166432187,0.9159420223997145,0.9299937434082658,0.9030545156622225,0.9068788730885631,0.9224708233979297,0.7771173829537836,0.5178589144501873,0.9214723992974362,0.9066439776875692,0.9132022441602459,0.9227943565034024,0.9225462499793691,0.8939212569677883,0.9191095859411544
cg22642498,0.5991208953361064,0.8186462172896135,0.8075504833490253,0.8372820506813317,0.8613747992245147,0.8171121236476055,0.7887053935005922,0.8693130283310297,0.9417452294197389,0.8730373947687192,0.7629802948501496,0.7791907414383413,0.8335838125450765,0.8482308827124603,0.8634667301164942,0.8710058477515783,0.8982700407910522,0.8758713485832714,0.93270446303394
cg24691891,0.3256496220981187,0.8659220353307329,0.9290242337579063,0.9476187559538295,0.8941178062499325,0.9646419028297961,0.9528283070667278,0.9463912399807566,0.9655776874260995,0.9683143962625024,0.7728025900358693,0.5000480225613666,0.9585562140757794,0.966132145748986,0.9585751585480796,0.9725697241767324,0.9712655627645743,0.971566625170037,0.977724293971606
cg06691250,0.12989378712845825,0.7018517905911841,0.7803332759068743,0.4584447252467137,0.6093608945207772,0.5655039881562343,0.6888715934453894,0.8794633426238891,0.6899084174169521,0.9598277914889215,0.7611319124704501,0.31214322050202514,0.8845634360266343,0.9329165793144467,0.8681888163021083,0.6478962291629107,0.8457680286355299,0.6731250531421442,0.5220432643168063
cg20847766,0.08145976243914138,0.6685581772190349,0.7356103173697337,0.846850898684706,0.853413422703051,0.7744361200957905,0.8002430825249918,0.8531623603083153,0.9011204785196203,0.8400345971195073,0.7210294183439271,0.1950973280781983,0.8669607956081773,0.890866595498103,0.8816575634156498,0.9034265167886395,0.8149370580225337,0.8092271869235168,0.8924255989474938
cg21531416,0.15416903742755494,0.9183166402640167,0.7169640723738379,0.8492547951943719,0.9182910379062179,0.8505779427313576,0.8953630105589303,0.9702803038347927,0.9496760493822916,0.9808348135032744,0.6465396666410136,0.24582092965680968,0.9707864982956284,0.967311352516161,0.8800563617135179,0.9694943641537055,0.9449597398242232,0.9327671595123102,0.9571646300866656
cg25193073,0.31471038916031324,0.6909055264925287,0.7915372226922286,0.8594681791199037,0.6784236558833053,0.8268124973077922,0.809399116286919,0.7784112820211708,0.8040259743663019,0.8952414144205059,0.5823092203630564,0.5455235565156992,0.8507518218758122,0.7346374635456637,0.7991301635925214,0.707883850207671,0.8133626237603474,0.7616315482665528,0.8427464276064729
cg08817507,0.19938749317072016,0.7869490300705908,0.7879195966517962,0.9077742406013688,0.8144607630138176,0.9101170566069666,0.7361311911811844,0.9316656497864552,0.9546358239326518,0.9493310110046711,0.47496608432122445,0.36586982667834794,0.9386052895528691,0.9311434493729405,0.8947630973967133,0.9159600937257619,0.9295543092651868,0.9154870153869629,0.9334944700798359
cg06928797,0.8318192451163047,0.4038012840982062,0.4739681992937167,0.14803424585586086,0.33460875239133925,0.13927356946358177,0.2029525341765858,0.48632859227124203,0.016610026558822776,0.2595495605897974,0.37045058509695095,0.4330396491826495,0.49803324066478794,0.044635666751518616,0.48143148381702616,0.013670871949078987,0.10500054468215253,0.04927011545749688,0.04877874971023155
cg16976870,0.8061740320886376,0.17208768551738116,0.23014673040392541,0.2981626088372055,0.1614037100226943,0.23411907279360433,0.31796354857264514,0.14782362391678716,0.03611261865303789,0.06361079956162197,0.10002059332018925,0.601780301824627,0.042378003892559746,0.037039300761374294,0.11569077887839097,0.023514378741556395,0.12259596613608115,0.09589697212535098,0.10449444544172448
cg15488194,0.3813631109310124,0.05222569569706822,0.05207041756633657,0.06580494903233147,0.07719706315185892,0.059506685963934984,0.04645585631915798,0.0061507994371459195,0.01100613292651069,0.006558471331032049,0.043184898110653014,0.13370611209866584,0.001913901438040503,0.010119551563610716,0.010974088868078893,0.01583928667348102,0.033482117375780024,0.030623325132392482,0.02947807499153846
cg17738521,0.9192147020722079,0.34751110758068826,0.333121344523546,0.21090175224786512,0.321603212770746,0.17351773931455788,0.6432317284155086,0.03500820661154125,0.08737083030021076,0.009879118035498832,0.4898259793563614,0.5125928399982616,0.009385550193560226,0.019606277793581883,0.03135140936867077,0.03896803398710719,0.277656572854458,0.0626000639110263,0.08705489994152393
cg02716826,0.8358734025986325,0.42165439344677214,0.38962433833997845,0.4767463919166197,0.3128834798999236,0.5639131537243971,0.6155417235576384,0.2663881844320345,0.43063110239669805,0.08118102178313868,0.2552097121729331,0.6333419933079065,0.04497638194656961,0.06403110250688732,0.22083855851860557,0.42937027297580527,0.3907453832298149,0.4221964645470989,0.3697874305964028
cg10728351,0.7307667539755809,0.37164851586139125,0.28134660636538045,0.2446623161709152,0.21389334631553852,0.3259527102351986,0.09162207243095394,0.10320754511904551,0.026161069905503813,0.047945363177659295,0.05490277775418856,0.158525690257284,0.019627772180483286,0.017973959526018417,0.03680883764103815,0.06924309595530287,0.05266231354485518,0.07255521875492427,0.0793469438595511
cg12498580,0.49860279506501004,0.05829795692902506,0.08550757507798867,0.052731020407512805,0.0831415699836312,0.19696154894148132,0.132829300974813,0.021434774323343682,0.021971520361149896,0.018722053870357514,0.020128219254519596,0.24866326846494258,0.012642329587041552,0.01630281911804281,0.019250903976279016,0.024509874920033113,0.05681811112930141,0.10995563054294322,0.03706780105345787
cg08677140,0.6515099251049336,0.30411549875362553,0.33989953467166534,0.3854222792012043,0.2680009780396845,0.345205944484545,0.4245522224227226,0.18910144300198528,0.1121083857685457,0.09151612028738598,0.13770757123134164,0.36558329299628123,0.048069334844629164,0.11678474145655043,0.1373657866454255,0.09653947258036483,0.25796989519933355,0.14431628292398763,0.17427722533253096
cg10908953,0.7127853649059485,0.40586176242169314,0.37392170106571565,0.3154393360020302,0.4553977813146065,0.13050265735627314,0.509836066479025,0.18295439102041544,0.3752004678359524,0.12970187607606865,0.2803074267908374,0.5307035939433704,0.06590777961404592,0.1736543584879512,0.10373745611609071,0.0333180667151568,0.3509228028288535,0.07933410174670141,0.2406501908898554
cg08438690,0.6949035293782864,0.4239782362338106,0.11833138595027948,0.41303608794090185,0.4338476265849718,0.46285323595155903,0.11271145132464405,0.3114337013356966,0.10887808062930457,0.21489362063417272,0.04230321661108377,0.3673936975194694,0.05312736165636145,0.05176781801724323,0.033399979755699805,0.15039162455003535,0.06186045047291289,0.18326806647265892,0.1770215862624718
cg26433582,0.9197621915217845,0.5611431046513546,0.4698460335176323,0.4824439158582209,0.5613214718122659,0.7131815537595545,0.5452170739340313,0.47632700099752057,0.0863642824772293,0.3746410024589875,0.6334453671714921,0.49287994312397254,0.21176042458725497,0.39246987371136144,0.2659072719350507,0.27165976766400146,0.24373512918808746,0.20473403040185195,0.10878376071897389
cg09219813,0.3303143669300998,0.11345668688479671,0.06999304533292677,0.053749261126460335,0.06084173087237077,0.04933270843927308,0.0542271806882938,0.017930660328731658,0.017319236467778023,0.015056103056188411,0.03404476133155809,0.09229439357179148,0.011544533999304435,0.02135472442601993,0.01338294426159603,0.02015319696570144,0.0332609363873373,0.030765056406385605,0.03154717901728729
cg08969925,0.8851900524905545,0.10739748248609948,0.15749750410595215,0.6203122893183683,0.6210214008761468,0.5795430255016569,0.16410744034396005,0.3007803593353879,0.28820090847463437,0.017012503746810473,0.31867194041741986,0.7164778486105166,0.020689082188293732,0.0187357112517215,0.23308538872121173,0.4077516262416063,0.1288016229746819,0.3407268142471528,0.372046823800192
cg08869273,0.622054181057077,0.062400996575151524,0.07550881012419319,0.3621707249215209,0.19871127460451954,0.3441868641016062,0.11462567402716745,0.03360783293022829,0.12139029956293351,0.055974038545945515,0.32467108580358606,0.3355597057257567,0.09057981595088194,0.030243978062258058,0.02627825783630503,0.16946876878836964,0.03248649096732503,0.08671100470509346,0.05876797655668664
cg14963724,0.7995965412760518,0.34924524243430477,0.3275780591937504,0.19210412679774347,0.5490398321227287,0.048461044466353326,0.47441894478557456,0.18506793804138189,0.24715742306911498,0.017502981680044122,0.04650211091318168,0.5077100262361631,0.01671613582715946,0.020886423701747675,0.11394282574018731,0.056666658241567136,0.28061800151142274,0.030160837421869736,0.0848963066458519
cg01787285,0.7086575048501447,0.08489363708262432,0.1015287630268149,0.2764507566206913,0.20971598792121124,0.3882220553746274,0.05921465419395279,0.00760240927271248,0.012368701807272817,0.004310221388039667,0.078422478122116,0.4299806631836495,0.005111327534235397,0.04870910332429346,0.011246426336813642,0.05664135939477366,0.047426239239247325,0.2006805424227584,0.1466441293761458
cg16817070,0.41247572198279836,0.08725149276144972,0.13425439504681408,0.08238863576346922,0.22796817898063507,0.1377920517526326,0.176721553848585,0.05748409874781457,0.03554084641844618,0.019622627604266838,0.1207762847384698,0.2433592224690554,0.02233029939680145,0.03708463077289109,0.039615570192692684,0.019612474339024084,0.07674427813183654,0.05450488119962077,0.0346976423932377
cg05254518,0.5838575925096549,0.06530358345338849,0.15643790172879646,0.04903100896593428,0.15463586405714297,0.04292369019825658,0.04241305460801863,0.01174781230865564,0.009010742028259255,0.008246262176834598,0.013516419415792307,0.3568442827974475,0.006037102878321642,0.009205038124214714,0.025350419678543772,0.012769018834907116,0.027156151257325612,0.027079259634567664,0.026601976521916374
cg15298486,0.6421336013593097,0.35492488922859394,0.25425239978987446,0.2385314986022482,0.3543830680497927,0.3439362142908776,0.08106135774477552,0.1822043766142258,0.008856722153134574,0.06786179166080686,0.04623236456542651,0.3598387610969093,0.05039159820884964,0.020313109833734667,0.04488866102692096,0.037598744483595514,0.0233436546810539,0.13068121921740947,0.07830904173064956
cg16042943,0.7067652055263227,0.5004340376546548,0.44112698905503056,0.47852553640330225,0.32674324944715716,0.3290419627705247,0.4727253949444771,0.32035870979966613,0.08229357455885505,0.31860010961259644,0.4693498180645511,0.43470248733573785,0.3355664204909785,0.2333933848153606,0.204658275597433,0.024943020101191767,0.2677607206729856,0.09746361215218774,0.19716968950516855
cg21828951,0.6819665167118292,0.04846534790791231,0.03781744600155068,0.3932717984605976,0.09506895793623293,0.03326039855779471,0.12899290135474045,0.017694503969867263,0.36758681484813166,0.10908922147202005,0.3481083402010334,0.526601334360193,0.06934720548030804,0.10243727752650272,0.02411145215809417,0.011166864264752805,0.09355352936100703,0.026015551590916647,0.3122743037391573
cg15431934,0.6438491495396275,0.16713832496771444,0.2759909522005523,0.18323317142510723,0.09049568705613464,0.09623912915013005,0.31194903213081204,0.08162672657931147,0.21721757455351648,0.10325297589966931,0.32365400417192536,0.49902914078828575,0.14562457629260128,0.141935843010756,0.12651960778350854,0.11719715383683954,0.18505463929042673,0.07645407173461516,0.15794861055361636
cg07110659,0.6614268999522297,0.20643855664440297,0.23232470524217122,0.306077301295958,0.26606666264829537,0.3858901312589767,0.47152089804428765,0.25349161741543885,0.2165779742783597,0.11022601064108473,0.4178769903408265,0.48556265243368535,0.16194631693880207,0.22888028613740724,0.14873345388669865,0.09657920722353065,0.36846439475654796,0.09789130274127966,0.08748897764139008
cg07859439,0.8385142983052811,0.07193146070233636,0.12553546575842006,0.15004007140819448,0.09792847564596185,0.08961048670147659,0.6260197594219881,0.045249653092140685,0.004905972763855546,0.030543975468810127,0.31401876397860506,0.624206764086212,0.045195019016411764,0.12650494568930543,0.05098642847291068,0.010092132495856608,0.3797672844092759,0.031021731018321255,0.051406347105476424
cg22446709,0.7172779525362986,0.04614930006844617,0.052406796307518044,0.05428370229668367,0.05353553280782475,0.03286983002661717,0.05104458422054664,0.006319430443276403,0.006398208015055645,0.024928027182236714,0.057750605701126334,0.5020462345880825,0.12346302006826282,0.008579507184113787,0.009501656776419806,0.007847053640512566,0.023833660406908295,0.022891993264557674,0.026543166156992624
cg21011133,0.5182560637349009,0.1028533510285335,0.08629628528038855,0.1726551407853129,0.29943170683911424,0.17796552113541403,0.10411037041400295,0.0226495030145022,0.08096591762898783,0.014347202295552367,0.10453016719213379,0.24527349826729428,0.014898821436513231,0.018958968143120522,0.020447701282749236,0.08584495186810819,0.04771174703891385,0.0626052597486721,0.06228373702422145
cg06139259,0.3412232190827162,0.05033216478741615,0.06616577661995221,0.08816682745394194,0.09642958306032656,0.12030034136734813,0.04663735757289471,0.009999542910772935,0.014925779987163842,0.011042692874691553,0.040831701817583166,0.17900197051993577,0.021478176387879574,0.007626886232944048,0.010868827146402237,0.014871396913721083,0.02632935504235382,0.047836209452465694,0.0394719807870075
cg24024661,0.8692554357160063,0.6058889303019008,0.22059353930704545,0.5708206776184743,0.461106590724166,0.6433374939849166,0.7038088596506831,0.11237565334682179,0.18887010984562733,0.09728932929326017,0.18643251449723858,0.4118921552172652,0.11004379852677683,0.07849476073759981,0.0681130228337796,0.19374250258264764,0.1652480419865171,0.20422995337027527,0.16391200951248514
cg26610808,0.558860799971924,0.327044325679262,0.2544991003278965,0.2584803258790941,0.35488233482885573,0.3441021082881368,0.08916678699017744,0.20110792080720769,0.012034302297965531,0.07636309576262168,0.04097329921878645,0.32014558320528674,0.05274542420340633,0.020847653458915455,0.055630738970945226,0.04590533065282448,0.023401114067558803,0.16934003833532874,0.08820614562111273
