cpg,d_GSE51057,d_GSE51032,concordant_strong,mean_abs_d,CHR,MAPINFO
cg00164282,0.247271683125097,-0.1831265786562829,False,0.2151991308906899,17,32503714.0
cg00164583,-0.0373809189999543,0.2676260268433474,False,0.1525034729216508,16,88488012.0
cg00164997,-0.0196429291111519,-0.5179564062507608,False,0.2687996676809563,6,25042320.0
cg00166234,2.6223227739338606,0.3890589874611072,True,1.5056908806974838,2,63045168.0
cg00166343,0.0715100083960965,-0.0860423635615739,False,0.0787761859788352,17,30823082.0
cg00167158,-0.7915439552240198,-0.5969855956567763,True,0.6942647754403981,2,157053132.0
cg00168191,-0.2428109697895848,0.1735043007305308,False,0.2081576352600578,19,3097567.0
cg00171729,0.0900399034196431,0.5338524139276619,False,0.3119461586736525,6,52552058.0
cg00172074,-0.4226770719408306,-0.1141674614909528,False,0.2684222667158917,4,183316233.0
cg00172603,0.0932685308203252,-0.1636119146190744,False,0.1284402227196998,1,54356358.0
cg00183886,-0.8864586498998811,-0.0295769179358665,False,0.4580177839178738,4,52658129.0
cg00187503,-0.5606307987180121,-0.2393110019113429,False,0.3999709003146775,18,77017563.0
cg00192220,0.0151836194469496,-0.0201401167602438,False,0.0176618681035967,16,48536304.0
cg00195796,0.547777891147623,-0.2197384452234964,False,0.3837581681855597,3,181726343.0
cg00199519,-0.3242616907750946,-0.0349949098773665,False,0.1796283003262306,17,18119807.0
cg00200645,-0.2813587704037079,-0.2299681483249418,False,0.2556634593643249,17,60158417.0
cg00206063,-0.1144994926431793,-0.2967417487407813,False,0.2056206206919803,10,3763060.0
cg00208218,0.4320800332049041,0.0639948797033339,False,0.248037456454119,2,71024323.0
cg00211625,-0.1108591233211327,-0.4238923550125434,False,0.267375739166838,3,169837125.0
cg00212786,-0.3350143028620096,0.2541731259917254,False,0.2945937144268675,2,132414368.0
cg00213668,-0.6869739143514355,0.1384584795445692,False,0.4127161969480024,7,98398895.0
cg00216138,-0.0343648051538363,-0.2649099226152838,False,0.1496373638845601,15,36878974.0
cg00222625,-0.366893579530108,-0.5844833876086886,True,0.4756884835693983,6,107111236.0
cg00225623,0.4250531060781931,0.1905357913293183,False,0.3077944487037557,13,24271753.0
cg00229257,0.2962072543860348,0.5994735015408171,False,0.4478403779634259,6,25279513.0
cg00232092,-0.3937353168402485,-0.0438339248871937,False,0.2187846208637211,7,5479256.0
cg00232402,0.0013420316496359,-0.4219296916352719,False,0.2116358616424539,18,79625290.0
cg00238318,0.051265357690562,-0.0540076232967545,False,0.0526364904936583,10,92848193.0
cg00240653,-0.2660804541572426,0.2350731780139286,False,0.2505768160855856,12,54984627.0
cg00242035,0.3683413561879135,0.0614736258276732,False,0.2149074910077934,11,47394807.0
cg00245885,-0.16616068326893,-0.5118751441958587,False,0.3390179137323943,5,135344449.0
cg00247963,0.4457516597258231,0.2296068576966954,False,0.3376792587112592,16,20851829.0
cg00249032,0.1289600462106586,-0.0225052416853605,False,0.0757326439480095,20,45347112.0
cg00249974,-0.2927952035870799,-0.0563661165419555,False,0.1745806600645177,1,156284358.0
cg00255726,0.3433089982902478,-0.1742806903012751,False,0.2587948442957615,8,21911603.0
cg00257775,-0.0462694409029953,-0.1211154732195994,False,0.0836924570612973,6,37936905.0
cg00263619,-0.1604186860547122,0.1474494675503805,False,0.1539340768025464,12,94333686.0
cg00265360,-0.0877024381818252,-0.8044654346363627,False,0.4460839364090939,17,1197984.0
cg00266566,-0.5263518180624689,-0.9864425680796632,True,0.756397193071066,9,32565611.0
cg00268644,-0.8117475706704358,-0.270300642425529,False,0.5410241065479824,20,6124922.0
cg00280812,-0.6824951799648983,0.0868530637985657,False,0.384674121881732,12,52192060.0
cg00281100,0.0035510031490138,-0.5039429454144413,False,0.2537469742817275,10,88281677.0
cg00281977,-0.1808678121302425,-0.1240991354300734,False,0.152483473780158,10,133520397.0
cg00285317,-0.6451968989916935,-0.3411535356857127,True,0.4931752173387032,2,237497465.0
cg00287536,-0.3048446485614742,-0.3888821648454403,True,0.3468634067034573,10,34636790.0
cg00287915,0.0230022642696176,-0.1513050292045019,False,0.0871536467370598,5,1503480.0
cg00302521,0.2670662456257009,-0.2188308961526166,False,0.2429485708891587,1,152515433.0
cg00304959,-0.2784977589373391,-0.0649770220902346,False,0.1717373905137869,1,156136110.0
cg00308914,0.2737799692403798,-0.3057151000942373,False,0.2897475346673085,5,17436606.0
cg00311883,0.5514908622987038,0.090850795069045,False,0.3211708286838745,1,234963373.0
cg00318947,0.1004972632284762,0.0458457624462534,False,0.0731715128373648,7,27115295.0
cg00320288,-0.3082792481397303,-0.1067587168860818,False,0.207518982512906,16,85829561.0
cg00325139,-0.5556689032533177,-0.2309548816256947,False,0.3933118924395062,6,57313825.0
cg00325381,-0.2956323063614438,0.0917233500083544,False,0.1936778281848991,18,8370162.0
cg00325491,-0.1269287413867812,0.2934983502974987,False,0.21021354584214,11,93553004.0
cg00325531,0.2540113807343808,0.0944079533502418,False,0.1742096670423113,1,75125668.0
cg00331101,0.6553470005403875,0.228874339370252,False,0.4421106699553198,4,184028834.0
cg00335219,-0.6005131195369845,-0.4160661889528356,True,0.50828965424491,16,85978699.0
cg00339740,0.0440158486402901,0.1696102008025385,False,0.1068130247214143,2,143906972.0
cg00344422,-0.4630236636266044,-0.3538116243559663,True,0.4084176439912853,13,99497057.0
cg00344445,0.0012640286743195,-0.4451372061124269,False,0.2232006173933732,11,128777212.0
cg00355699,-0.3263787775574304,-0.0543692021879601,False,0.1903739898726952,13,104015480.0
cg00356694,0.2790790275077425,-0.1335385873985488,False,0.2063088074531456,17,4433907.0
cg00359423,0.3724260933831779,-0.5095377666968649,False,0.4409819300400214,11,95792987.0
cg00360761,0.7393622597100595,-0.6405388080206377,False,0.6899505338653487,2,43170940.0
cg00362657,-0.0041555432249477,-0.0234099950190016,False,0.0137827691219746,21,43456790.0
cg00362818,-0.0637161655583147,0.0063896534176574,False,0.0350529094879861,13,76991185.0
cg00363080,-0.4025670070458632,0.545723552202457,False,0.4741452796241601,10,1412097.0
cg00363813,0.728770471173751,-0.2329417884563822,False,0.4808561298150666,12,6555706.0
cg00366413,0.0361875288549959,-0.2434365648347872,False,0.1398120468448916,12,6963533.0
cg00370106,-0.1464909036383676,0.4832347452935631,False,0.3148628244659653,6,158650074.0
cg00375025,-0.0317280450245224,0.1520838852799714,False,0.0919059651522469,3,156143143.0
cg00375608,-0.1055302491410662,-0.0842838394412326,False,0.0949070442911494,7,1568151.0
cg00381974,-0.3981777248336287,0.7626661487619923,False,0.5804219367978105,18,46680394.0
cg00387964,0.2376986448881646,-0.2065353721696987,False,0.2221170085289317,4,7650208.0
cg00400165,-0.5256294278020691,-0.1494540961950084,False,0.3375417619985388,11,64891588.0
cg00405112,-0.0836721976109917,0.3468808638999776,False,0.2152765307554846,3,138009487.0
cg00412294,0.0590834620582428,-0.0637089300527145,False,0.0613961960554787,12,96906804.0
cg00415057,-0.3439770646128578,-0.4417312262692066,True,0.3928541454410322,16,68299791.0
cg00421645,-0.1998281361195122,0.3657980084683934,False,0.2828130722939528,5,43312099.0
cg00428709,-0.0408447908480694,-0.0626237472841662,False,0.0517342690661178,16,51550522.0
cg00435692,-0.8411356028453761,0.2469983366523084,False,0.5440669697488423,15,71707148.0
cg00437360,-0.1200133995011112,-0.3944728286386502,False,0.2572431140698807,17,14310262.0
cg00437411,-0.4894690718425962,-0.0413570897681141,False,0.2654130808053552,15,59611769.0
cg00438740,-0.0606120899149514,0.1226667572108936,False,0.0916394235629225,2,233060220.0
cg00440980,-0.3147799659125226,-0.0742904285884997,False,0.1945351972505112,17,76643812.0
cg00442389,-0.7377281676080149,-0.1659107242514805,False,0.4518194459297476,6,32192297.0
cg00447208,-0.2800662250108839,-0.474765508890114,False,0.377415866950499,17,78130220.0
cg00448868,0.4560060065746233,-0.0158108222144669,False,0.2359084143945451,16,66741590.0
cg00449000,-0.0775012633314314,0.0029958720760401,False,0.0402485677037358,9,129888369.0
cg00449021,-0.0955623640927149,0.0122594366107685,False,0.0539109003517417,1,234522721.0
cg00450164,-0.0422143167642275,0.017094035006975,False,0.0296541758856013,1,209756782.0
cg00452882,-0.6877358039554156,-0.0733235968870493,False,0.3805297004212324,16,67653216.0
cg00456892,0.1486242818903181,-0.5352388179047632,False,0.3419315498975406,11,124760029.0
cg00458927,-0.6765458241835894,-0.1465173196693606,False,0.411531571926475,2,61889438.0
cg00459816,-0.844529819747007,-0.1571661729312595,False,0.5008479963391332,17,39705860.0
cg00461650,-0.7815178514199168,-0.073310953718079,False,0.4274144025689979,16,13909867.0
cg00463982,-0.1205363352948599,-0.2148484464036879,False,0.1676923908492739,16,1533983.0
cg00469083,-0.2374944761564807,-0.5381522570926353,False,0.387823366624558,16,78567941.0
cg00470044,-0.318731582267491,-0.2034742270041581,False,0.2611029046358246,2,28233317.0
cg00473045,-0.3160979945044937,0.1070785419574156,False,0.2115882682309546,8,119767659.0
cg00475131,-0.5704424763767395,0.1756291302269564,False,0.3730358033018479,19,40611190.0
cg00476955,0.0632864427569886,0.0514999578578992,False,0.0573932003074439,11,3626783.0
cg00487187,0.3920562154417831,-0.2443759290727162,False,0.3182160722572497,10,92691868.0
cg00491064,-0.185979771432975,0.0037094215699134,False,0.0948445965014442,11,19660240.0
cg00491523,-0.123532440281901,0.0955393915792201,False,0.1095359159305605,16,6863335.0
cg00494556,-0.3391695694165261,0.0653296892830029,False,0.2022496293497645,3,146252598.0
cg00498816,-0.9701125469413208,0.0778722461305147,False,0.5239923965359177,3,13623522.0
cg00500789,-0.6416502641800195,-0.1304785574199922,False,0.3860644108000058,1,43285699.0
cg00502099,-0.0466400575830696,-0.1646932543466848,False,0.1056666559648772,11,2301388.0
cg00507815,-0.1516278515320464,0.5225390552289584,False,0.3370834533805024,6,38704274.0
cg00510718,0.5545191063701234,0.200099654306973,False,0.3773093803385482,7,106865516.0
cg00512404,0.4416426606408984,0.1172090913865221,False,0.2794258760137103,12,14961798.0
cg00513941,-0.652809583236328,-1.5857308216639163,True,1.1192702024501222,19,41933093.0
cg00514575,0.0872041970527525,0.0739552322539221,False,0.0805797146533373,5,180804155.0
cg00516870,-0.6206497128157108,-0.5246493600752026,True,0.5726495364454567,17,78841927.0
cg00520408,-0.4185836373542306,-0.1702501771949895,False,0.2944169072746101,2,134202184.0
cg00521850,-0.2005827000616913,0.0013613865688488,False,0.1009720433152701,8,140339095.0
cg00524220,0.7408407605887152,0.3047376670224042,True,0.5227892138055596,19,3098965.0
cg00532399,-0.1400343828634584,-0.1119213530037303,False,0.1259778679335943,5,171782549.0
cg00535514,0.014115899930715,0.1668758508662383,False,0.0904958753984767,19,43701411.0
cg00542261,-0.4037675316823687,0.1605203232918823,False,0.2821439274871255,10,69361659.0
cg00543840,-0.3256136538225322,0.3560579902248186,False,0.3408358220236754,1,21886883.0
cg00547103,-0.4903778047299089,-0.6473586590670396,True,0.5688682318984742,4,158170937.0
cg00552087,-0.2638940538431675,0.0490159568936764,False,0.156455005368422,8,3459371.0
cg00555816,-0.2622505794598352,-0.3145459376718175,False,0.2883982585658263,13,112929768.0
cg00558804,0.6668658400140405,0.0548577864018358,False,0.3608618132079381,16,88703353.0
cg00561854,-0.1119776767800032,0.1064279742070763,False,0.1092028254935398,2,30030682.0
cg00566297,-0.5221444165582151,-0.2134841160198527,False,0.3678142662890339,1,241424876.0
cg00569276,0.6532179901028247,0.0828909163337627,False,0.3680544532182936,1,17120050.0
cg00571747,-0.6918838289397898,-0.4848951647805315,True,0.5883894968601606,16,88324314.0
cg00572966,0.1516840895782335,0.3396795750980643,False,0.2456818323381489,7,21370778.0
cg00577167,-0.1583109782337486,0.3723982476297471,False,0.2653546129317479,9,101435393.0
cg00579036,-0.0100148153407668,-0.8115237092005632,False,0.410769262270665,6,25138323.0
cg00582337,0.0198238442831137,0.2832928368927545,False,0.1515583405879341,17,42122793.0
cg00582562,-0.1606057981623789,-0.4625247183841604,False,0.3115652582732696,17,48311103.0
cg00584026,-0.4598586572818035,-0.617053978693383,True,0.5384563179875932,4,948554.0
cg00587301,-0.1802741617253625,0.1871804477091077,False,0.1837273047172351,6,156396272.0
cg00588393,0.158345291643589,-0.1094946988170409,False,0.1339199952303149,6,46359195.0
cg00590639,0.0724567415480793,-0.1092117872922113,False,0.0908342644201453,19,10354095.0
cg00592315,-0.4872298828248148,0.0712807324092675,False,0.2792553076170411,14,93918265.0
cg00596833,-0.6778419369397748,-0.5912427062074416,True,0.6345423215736081,4,15913219.0
cg00599850,-0.2303526591048586,0.0514600818808113,False,0.140906370492835,16,88616815.0
cg00602416,0.266616560434011,0.2856637454820311,False,0.2761401529580211,10,21508890.0
cg00607627,-0.0466022843410334,-0.0333724642946425,False,0.039987374317838,16,28984673.0
cg00610577,0.0255493722168509,-0.2732720494752372,False,0.149410710846044,12,11855732.0
cg00612751,-0.1805967558836965,-0.1259751807062732,False,0.1532859682949848,2,152611833.0
cg00618087,-0.6191315698676634,0.0306729260626119,False,0.3249022479651376,17,16379068.0
cg00619207,-0.4781701774472169,-0.6092196246853873,True,0.5436949010663021,1,111200746.0
cg00622170,-0.3111960512662733,-0.2164826233819274,False,0.2638393373241003,4,2942867.0
cg00622516,-0.0513907802386196,0.1224329448462158,False,0.0869118625424177,13,89363520.0
cg00626702,-0.2912867618305289,0.3107704773182531,False,0.301028619574391,4,1645289.0
cg00630080,-0.8908133511082859,0.3771813900525699,False,0.6339973705804278,16,67230345.0
cg00636427,0.2560543757922454,-0.4812768101712418,False,0.3686655929817436,18,79430089.0
cg00638021,-0.79719129076116,-0.2853471087241065,False,0.5412691997426333,17,50189701.0
cg00643814,-0.4452294083865953,0.4524965697527103,False,0.4488629890696528,12,106179417.0
cg00646621,-0.3366352921570508,-0.3507481757518377,True,0.3436917339544443,2,235040954.0
cg00661485,0.5958996722573626,-0.1100222155118216,False,0.3529609438845921,5,170106368.0
cg00666105,0.3180140826578955,-0.3900341022682501,False,0.3540240924630727,3,181710589.0
cg00666124,0.2086773770506638,0.1018772657803892,False,0.1552773214155265,2,54529266.0
cg00681462,0.0258986063150695,-0.1126521658959341,False,0.0692753861055018,14,75334021.0
cg00682096,0.018700913954852,0.2644784105998195,False,0.1415896622773358,17,48595562.0
cg00685614,0.0250672099596195,-0.0989734527065064,False,0.062020331333063,16,89052430.0
cg00686083,0.4187544727656428,0.1876040876878388,False,0.3031792802267408,6,33453699.0
cg00695265,-0.5986766592202022,-0.3111344494460125,True,0.4549055543331073,7,98403274.0
cg00695982,-0.4201331126203499,-0.2261658911817393,False,0.3231495019010446,8,63297880.0
cg00697672,-0.1698119872988961,0.5700088134599218,False,0.369910400379409,16,89084935.0
cg00697916,-0.1547363083086244,-0.3558022358401006,False,0.2552692720743625,3,65356969.0
cg00701064,-0.0663928386077142,0.2078281744240038,False,0.137110506515859,4,6278687.0
cg00702417,0.1101155070014395,0.1685111209025427,False,0.1393133139519911,1,5994807.0
cg00703902,-0.3840379675620053,-0.9483187234658002,True,0.6661783455139028,7,5213385.0
cg00707814,0.1741365859109895,-0.2894117523962567,False,0.2317741691536231,12,121455865.0
cg00713400,-0.7906695010101668,0.0982958652392105,False,0.4444826831246886,7,22193588.0
cg00715197,-0.1113901582037896,-0.0638347244106408,False,0.0876124413072152,14,68137877.0
cg00718036,-0.3619691127434999,-0.0630999963602432,False,0.2125345545518716,4,107824169.0
cg00724315,0.4967684293933772,-0.0912082863375122,False,0.2939883578654447,4,1940122.0
cg00725777,0.1464000379873999,-0.4470751412593706,False,0.2967375896233852,X,103375483.0
cg00730887,-0.2287723100361234,-0.1373612996300003,False,0.1830668048330618,4,159228452.0
cg00741954,-0.9761787557407086,-0.5291903379878238,True,0.7526845468642662,6,1765812.0
cg00742587,-0.0196811878870618,-0.5055093285255741,False,0.2625952582063179,14,30159283.0
cg00747922,-0.3483502826083011,-0.5370085074708294,True,0.4426793950395652,17,258139.0
cg00747975,0.342207780558787,-0.0766982499228993,False,0.2094530152408431,14,76867644.0
cg00754027,0.6783849265566942,0.0172486174327426,False,0.3478167719947184,1,200621331.0
cg00757207,0.1455139856949966,-0.6440803029435477,False,0.3947971443192721,17,7552906.0
cg00759427,-0.1132437361509876,-0.4322317478200521,False,0.2727377419855198,20,64077277.0
cg00761859,,-1.6599928019401025,False,,10,33252241.0
cg00762678,0.1151236353329782,-0.1946251300043531,False,0.1548743826686657,16,88936827.0
cg00764217,-0.5643157674423401,-0.0496352489946442,False,0.3069755082184922,7,117020186.0
cg00765705,0.3173252756988544,-0.1886483839334848,False,0.2529868298161696,12,124380584.0
cg00765737,0.5873206140315768,-0.5656673926093755,False,0.5764940033204762,13,110341146.0
cg00767000,-0.4539582637509595,-0.51965710487677,True,0.4868076843138647,16,87491701.0
cg00768487,-0.2761170495003953,-0.2241297390734198,False,0.2501233942869075,1,26284820.0
cg00769161,-0.9500661813176928,-0.6291463451482198,True,0.7896062632329564,12,57736400.0
cg00773370,-0.3248560227828014,-0.4083588912169094,True,0.3666074569998554,12,6374606.0
cg00776174,0.1074791850332787,-0.0994933011855346,False,0.1034862431094067,12,122004473.0
cg00782690,-0.5053415010221793,-0.1008662346295221,False,0.3031038678258507,2,170965608.0
cg00788312,0.258322802299017,-0.601762362905461,False,0.430042582602239,2,196171135.0
cg00793843,0.0090690901873298,-0.0449096467264129,False,0.0269893684568713,15,90234657.0
cg00795205,-0.9183811602565628,-0.8862649643524131,True,0.902323062304488,16,23905145.0
cg00796302,-0.2288211473704178,0.1933596083534097,False,0.2110903778619137,4,105556442.0
cg00799826,0.5958981129084504,0.5491928143454056,True,0.572545463626928,6,30103423.0
cg00804354,-0.1027523747881381,-0.3781096965265256,False,0.2404310356573318,1,248817208.0
cg00806644,-0.3941024384243853,0.0240779767308741,False,0.2090902075776297,10,125201246.0
cg00808492,-1.0383425120093177,-0.294280480143179,False,0.6663114960762484,1,119811536.0
cg00812096,-0.7912532880016762,0.1288859628722702,False,0.4600696254369731,13,80010352.0
cg00815177,-0.6247272978667823,0.0423045961990775,False,0.3335159470329299,1,24464703.0
cg00816037,-0.2940831913335419,-0.3140346844450307,False,0.3040589378892863,16,88745934.0
cg00829990,0.1208635337134825,-0.1448438028861061,False,0.1328536682997943,1,3012400.0
cg00832105,-0.9442892692510834,0.0559430060505725,False,0.500116137650828,8,11474198.0
cg00837832,-1.0075998048453123,-0.3363405630741656,True,0.671970183959739,7,30968109.0
cg00841988,-0.0193802505631222,-0.2694829239879976,False,0.1444315872755599,14,99737816.0
cg00842122,-0.9950485106161784,-1.1489567086994934,True,1.072002609657836,15,49324297.0
cg00842582,0.416102324921928,0.2063720936076281,False,0.3112372092647781,17,79549816.0
cg00847221,-0.984850180846337,-0.0101334358601736,False,0.4974918083532553,17,66952326.0
cg00850332,-0.824169060433405,-0.3342569940557874,True,0.5792130272445962,7,1102335.0
cg00852964,-0.5174209188250398,-0.4849765590426809,True,0.5011987389338604,6,132714011.0
cg00854273,-0.0534258367406976,-0.1800960614190437,False,0.1167609490798707,17,77963674.0
cg00858840,-0.1317632360256017,-0.7015305439740831,False,0.4166468899998424,2,170717329.0
cg00859858,-0.6137049750016292,-0.3834220740397923,True,0.4985635245207107,1,37478656.0
cg00861010,-0.5367405574745447,0.0426153182876285,False,0.2896779378810866,1,41500442.0
cg00863716,-0.3969898884344746,-0.4884502295086659,True,0.4427200589715702,10,5018902.0
cg00864618,-0.3214592014149691,0.2479772189733471,False,0.2847182101941581,8,140508380.0
cg00866541,-0.5947020513736027,-0.080382357222665,False,0.3375422042981338,16,85362055.0
cg00869668,0.6071890287793653,-0.3900217153073034,False,0.4986053720433344,17,1645718.0
cg00870778,-0.2772791720908243,-0.0549616819662778,False,0.1661204270285511,7,97969180.0
cg00871207,-0.2569046099362344,-0.0226233035050694,False,0.1397639567206519,14,88613906.0
cg00872532,-0.0380425619103163,-0.2747748158599101,False,0.1564086888851132,2,188303721.0
cg00872683,-0.3536510707790916,0.1294068922742281,False,0.2415289815266599,4,40395988.0
cg00873953,-0.6518103979424319,-0.0643461816289924,False,0.3580782897857121,12,94616272.0
cg00874605,-0.2241508307619832,0.4107299618406108,False,0.317440396301297,16,14475741.0
cg00880290,-0.1228604455000025,0.0836227261667617,False,0.1032415858333821,19,14440187.0
cg00884805,0.0349015109891627,0.116674163076036,False,0.0757878370325993,1,67830924.0
cg00898480,-0.4103116323750783,-0.5411355122377559,True,0.4757235723064171,17,76645193.0
cg00899907,0.1370634194003537,-0.3413760582520697,False,0.2392197388262117,6,31797790.0
cg00902153,0.2147821457640172,-0.1485631371838664,False,0.1816726414739418,3,188788927.0
cg00902464,-0.298096568438965,-0.2718766332362753,False,0.2849866008376202,1,100628561.0
cg00903584,-0.2537363252698263,-0.1525368791759926,False,0.2031366022229095,1,202159554.0
cg00907272,-0.2348650713595753,-0.0001418276799456,False,0.1175034495197605,10,72327024.0
cg00909094,-0.2316523158092227,0.0535548366463737,False,0.1426035762277982,3,12544869.0
cg00916635,0.4827842832094782,0.0165935588618382,False,0.2496889210356582,1,113871690.0
cg00916899,-0.1037112259946308,-0.2590282289169635,False,0.1813697274557971,20,37316529.0
cg00917373,-0.9762900308914362,-0.3068271436228446,True,0.6415585872571404,14,61297889.0
cg00921266,-0.059076327403247,-0.2716407343197116,False,0.1653585308614793,7,27114044.0
cg00928596,-0.0845183870860861,-0.1400726749388801,False,0.1122955310124831,16,14309165.0
cg00928816,-0.6399403316227762,-0.0115757199615337,False,0.325758025792155,10,62049339.0
cg00932141,-0.7956113764647857,-0.3625295100036761,True,0.579070443234231,4,79911033.0
cg00933443,-0.930646563634312,0.0208854736591563,False,0.4757660186467342,3,138173590.0
cg00936935,-0.736130048172475,-0.6254940642002537,True,0.6808120561863643,10,50512139.0
cg00943287,1.03412206084623,0.5234248929523595,True,0.7787734768992948,1,245311420.0
cg00960147,-0.3781321058288565,0.0243893967876533,False,0.2012607513082549,1,116509531.0
cg00963378,0.1403389015416532,-0.1892533462125895,False,0.1647961238771213,13,20142499.0
cg00974944,0.1379135471762789,0.0253166056732343,False,0.0816150764247566,3,61664250.0
cg00977842,-0.4269944238155357,-0.7400021507072655,True,0.5834982872614006,10,80291037.0
cg00980649,-0.370756514954166,-0.5197613070050948,True,0.4452589109796304,14,105900645.0
cg00980904,-0.7723704646373974,0.0090569915438264,False,0.3907137280906119,3,50336304.0
cg00983904,0.3969866337897342,-0.0493424077713546,False,0.2231645207805444,12,6556122.0
cg00984967,-0.8712774848001756,-0.3640974514703625,True,0.6176874681352691,1,182385837.0
cg00988056,0.5585840972741193,-0.2000459203366415,False,0.3793150088053804,14,105908696.0
cg00992348,-0.1605188026166208,0.1421422330145305,False,0.1513305178155757,10,93166296.0
