cpg,CHR,MAPINFO,breast_d_GSE51057,breast_d_GSE51032,breast_d_mean,breast_sign,breast_mean_abs_d,breast_concordant_strong,ad_d_AIBL,ad_d_AddNeuroMed,ad_d_mean,ad_sign,ad_mean_abs_d,ad_concordant_strong,cross_disease_firing_pattern,cross_disease_mean_abs_d
cg00090674,22,50008249.0,-0.7566168880890259,-0.1583996499713544,-0.45750826903019015,-1.0,0.4575082690301901,False,-0.132201,-0.343039,-0.23762,-1.0,0.23762,False,fires_neither_background,0.34756413451509505
cg00092400,12,51394501.0,-0.3032621668538085,0.0556545971787659,-0.12380378483752132,-1.0,0.1794583820162872,False,-0.249014,0.120345,-0.06433450000000002,-1.0,0.184679,False,fires_neither_background,0.1820686910081436
cg00098182,15,22879895.0,-0.2714177203221372,0.1655098151936813,-0.05295395256422794,-1.0,0.2184637677579093,False,0.061549,-0.014475,0.023537,1.0,0.038012,False,fires_neither_background,0.12823788387895466
cg00100680,4,4404473.0,-0.7174427250098095,-0.3822025183517982,-0.5498226216808039,-1.0,0.5498226216808039,True,-0.070366,0.120662,0.025148000000000004,1.0,0.095514,False,fires_breast_only,0.32266831084040193
cg00101602,10,72098085.0,-0.5847729957011115,-0.1373200627930872,-0.36104652924709935,-1.0,0.3610465292470994,False,0.120275,-0.200414,-0.0400695,-1.0,0.160345,False,fires_neither_background,0.2606957646235497
cg00118342,2,106160582.0,-0.0759487531933948,-0.2900829417664333,-0.18301584747991403,-1.0,0.183015847479914,False,0.079551,0.247552,0.1635515,1.0,0.163552,False,fires_neither_background,0.173283923739957
cg00130808,15,36886708.0,-0.4195604624323581,-0.5502320732144411,-0.4848962678233996,-1.0,0.4848962678233996,True,0.152372,-0.14907,0.0016509999999999997,1.0,0.150721,False,fires_breast_only,0.3178086339116998
cg00136822,12,46221071.0,-0.6489705276906722,-0.7007156043439453,-0.6748430660173088,-1.0,0.6748430660173088,True,0.092381,0.215663,0.154022,1.0,0.154022,False,fires_breast_only,0.4144325330086544
cg00141162,3,121660930.0,0.2155105857005232,-0.6901916176738631,-0.23734051598666994,-1.0,0.4528511016871931,False,0.044325,0.07207,0.0581975,1.0,0.058197,False,fires_neither_background,0.25552405084359653
cg00143809,22,50282123.0,-0.7603902064010275,0.3507867875276461,-0.2048017094366907,-1.0,0.5555884969643368,False,0.017284,0.01655,0.016917,1.0,0.016917,False,fires_neither_background,0.28625274848216836
cg00147943,1,67760030.0,-0.5688918423272091,0.1833494346095281,-0.1927712038588405,-1.0,0.3761206384683686,False,-0.148627,0.298615,0.074994,1.0,0.223621,False,fires_neither_background,0.2998708192341843
cg00149213,1,160647334.0,0.8419801179417606,-0.2298811088783691,0.30604950453169577,1.0,0.5359306134100649,False,0.042367,0.199198,0.12078249999999999,1.0,0.120782,False,fires_neither_background,0.32835630670503246
cg00150245,16,19111382.0,-0.3034683640324727,0.2125221713594798,-0.045473096336496446,-1.0,0.2579952676959762,False,0.07121,-0.031795,0.0197075,1.0,0.051503,False,fires_neither_background,0.1547491338479881
cg00154950,8,4116508.0,0.0541487664381696,0.4550715655562411,0.2546101659972054,1.0,0.2546101659972054,False,-0.02344,-0.262462,-0.142951,-1.0,0.142951,False,fires_neither_background,0.19878058299860268
cg00157012,8,25201736.0,-0.2693492903718095,-0.2253551449424941,-0.2473522176571518,-1.0,0.2473522176571518,False,-0.219384,-0.345733,-0.2825585,-1.0,0.282559,True,fires_AD_only,0.2649556088285759
cg00164282,17,32503714.0,0.247271683125097,-0.1831265786562829,0.032072552234407053,1.0,0.2151991308906899,False,-0.238024,-0.040446,-0.139235,-1.0,0.139235,False,fires_neither_background,0.17721706544534493
cg00164583,16,88488012.0,-0.0373809189999543,0.2676260268433474,0.11512255392169655,1.0,0.1525034729216508,False,0.061067,0.093451,0.07725900000000001,1.0,0.077259,False,fires_neither_background,0.1148812364608254
cg00164997,6,25042320.0,-0.0196429291111519,-0.5179564062507608,-0.26879966768095637,-1.0,0.2687996676809563,False,0.20998,0.217525,0.2137525,1.0,0.213753,True,fires_AD_only,0.24127633384047814
cg00166343,17,30823082.0,0.0715100083960965,-0.0860423635615739,-0.007266177582738696,-1.0,0.0787761859788352,False,-0.241264,-0.066173,-0.1537185,-1.0,0.153719,False,fires_neither_background,0.1162475929894176
cg00167158,2,157053132.0,-0.7915439552240198,-0.5969855956567763,-0.6942647754403981,-1.0,0.6942647754403981,True,0.114946,0.149465,0.1322055,1.0,0.132206,False,fires_breast_only,0.4132353877201991
cg00168191,19,3097567.0,-0.2428109697895848,0.1735043007305308,-0.034653334529527,-1.0,0.2081576352600578,False,0.064504,-0.051941,0.006281500000000002,1.0,0.058223,False,fires_neither_background,0.1331903176300289
cg00171729,6,52552058.0,0.0900399034196431,0.5338524139276619,0.3119461586736525,1.0,0.3119461586736525,False,-0.197376,0.026774,-0.085301,-1.0,0.112075,False,fires_neither_background,0.21201057933682624
cg00172074,4,183316233.0,-0.4226770719408306,-0.1141674614909528,-0.2684222667158917,-1.0,0.2684222667158917,False,0.10774,-0.140066,-0.016162999999999997,-1.0,0.123903,False,fires_neither_background,0.19616263335794584
cg00172603,1,54356358.0,0.0932685308203252,-0.1636119146190744,-0.0351716918993746,-1.0,0.1284402227196998,False,-0.01724,0.109499,0.046129500000000004,1.0,0.063369,False,fires_neither_background,0.0959046113598499
cg00183886,4,52658129.0,-0.8864586498998811,-0.0295769179358665,-0.4580177839178738,-1.0,0.4580177839178738,False,-0.036279,-0.10759,-0.0719345,-1.0,0.071934,False,fires_neither_background,0.2649758919589369
cg00187503,18,77017563.0,-0.5606307987180121,-0.2393110019113429,-0.3999709003146775,-1.0,0.3999709003146775,False,0.100513,-0.154015,-0.026751000000000004,-1.0,0.127264,False,fires_neither_background,0.26361745015733873
cg00195796,3,181726343.0,0.547777891147623,-0.2197384452234964,0.1640197229620633,1.0,0.3837581681855597,False,0.064185,0.123832,0.0940085,1.0,0.094009,False,fires_neither_background,0.23888358409277985
cg00199519,17,18119807.0,-0.3242616907750946,-0.0349949098773665,-0.17962830032623053,-1.0,0.1796283003262306,False,-0.034964,-0.205643,-0.1203035,-1.0,0.120304,False,fires_neither_background,0.1499661501631153
cg00200645,17,60158417.0,-0.2813587704037079,-0.2299681483249418,-0.25566345936432483,-1.0,0.2556634593643249,False,-0.196097,-0.094118,-0.1451075,-1.0,0.145108,False,fires_neither_background,0.20038572968216245
cg00206063,10,3763060.0,-0.1144994926431793,-0.2967417487407813,-0.20562062069198028,-1.0,0.2056206206919803,False,-0.055737,0.061037,0.0026499999999999996,1.0,0.058387,False,fires_neither_background,0.13200381034599015
cg00208218,2,71024323.0,0.4320800332049041,0.0639948797033339,0.248037456454119,1.0,0.248037456454119,False,0.169022,-0.038059,0.0654815,1.0,0.103541,False,fires_neither_background,0.1757892282270595
cg00211625,3,169837125.0,-0.1108591233211327,-0.4238923550125434,-0.26737573916683804,-1.0,0.267375739166838,False,0.053834,-0.032617,0.0106085,1.0,0.043226,False,fires_neither_background,0.155300869583419
cg00212786,2,132414368.0,-0.3350143028620096,0.2541731259917254,-0.040420588435142096,-1.0,0.2945937144268675,False,-0.025895,-0.021082,-0.023488500000000002,-1.0,0.023488,False,fires_neither_background,0.15904085721343375
cg00213668,7,98398895.0,-0.6869739143514355,0.1384584795445692,-0.2742577174034332,-1.0,0.4127161969480024,False,0.100561,-0.238417,-0.06892799999999999,-1.0,0.169489,False,fires_neither_background,0.2911025984740012
cg00216138,15,36878974.0,-0.0343648051538363,-0.2649099226152838,-0.14963736388456006,-1.0,0.1496373638845601,False,0.327127,0.098986,0.2130565,1.0,0.213056,False,fires_neither_background,0.18134668194228004
cg00222625,6,107111236.0,-0.366893579530108,-0.5844833876086886,-0.4756884835693983,-1.0,0.4756884835693983,True,0.121324,-0.012572,0.054376,1.0,0.066948,False,fires_breast_only,0.27131824178469915
cg00225623,13,24271753.0,0.4250531060781931,0.1905357913293183,0.3077944487037557,1.0,0.3077944487037557,False,-0.250153,-0.03977,-0.14496150000000002,-1.0,0.144962,False,fires_neither_background,0.22637822435187788
cg00232092,7,5479256.0,-0.3937353168402485,-0.0438339248871937,-0.21878462086372108,-1.0,0.2187846208637211,False,-0.172691,-0.110562,-0.1416265,-1.0,0.141627,False,fires_neither_background,0.18020581043186057
cg00232402,18,79625290.0,0.0013420316496359,-0.4219296916352719,-0.21029382999281798,-1.0,0.2116358616424539,False,-0.139486,0.010954,-0.064266,-1.0,0.07522,False,fires_neither_background,0.14342793082122696
cg00238318,10,92848193.0,0.051265357690562,-0.0540076232967545,-0.0013711328030962498,-1.0,0.0526364904936583,False,-0.104709,-0.268408,-0.1865585,-1.0,0.186558,False,fires_neither_background,0.11959724524682916
cg00240653,12,54984627.0,-0.2660804541572426,0.2350731780139286,-0.015503638071656986,-1.0,0.2505768160855856,False,-0.148955,-0.034152,-0.09155350000000001,-1.0,0.091553,False,fires_neither_background,0.17106490804279278
cg00242035,11,47394807.0,0.3683413561879135,0.0614736258276732,0.21490749100779336,1.0,0.2149074910077934,False,0.14627,0.329981,0.23812550000000002,1.0,0.238126,False,fires_neither_background,0.22651674550389672
cg00245885,5,135344449.0,-0.16616068326893,-0.5118751441958587,-0.3390179137323943,-1.0,0.3390179137323943,False,-0.160526,-0.271432,-0.215979,-1.0,0.215979,False,fires_neither_background,0.2774984568661972
cg00247963,16,20851829.0,0.4457516597258231,0.2296068576966954,0.33767925871125926,1.0,0.3376792587112592,False,-0.101682,-0.142238,-0.12196,-1.0,0.12196,False,fires_neither_background,0.2298196293556296
cg00249032,20,45347112.0,0.1289600462106586,-0.0225052416853605,0.05322740226264905,1.0,0.0757326439480095,False,0.009486,-0.13275,-0.061632000000000006,-1.0,0.071118,False,fires_neither_background,0.07342532197400475
cg00249974,1,156284358.0,-0.2927952035870799,-0.0563661165419555,-0.1745806600645177,-1.0,0.1745806600645177,False,-0.071554,-0.046888,-0.059221,-1.0,0.059221,False,fires_neither_background,0.11690083003225885
cg00255726,8,21911603.0,0.3433089982902478,-0.1742806903012751,0.08451415399448635,1.0,0.2587948442957615,False,0.086706,0.113097,0.0999015,1.0,0.099902,False,fires_neither_background,0.17934842214788074
cg00257775,6,37936905.0,-0.0462694409029953,-0.1211154732195994,-0.08369245706129735,-1.0,0.0836924570612973,False,-0.262746,-0.172919,-0.21783249999999998,-1.0,0.217832,False,fires_neither_background,0.15076222853064863
cg00263619,12,94333686.0,-0.1604186860547122,0.1474494675503805,-0.00648460925216586,-1.0,0.1539340768025464,False,0.124063,-0.079071,0.022496000000000002,1.0,0.101567,False,fires_neither_background,0.1277505384012732
cg00265360,17,1197984.0,-0.0877024381818252,-0.8044654346363627,-0.44608393640909394,-1.0,0.4460839364090939,False,-0.17102,0.263017,0.0459985,1.0,0.217018,False,fires_neither_background,0.33155096820454694
cg00266566,9,32565611.0,-0.5263518180624689,-0.9864425680796632,-0.756397193071066,-1.0,0.756397193071066,True,0.108513,0.169653,0.139083,1.0,0.139083,False,fires_breast_only,0.44774009653553304
cg00280812,12,52192060.0,-0.6824951799648983,0.0868530637985657,-0.2978210580831663,-1.0,0.384674121881732,False,-0.107292,-0.078589,-0.09294050000000001,-1.0,0.092941,False,fires_neither_background,0.238807560940866
cg00281100,10,88281677.0,0.0035510031490138,-0.5039429454144413,-0.25019597113271375,-1.0,0.2537469742817275,False,0.118047,-0.029088,0.0444795,1.0,0.073567,False,fires_neither_background,0.16365698714086374
cg00281977,10,133520397.0,-0.1808678121302425,-0.1240991354300734,-0.15248347378015795,-1.0,0.152483473780158,False,0.148997,-0.061728,0.04363449999999999,1.0,0.105363,False,fires_neither_background,0.128923236890079
cg00285317,2,237497465.0,-0.6451968989916935,-0.3411535356857127,-0.4931752173387031,-1.0,0.4931752173387032,True,-0.09044,-0.07873,-0.084585,-1.0,0.084585,False,fires_breast_only,0.2888801086693516
cg00287915,5,1503480.0,0.0230022642696176,-0.1513050292045019,-0.06415138246744215,-1.0,0.0871536467370598,False,-0.28016,0.040144,-0.120008,-1.0,0.160152,False,fires_neither_background,0.1236528233685299
cg00302521,1,152515433.0,0.2670662456257009,-0.2188308961526166,0.024117674736542152,1.0,0.2429485708891587,False,0.024891,-0.004624,0.0101335,1.0,0.014757,False,fires_neither_background,0.12885278544457934
cg00308914,5,17436606.0,0.2737799692403798,-0.3057151000942373,-0.01596756542692876,-1.0,0.2897475346673085,False,-0.161857,0.020146,-0.0708555,-1.0,0.091002,False,fires_neither_background,0.19037476733365427
cg00311883,1,234963373.0,0.5514908622987038,0.090850795069045,0.3211708286838744,1.0,0.3211708286838745,False,-0.1611,-0.00528,-0.08319,-1.0,0.08319,False,fires_neither_background,0.20218041434193723
cg00318947,7,27115295.0,0.1004972632284762,0.0458457624462534,0.0731715128373648,1.0,0.0731715128373648,False,0.085936,-0.138916,-0.026490000000000007,-1.0,0.112426,False,fires_neither_background,0.0927987564186824
cg00320288,16,85829561.0,-0.3082792481397303,-0.1067587168860818,-0.20751898251290604,-1.0,0.207518982512906,False,-0.088553,0.390939,0.151193,1.0,0.239746,False,fires_neither_background,0.223632491256453
cg00325139,6,57313825.0,-0.5556689032533177,-0.2309548816256947,-0.3933118924395062,-1.0,0.3933118924395062,False,0.009481,-0.056325,-0.023422,-1.0,0.032903,False,fires_neither_background,0.2131074462197531
cg00325381,18,8370162.0,-0.2956323063614438,0.0917233500083544,-0.10195447817654468,-1.0,0.1936778281848991,False,-0.018345,0.077324,0.029489500000000002,1.0,0.047835,False,fires_neither_background,0.12075641409244955
cg00325491,11,93553004.0,-0.1269287413867812,0.2934983502974987,0.08328480445535875,1.0,0.21021354584214,False,0.023127,-0.104121,-0.040497000000000005,-1.0,0.063624,False,fires_neither_background,0.13691877292107
cg00325531,1,75125668.0,0.2540113807343808,0.0944079533502418,0.17420966704231128,1.0,0.1742096670423113,False,-0.008281,0.095325,0.043522,1.0,0.051803,False,fires_neither_background,0.11300633352115566
cg00331101,4,184028834.0,0.6553470005403875,0.228874339370252,0.4421106699553198,1.0,0.4421106699553198,False,-0.052446,-0.129814,-0.09113,-1.0,0.09113,False,fires_neither_background,0.2666203349776599
cg00335219,16,85978699.0,-0.6005131195369845,-0.4160661889528356,-0.50828965424491,-1.0,0.50828965424491,True,-0.215827,-0.145279,-0.180553,-1.0,0.180553,False,fires_breast_only,0.344421327122455
cg00339740,2,143906972.0,0.0440158486402901,0.1696102008025385,0.1068130247214143,1.0,0.1068130247214143,False,0.046736,-0.232184,-0.092724,-1.0,0.13946,False,fires_neither_background,0.12313651236070715
cg00344445,11,128777212.0,0.0012640286743195,-0.4451372061124269,-0.2219365887190537,-1.0,0.2232006173933732,False,-0.215802,-0.304569,-0.26018549999999996,-1.0,0.260185,True,fires_AD_only,0.2416928086966866
cg00355699,13,104015480.0,-0.3263787775574304,-0.0543692021879601,-0.19037398987269524,-1.0,0.1903739898726952,False,0.054487,0.104104,0.0792955,1.0,0.079295,False,fires_neither_background,0.13483449493634758
cg00356694,17,4433907.0,0.2790790275077425,-0.1335385873985488,0.07277022005459685,1.0,0.2063088074531456,False,0.106832,0.254747,0.1807895,1.0,0.180789,False,fires_neither_background,0.1935489037265728
cg00359423,11,95792987.0,0.3724260933831779,-0.5095377666968649,-0.0685558366568435,-1.0,0.4409819300400214,False,0.161962,0.015982,0.088972,1.0,0.088972,False,fires_neither_background,0.26497696502001067
cg00360761,2,43170940.0,0.7393622597100595,-0.6405388080206377,0.04941172584471093,1.0,0.6899505338653487,False,-0.200067,-0.24993,-0.2249985,-1.0,0.224999,True,fires_AD_only,0.4574747669326743
cg00362657,21,43456790.0,-0.0041555432249477,-0.0234099950190016,-0.01378276912197465,-1.0,0.0137827691219746,False,0.094135,-0.160729,-0.03329700000000001,-1.0,0.127432,False,fires_neither_background,0.0706073845609873
cg00362818,13,76991185.0,-0.0637161655583147,0.0063896534176574,-0.02866325607032865,-1.0,0.0350529094879861,False,0.033817,-0.019519,0.007148999999999999,1.0,0.026668,False,fires_neither_background,0.03086045474399305
cg00363080,10,1412097.0,-0.4025670070458632,0.545723552202457,0.07157827257829694,1.0,0.4741452796241601,False,-0.09023,0.020303,-0.0349635,-1.0,0.055266,False,fires_neither_background,0.26470563981208006
cg00366413,12,6963533.0,0.0361875288549959,-0.2434365648347872,-0.10362451798989565,-1.0,0.1398120468448916,False,-0.164342,-0.061274,-0.11280799999999999,-1.0,0.112808,False,fires_neither_background,0.1263100234224458
cg00370106,6,158650074.0,-0.1464909036383676,0.4832347452935631,0.16837192082759775,1.0,0.3148628244659653,False,-0.06067,0.208111,0.0737205,1.0,0.13439,False,fires_neither_background,0.22462641223298266
cg00375025,3,156143143.0,-0.0317280450245224,0.1520838852799714,0.06017792012772451,1.0,0.0919059651522469,False,-0.030178,-0.086782,-0.05848,-1.0,0.05848,False,fires_neither_background,0.07519298257612345
cg00375608,7,1568151.0,-0.1055302491410662,-0.0842838394412326,-0.0949070442911494,-1.0,0.0949070442911494,False,-0.144028,-0.025441,-0.08473449999999999,-1.0,0.084735,False,fires_neither_background,0.0898210221455747
cg00381974,18,46680394.0,-0.3981777248336287,0.7626661487619923,0.18224421196418183,1.0,0.5804219367978105,False,0.091246,0.238947,0.16509649999999998,1.0,0.165096,False,fires_neither_background,0.37275896839890527
cg00387964,4,7650208.0,0.2376986448881646,-0.2065353721696987,0.015581636359232959,1.0,0.2221170085289317,False,0.004746,-0.120672,-0.057963,-1.0,0.062709,False,fires_neither_background,0.14241300426446585
cg00400165,11,64891588.0,-0.5256294278020691,-0.1494540961950084,-0.33754176199853875,-1.0,0.3375417619985388,False,0.001841,0.020576,0.0112085,1.0,0.011208,False,fires_neither_background,0.1743748809992694
cg00405112,3,138009487.0,-0.0836721976109917,0.3468808638999776,0.13160433314449294,1.0,0.2152765307554846,False,0.10458,0.062426,0.08350300000000001,1.0,0.083503,False,fires_neither_background,0.1493897653777423
cg00412294,12,96906804.0,0.0590834620582428,-0.0637089300527145,-0.002312733997235847,-1.0,0.0613961960554787,False,-0.032992,0.02549,-0.003751000000000001,-1.0,0.029241,False,fires_neither_background,0.04531859802773935
cg00415057,16,68299791.0,-0.3439770646128578,-0.4417312262692066,-0.3928541454410322,-1.0,0.3928541454410322,True,0.039685,0.157848,0.0987665,1.0,0.098766,False,fires_breast_only,0.2458100727205161
cg00421645,5,43312099.0,-0.1998281361195122,0.3657980084683934,0.0829849361744406,1.0,0.2828130722939528,False,0.023342,-0.028392,-0.0025249999999999995,-1.0,0.025867,False,fires_neither_background,0.1543400361469764
cg00428709,16,51550522.0,-0.0408447908480694,-0.0626237472841662,-0.0517342690661178,-1.0,0.0517342690661178,False,0.179829,0.132845,0.156337,1.0,0.156337,False,fires_neither_background,0.1040356345330589
cg00435692,15,71707148.0,-0.8411356028453761,0.2469983366523084,-0.29706863309653386,-1.0,0.5440669697488423,False,0.092194,0.075207,0.0837005,1.0,0.083701,False,fires_neither_background,0.31388398487442115
cg00437360,17,14310262.0,-0.1200133995011112,-0.3944728286386502,-0.2572431140698807,-1.0,0.2572431140698807,False,0.16758,-0.049172,0.05920400000000001,1.0,0.108376,False,fires_neither_background,0.18280955703494034
cg00437411,15,59611769.0,-0.4894690718425962,-0.0413570897681141,-0.26541308080535514,-1.0,0.2654130808053552,False,0.014665,-0.041179,-0.013257000000000001,-1.0,0.027922,False,fires_neither_background,0.1466675404026776
cg00440980,17,76643812.0,-0.3147799659125226,-0.0742904285884997,-0.19453519725051116,-1.0,0.1945351972505112,False,0.261782,0.186038,0.22391,1.0,0.22391,False,fires_neither_background,0.2092225986252556
cg00442389,6,32192297.0,-0.7377281676080149,-0.1659107242514805,-0.45181944592974765,-1.0,0.4518194459297476,False,-0.198016,-0.056791,-0.1274035,-1.0,0.127404,False,fires_neither_background,0.2896117229648738
cg00447208,17,78130220.0,-0.2800662250108839,-0.474765508890114,-0.37741586695049895,-1.0,0.377415866950499,False,-0.063424,0.149482,0.043029000000000005,1.0,0.106453,False,fires_neither_background,0.2419344334752495
