"probeID","EID","BE","EC","Fib","LE","Leu","SM","weight"
"cg00159953","1292","0.14089492297460177","0.14089492297460177","0.0","0.14089492297460177","0.14089492297460177","0.0","0.14089492297460177"
"cg00168514","5621","nan","nan","0.0","nan","nan","nan","0.0"
"cg00189989","7122","0.8970095005763045","0.0","0.8970095005763045","0.8970095005763045","0.8970095005763045","0.8970095005763045","0.8970095005763045"
"cg00192882","4239","0.4159903157253002","0.4159903157253002","0.0","0.4159903157253002","0.4159903157253002","0.4159903157253002","0.4159903157253002"
"cg00205485","5872","nan","0.0","nan","0.0","nan","nan","0.0"
"cg00218649","4245","nan","nan","nan","nan","0.0","nan","0.0"
"cg00239353","9235","0.8633333333333333","0.8633333333333333","0.0","0.8633333333333333","0.8633333333333333","0.8633333333333333","0.8633333333333333"
"cg00245885","9555","nan","nan","nan","nan","0.0","nan","0.0"
"cg00250805","871","0.08033333333333333","0.0","0.08033333333333333","0.08033333333333333","0.08033333333333333","0.08033333333333333","0.08033333333333333"
"cg00257659","3914","0.0","0.6380300959605266","0.6380300959605266","0.6380300959605266","0.6380300959605266","0.6380300959605266","0.6380300959605266"
"cg00258132","2098","nan","nan","nan","nan","nan","0.0","0.0"
"cg00270093","2217","nan","0.0","0.0","nan","0.0","nan","0.0"
"cg00292540","25937","0.566392560112367","0.0","0.566392560112367","0.566392560112367","0.566392560112367","0.566392560112367","0.566392560112367"
"cg00309965","641700","0.6027776436466401","0.0","0.6027776436466401","0.6027776436466401","0.6027776436466401","0.6027776436466401","0.6027776436466401"
"cg00329300","100131187","0.0","0.25493006993006995","0.25493006993006995","0.0","0.25493006993006995","0.25493006993006995","0.25493006993006995"
"cg00332212","132299","0.3514285714285714","0.3514285714285714","0.3514285714285714","0.0","0.3514285714285714","0.3514285714285714","0.3514285714285714"
"cg00335744","22936","0.06555555555555556","0.06555555555555556","0.06555555555555556","0.0","0.06555555555555556","0.06555555555555556","0.06555555555555556"
"cg00344411","56999","0.0492","0.0","0.0492","0.0492","0.0492","0.0","0.0492"
"cg00360107","558","0.02","0.02","0.0","0.02","0.02","0.0","0.02"
"cg00368577","3852","0.0","0.8081074017886702","0.8081074017886702","0.8081074017886702","0.8081074017886702","0.8081074017886702","0.8081074017886702"
"cg00369658","710","0.75","0.75","0.0","0.75","0.75","0.0","0.75"
"cg00375581","1292","0.14089492297460177","0.14089492297460177","0.0","0.14089492297460177","0.14089492297460177","0.0","0.14089492297460177"
"cg00380283","5621","nan","nan","0.0","nan","nan","nan","0.0"
"cg00383136","3122","0.20331295829546508","0.0","0.20331295829546508","0.20331295829546508","0.0","0.20331295829546508","0.20331295829546508"
"cg00401471","10653","0.0","0.0887254695","0.0887254695","0.0","0.0887254695","0.0887254695","0.0887254695"
"cg00403478","3113","0.1968861997488558","0.0","0.1968861997488558","0.1968861997488558","0.0","0.1968861997488558","0.1968861997488558"
"cg00410898","6781","0.058897066486529315","0.0","0.058897066486529315","0.058897066486529315","0.058897066486529315","0.058897066486529315","0.058897066486529315"
"cg00416130","2701","0.8876190476190476","0.8876190476190476","0.8876190476190476","0.8876190476190476","0.8876190476190476","0.0","0.8876190476190476"
"cg00416645","3488","0.5125","0.5125","0.0","0.5125","0.5125","0.0","0.5125"
"cg00416689","27018","nan","nan","nan","0.0","nan","nan","0.0"
"cg00421173","4258","0.0","0.0","0.30666666666666664","0.30666666666666664","0.30666666666666664","0.30666666666666664","0.30666666666666664"
"cg00431549","4256","0.7755827599189722","0.0","0.0","0.7755827599189722","0.7755827599189722","0.0","0.7755827599189722"
"cg00446235","100131187","0.0","0.25493006993006995","0.25493006993006995","0.0","0.25493006993006995","0.25493006993006995","0.25493006993006995"
"cg00449067","10203","0.1","0.0","0.1","0.1","0.1","0.1","0.1"
"cg00471190","9235","0.8633333333333333","0.8633333333333333","0.0","0.8633333333333333","0.8633333333333333","0.8633333333333333","0.8633333333333333"
"cg00480115","5349","0.0","0.6161755028680032","0.6161755028680032","0.0","0.6161755028680032","0.6161755028680032","0.6161755028680032"
"cg00485707","3669","0.88","0.0","0.88","0.88","0.88","0.88","0.88"
"cg00507815","2739","nan","nan","nan","0.0","nan","nan","0.0"
"cg00508543","56999","0.0492","0.0","0.0492","0.0492","0.0492","0.0","0.0492"
"cg00511464","54502","0.684375","0.684375","0.684375","0.0","0.684375","0.684375","0.684375"
"cg00512404","397","0.94","0.94","0.94","0.94","0.0","0.94","0.94"
"cg00514407","5270","nan","nan","0.0","nan","nan","nan","0.0"
"cg00514575","4245","nan","nan","nan","nan","0.0","nan","0.0"
"cg00524288","7378","nan","0.0","nan","nan","0.0","nan","0.0"
"cg00528492","3122","0.20331295829546508","0.0","0.20331295829546508","0.20331295829546508","0.0","0.20331295829546508","0.20331295829546508"
"cg00539174","1522","0.4261904761904762","0.4261904761904762","0.4261904761904762","0.4261904761904762","0.0","0.4261904761904762","0.4261904761904762"
"cg00540544","1465","0.0","0.8013888888888889","0.8013888888888889","0.8013888888888889","0.8013888888888889","0.8013888888888889","0.8013888888888889"
"cg00541683","64129","0.1632138375250183","0.1632138375250183","0.1632138375250183","0.1632138375250183","0.1632138375250183","0.0","0.1632138375250183"
"cg00554413","4070","0.0","0.29266189749056304","0.29266189749056304","0.0","0.29266189749056304","0.29266189749056304","0.29266189749056304"
"cg00562139","2217","nan","0.0","0.0","nan","0.0","nan","0.0"
"cg00563892","9167","nan","nan","nan","0.0","nan","nan","0.0"
"cg00565263","64129","0.1632138375250183","0.1632138375250183","0.1632138375250183","0.1632138375250183","0.1632138375250183","0.0","0.1632138375250183"
"cg00570906","3115","0.37525694306935975","0.0","0.37525694306935975","0.37525694306935975","0.0","0.37525694306935975","0.37525694306935975"
"cg00581603","6342","nan","nan","nan","0.0","nan","nan","0.0"
"cg00586700","2217","nan","0.0","0.0","nan","0.0","nan","0.0"
"cg00589251","55","0.655","0.655","0.655","0.0","0.655","0.655","0.655"
"cg00590670","3488","0.5125","0.5125","0.0","0.5125","0.5125","0.0","0.5125"
"cg00610205","427","nan","nan","nan","nan","0.0","nan","0.0"
"cg00625776","3856","0.0","0.6143809138531653","0.6143809138531653","0.0","0.6143809138531653","0.6143809138531653","0.6143809138531653"
"cg00633736","5376","0.6086609214368442","0.0","0.0","0.6086609214368442","0.6086609214368442","0.6086609214368442","0.6086609214368442"
"cg00647881","6273","0.0","0.6087499999999999","0.6087499999999999","0.6087499999999999","0.6087499999999999","0.6087499999999999","0.6087499999999999"
"cg00648919","25937","0.566392560112367","0.0","0.566392560112367","0.566392560112367","0.566392560112367","0.566392560112367","0.566392560112367"
"cg00653387","5764","0.08333333333333333","0.08333333333333333","0.0","0.08333333333333333","0.08333333333333333","0.08333333333333333","0.08333333333333333"
"cg00661673","23022","0.0","0.8766666666666667","0.8766666666666667","0.8766666666666667","0.8766666666666667","0.0","0.8766666666666667"
"cg00667789","4070","0.0","0.29266189749056304","0.29266189749056304","0.0","0.29266189749056304","0.29266189749056304","0.29266189749056304"
"cg00669856","10252","0.028888888888888888","0.0","0.028888888888888888","0.028888888888888888","0.028888888888888888","0.028888888888888888","0.028888888888888888"
"cg00674428","1292","0.14089492297460177","0.14089492297460177","0.0","0.14089492297460177","0.14089492297460177","0.0","0.14089492297460177"
"cg00676660","56999","0.0492","0.0","0.0492","0.0492","0.0492","0.0","0.0492"
"cg00679209","23022","0.0","0.8766666666666667","0.8766666666666667","0.8766666666666667","0.8766666666666667","0.0","0.8766666666666667"
"cg00681103","8837","0.7805555555555556","0.0","0.7805555555555556","0.7805555555555556","0.0","0.7805555555555556","0.7805555555555556"
"cg00684283","1397","0.8858333333333334","0.0","0.8858333333333334","0.8858333333333334","0.8858333333333334","0.8858333333333334","0.8858333333333334"
"cg00705908","427","nan","nan","nan","nan","0.0","nan","0.0"
"cg00715925","3488","0.5125","0.5125","0.0","0.5125","0.5125","0.0","0.5125"
"cg00725777","27018","nan","nan","nan","0.0","nan","nan","0.0"
"cg00726046","11142","nan","0.0","nan","nan","nan","nan","0.0"
"cg00732166","54502","0.684375","0.684375","0.684375","0.0","0.684375","0.684375","0.684375"
"cg00738178","6342","nan","nan","nan","0.0","nan","nan","0.0"
"cg00750366","3115","0.37525694306935975","0.0","0.37525694306935975","0.37525694306935975","0.0","0.37525694306935975","0.37525694306935975"
"cg00767644","27101","nan","nan","nan","nan","0.0","nan","0.0"
"cg00777079","5176","0.7419971136334578","0.7419971136334578","0.0","0.7419971136334578","0.7419971136334578","0.7419971136334578","0.7419971136334578"
"cg00798281","3113","0.1968861997488558","0.0","0.1968861997488558","0.1968861997488558","0.0","0.1968861997488558","0.1968861997488558"
"cg00802478","54502","0.684375","0.684375","0.684375","0.0","0.684375","0.684375","0.684375"
"cg00807366","4477","0.9080932286148128","0.9080932286148128","0.9080932286148128","0.0","0.9080932286148128","0.9080932286148128","0.9080932286148128"
"cg00811132","7122","0.8970095005763045","0.0","0.8970095005763045","0.8970095005763045","0.8970095005763045","0.8970095005763045","0.8970095005763045"
"cg00820581","27101","nan","nan","nan","nan","0.0","nan","0.0"
"cg00824141","2274","0.0","nan","nan","nan","nan","nan","0.0"
"cg00844277","5176","0.7419971136334578","0.7419971136334578","0.0","0.7419971136334578","0.7419971136334578","0.7419971136334578","0.7419971136334578"
"cg00854314","3669","0.88","0.0","0.88","0.88","0.88","0.88","0.88"
"cg00869298","4694","nan","nan","nan","0.0","nan","nan","0.0"
"cg00882832","10252","0.028888888888888888","0.0","0.028888888888888888","0.028888888888888888","0.028888888888888888","0.028888888888888888","0.028888888888888888"
"cg00897799","2098","nan","nan","nan","nan","nan","0.0","0.0"
"cg00922025","9555","nan","nan","nan","nan","0.0","nan","0.0"
"cg00929658","1292","0.14089492297460177","0.14089492297460177","0.0","0.14089492297460177","0.14089492297460177","0.0","0.14089492297460177"
"cg00983732","311","0.16153846153846155","0.16153846153846155","0.16153846153846155","0.0","0.16153846153846155","0.16153846153846155","0.16153846153846155"
"cg00995368","3119","0.06620392761324126","0.06620392761324126","0.06620392761324126","0.06620392761324126","0.0","0.06620392761324126","0.06620392761324126"
"cg01007821","2274","0.0","nan","nan","nan","nan","nan","0.0"
"cg01035238","7130","0.9149963091757342","0.9149963091757342","0.0","0.9149963091757342","0.9149963091757342","0.9149963091757342","0.9149963091757342"
"cg01037823","124220","0.5086772680757186","0.5086772680757186","0.5086772680757186","0.0","0.5086772680757186","0.5086772680757186","0.5086772680757186"
"cg01043759","800","0.9","0.9","0.0","0.0","0.9","0.0","0.9"
"cg01077501","800","0.9","0.9","0.0","0.0","0.9","0.0","0.9"
"cg01083093","128346","0.9527609333333333","0.9527609333333333","0.9527609333333333","0.9527609333333333","0.0","0.9527609333333333","0.9527609333333333"
"cg01085399","23022","0.0","0.8766666666666667","0.8766666666666667","0.8766666666666667","0.8766666666666667","0.0","0.8766666666666667"
"cg01092213","7378","nan","0.0","nan","nan","0.0","nan","0.0"
"cg01113910","7341","nan","0.0","nan","0.0","nan","nan","0.0"
"cg01128511","54502","0.684375","0.684375","0.684375","0.0","0.684375","0.684375","0.684375"
"cg01132696","3115","0.37525694306935975","0.0","0.37525694306935975","0.37525694306935975","0.0","0.37525694306935975","0.37525694306935975"
"cg01133662","9555","nan","nan","nan","nan","0.0","nan","0.0"
"cg01140143","3113","0.1968861997488558","0.0","0.1968861997488558","0.1968861997488558","0.0","0.1968861997488558","0.1968861997488558"
"cg01146539","9555","nan","nan","nan","nan","0.0","nan","0.0"
"cg01149192","4245","nan","nan","nan","nan","0.0","nan","0.0"
"cg01154527","9590","0.6576617356201644","0.6576617356201644","0.0","0.6576617356201644","0.6576617356201644","0.0","0.6576617356201644"
"cg01162108","23022","0.0","0.8766666666666667","0.8766666666666667","0.8766666666666667","0.8766666666666667","0.0","0.8766666666666667"
"cg01176823","3488","0.5125","0.5125","0.0","0.5125","0.5125","0.0","0.5125"
"cg01189638","7130","0.9149963091757342","0.9149963091757342","0.0","0.9149963091757342","0.9149963091757342","0.9149963091757342","0.9149963091757342"
"cg01207481","51186","0.4175","0.0","0.0","0.4175","0.4175","0.0","0.4175"
"cg01219065","2098","nan","nan","nan","nan","nan","0.0","0.0"
"cg01223400","4245","nan","nan","nan","nan","0.0","nan","0.0"
"cg01240229","6638","nan","nan","nan","0.0","nan","nan","0.0"
"cg01305625","8572","0.0","0.03200140972607659","0.0","0.03200140972607659","0.03200140972607659","0.03200140972607659","0.03200140972607659"
"cg01312194","55766","0.0","nan","nan","0.0","nan","0.0","0.0"
"cg01329434","8572","0.0","0.03200140972607659","0.0","0.03200140972607659","0.03200140972607659","0.03200140972607659","0.03200140972607659"
"cg01336855","56999","0.0492","0.0","0.0492","0.0492","0.0492","0.0","0.0492"
"cg01342981","2995","0.5969758988045732","0.5969758988045732","0.0","0.5969758988045732","0.5969758988045732","0.5969758988045732","0.5969758988045732"
"cg01347957","3959","nan","nan","0.0","nan","nan","nan","0.0"
"cg01349691","23022","0.0","0.8766666666666667","0.8766666666666667","0.8766666666666667","0.8766666666666667","0.0","0.8766666666666667"
"cg01362515","3872","0.0","0.7155623912165989","0.7155623912165989","0.7155623912165989","0.7155623912165989","0.7155623912165989","0.7155623912165989"
"cg01382181","3108","nan","nan","nan","nan","0.0","nan","0.0"
"cg01406864","5764","0.08333333333333333","0.08333333333333333","0.0","0.08333333333333333","0.08333333333333333","0.08333333333333333","0.08333333333333333"
"cg01408817","5349","0.0","0.6161755028680032","0.6161755028680032","0.0","0.6161755028680032","0.6161755028680032","0.6161755028680032"
"cg01411912","6275","0.8914285714285715","0.8914285714285715","0.0","0.8914285714285715","0.0","0.0","0.8914285714285715"
"cg01424460","56999","0.0492","0.0","0.0492","0.0492","0.0492","0.0","0.0492"
"cg01434783","10252","0.028888888888888888","0.0","0.028888888888888888","0.028888888888888888","0.028888888888888888","0.028888888888888888","0.028888888888888888"
"cg01466741","9555","nan","nan","nan","nan","0.0","nan","0.0"
"cg01483653","2217","nan","0.0","0.0","nan","0.0","nan","0.0"
"cg01493740","2697","0.41","0.0","0.41","0.41","0.41","0.41","0.41"
"cg01510903","3875","0.0","0.31625","0.31625","0.0","0.31625","0.31625","0.31625"
"cg01528792","687","0.47","0.47","0.47","0.47","0.47","0.0","0.47"
"cg01539849","6688","0.6975","0.6975","0.6975","0.6975","0.0","0.6975","0.6975"
"cg01542023","26471","0.0","0.7710404384812783","0.7710404384812783","0.0","0.7710404384812783","0.0","0.7710404384812783"
"cg01550148","9555","nan","nan","nan","nan","0.0","nan","0.0"
"cg01555431","9590","0.6576617356201644","0.6576617356201644","0.0","0.6576617356201644","0.6576617356201644","0.0","0.6576617356201644"
"cg01564661","1397","0.8858333333333334","0.0","0.8858333333333334","0.8858333333333334","0.8858333333333334","0.8858333333333334","0.8858333333333334"
"cg01577745","27018","nan","nan","nan","0.0","nan","nan","0.0"
"cg01580568","3914","0.0","0.6380300959605266","0.6380300959605266","0.6380300959605266","0.6380300959605266","0.6380300959605266","0.6380300959605266"
"cg01585758","7341","nan","0.0","nan","0.0","nan","nan","0.0"
"cg01594685","9235","0.8633333333333333","0.8633333333333333","0.0","0.8633333333333333","0.8633333333333333","0.8633333333333333","0.8633333333333333"
"cg01601628","972","0.24037954358207297","0.0","0.24037954358207297","0.24037954358207297","0.0","0.24037954358207297","0.24037954358207297"
"cg01610636","83483","0.67","0.0","0.67","0.67","0.67","0.67","0.67"
"cg01612095","1535","nan","nan","nan","nan","0.0","nan","0.0"
"cg01620308","5621","nan","nan","0.0","nan","nan","nan","0.0"
"cg01620570","5376","0.6086609214368442","0.0","0.0","0.6086609214368442","0.6086609214368442","0.6086609214368442","0.6086609214368442"
"cg01623438","1522","0.4261904761904762","0.4261904761904762","0.4261904761904762","0.4261904761904762","0.0","0.4261904761904762","0.4261904761904762"
"cg01635742","56999","0.0492","0.0","0.0492","0.0492","0.0492","0.0","0.0492"
"cg01649647","10398","0.0","0.1652941176470588","0.1652941176470588","0.1652941176470588","0.1652941176470588","0.0","0.1652941176470588"
"cg01662455","83483","0.67","0.0","0.67","0.67","0.67","0.67","0.67"
"cg01663968","1522","0.4261904761904762","0.4261904761904762","0.4261904761904762","0.4261904761904762","0.0","0.4261904761904762","0.4261904761904762"
"cg01674119","199","0.6779539196068811","0.6779539196068811","0.6779539196068811","0.6779539196068811","0.0","0.6779539196068811","0.6779539196068811"
"cg01689641","1397","0.8858333333333334","0.0","0.8858333333333334","0.8858333333333334","0.8858333333333334","0.8858333333333334","0.8858333333333334"
"cg01704534","54502","0.684375","0.684375","0.684375","0.0","0.684375","0.684375","0.684375"
"cg01716680","2701","0.8876190476190476","0.8876190476190476","0.8876190476190476","0.8876190476190476","0.8876190476190476","0.0","0.8876190476190476"
"cg01730534","27101","nan","nan","nan","nan","0.0","nan","0.0"
"cg01745539","3119","0.06620392761324126","0.06620392761324126","0.06620392761324126","0.06620392761324126","0.0","0.06620392761324126","0.06620392761324126"
"cg01751605","5764","0.08333333333333333","0.08333333333333333","0.0","0.08333333333333333","0.08333333333333333","0.08333333333333333","0.08333333333333333"
"cg01754756","10974","0.6705169692134806","0.0","0.6705169692134806","0.0","0.6705169692134806","0.0","0.6705169692134806"
"cg01770232","3569","0.1701842557021957","0.1701842557021957","0.0","0.1701842557021957","0.1701842557021957","0.1701842557021957","0.1701842557021957"
"cg01773518","714","0.8866666666666667","0.8866666666666667","0.8866666666666667","0.8866666666666667","0.0","0.8866666666666667","0.8866666666666667"
"cg01779076","8837","0.7805555555555556","0.0","0.7805555555555556","0.7805555555555556","0.0","0.7805555555555556","0.7805555555555556"
"cg01781745","687","0.47","0.47","0.47","0.47","0.47","0.0","0.47"
"cg01782709","3108","nan","nan","nan","nan","0.0","nan","0.0"
"cg01786704","6638","nan","nan","nan","0.0","nan","nan","0.0"
"cg01795122","2014","nan","nan","0.0","nan","0.0","nan","0.0"
"cg01802117","6342","nan","nan","nan","0.0","nan","nan","0.0"
"cg01803679","26471","0.0","0.7710404384812783","0.7710404384812783","0.0","0.7710404384812783","0.0","0.7710404384812783"
"cg01804934","3113","0.1968861997488558","0.0","0.1968861997488558","0.1968861997488558","0.0","0.1968861997488558","0.1968861997488558"
"cg01809214","3872","0.0","0.7155623912165989","0.7155623912165989","0.7155623912165989","0.7155623912165989","0.7155623912165989","0.7155623912165989"
"cg01821018","4070","0.0","0.29266189749056304","0.29266189749056304","0.0","0.29266189749056304","0.29266189749056304","0.29266189749056304"
"cg01835489","3856","0.0","0.6143809138531653","0.6143809138531653","0.0","0.6143809138531653","0.6143809138531653","0.6143809138531653"
"cg01835506","2995","0.5969758988045732","0.5969758988045732","0.0","0.5969758988045732","0.5969758988045732","0.5969758988045732","0.5969758988045732"
"cg01835695","4245","nan","nan","nan","nan","0.0","nan","0.0"
"cg01849198","347735","0.81","0.81","0.81","0.0","0.81","0.81","0.81"
"cg01874869","9555","nan","nan","nan","nan","0.0","nan","0.0"
"cg01889448","3119","0.06620392761324126","0.06620392761324126","0.06620392761324126","0.06620392761324126","0.0","0.06620392761324126","0.06620392761324126"
"cg01889897","9556","0.0","nan","nan","0.0","0.0","nan","0.0"
"cg01895992","9590","0.6576617356201644","0.6576617356201644","0.0","0.6576617356201644","0.6576617356201644","0.0","0.6576617356201644"
"cg01910638","3108","nan","nan","nan","nan","0.0","nan","0.0"
"cg01914107","23022","0.0","0.8766666666666667","0.8766666666666667","0.8766666666666667","0.8766666666666667","0.0","0.8766666666666667"
"cg01923775","23022","0.0","0.8766666666666667","0.8766666666666667","0.8766666666666667","0.8766666666666667","0.0","0.8766666666666667"
"cg01942558","7130","0.9149963091757342","0.9149963091757342","0.0","0.9149963091757342","0.9149963091757342","0.9149963091757342","0.9149963091757342"
"cg01967073","7378","nan","0.0","nan","nan","0.0","nan","0.0"
"cg01974138","7130","0.9149963091757342","0.9149963091757342","0.0","0.9149963091757342","0.9149963091757342","0.9149963091757342","0.9149963091757342"
"cg01974715","558","0.02","0.02","0.0","0.02","0.02","0.0","0.02"
"cg01991743","3115","0.37525694306935975","0.0","0.37525694306935975","0.37525694306935975","0.0","0.37525694306935975","0.37525694306935975"
"cg02006203","7378","nan","0.0","nan","nan","0.0","nan","0.0"
"cg02013148","25937","0.566392560112367","0.0","0.566392560112367","0.566392560112367","0.566392560112367","0.566392560112367","0.566392560112367"
"cg02015582","3108","nan","nan","nan","nan","0.0","nan","0.0"
"cg02028402","3122","0.20331295829546508","0.0","0.20331295829546508","0.20331295829546508","0.0","0.20331295829546508","0.20331295829546508"
"cg02033258","8572","0.0","0.03200140972607659","0.0","0.03200140972607659","0.03200140972607659","0.03200140972607659","0.03200140972607659"
"cg02039815","5270","nan","nan","0.0","nan","nan","nan","0.0"
"cg02054792","2274","0.0","nan","nan","nan","nan","nan","0.0"
"cg02056062","25937","0.566392560112367","0.0","0.566392560112367","0.566392560112367","0.566392560112367","0.566392560112367","0.566392560112367"
"cg02066184","10551","0.875","0.875","0.875","0.0","0.875","0.875","0.875"
"cg02076020","1999","0.0","0.8700000000000001","0.8700000000000001","0.0","0.8700000000000001","0.8700000000000001","0.8700000000000001"
"cg02077256","5376","0.6086609214368442","0.0","0.0","0.6086609214368442","0.6086609214368442","0.6086609214368442","0.6086609214368442"
"cg02084834","8837","0.7805555555555556","0.0","0.7805555555555556","0.7805555555555556","0.0","0.7805555555555556","0.7805555555555556"
"cg02087931","800","0.9","0.9","0.0","0.0","0.9","0.0","0.9"
"cg02092790","25984","0.0","0.6949243561158165","0.6949243561158165","0.6949243561158165","0.6949243561158165","0.6949243561158165","0.6949243561158165"
"cg02134705","25937","0.566392560112367","0.0","0.566392560112367","0.566392560112367","0.566392560112367","0.566392560112367","0.566392560112367"
"cg02136460","10398","0.0","0.1652941176470588","0.1652941176470588","0.1652941176470588","0.1652941176470588","0.0","0.1652941176470588"
"cg02149446","728","0.5484525506732515","0.5484525506732515","0.5484525506732515","0.5484525506732515","0.0","0.5484525506732515","0.5484525506732515"
"cg02155796","1397","0.8858333333333334","0.0","0.8858333333333334","0.8858333333333334","0.8858333333333334","0.8858333333333334","0.8858333333333334"
"cg02171545","6638","nan","nan","nan","0.0","nan","nan","0.0"
"cg02197634","3115","0.37525694306935975","0.0","0.37525694306935975","0.37525694306935975","0.0","0.37525694306935975","0.37525694306935975"
"cg02199887","23022","0.0","0.8766666666666667","0.8766666666666667","0.8766666666666667","0.8766666666666667","0.0","0.8766666666666667"
"cg02234235","2274","0.0","nan","nan","nan","nan","nan","0.0"
"cg02246130","56999","0.0492","0.0","0.0492","0.0492","0.0492","0.0","0.0492"
"cg02278165","9167","nan","nan","nan","0.0","nan","nan","0.0"
"cg02286081","3115","0.37525694306935975","0.0","0.37525694306935975","0.37525694306935975","0.0","0.37525694306935975","0.37525694306935975"
"cg02291020","311","0.16153846153846155","0.16153846153846155","0.16153846153846155","0.0","0.16153846153846155","0.16153846153846155","0.16153846153846155"
"cg02305723","6638","nan","nan","nan","0.0","nan","nan","0.0"
"cg02332117","6273","0.0","0.6087499999999999","0.6087499999999999","0.6087499999999999","0.6087499999999999","0.6087499999999999","0.6087499999999999"
"cg02334775","3669","0.88","0.0","0.88","0.88","0.88","0.88","0.88"
"cg02335517","3569","0.1701842557021957","0.1701842557021957","0.0","0.1701842557021957","0.1701842557021957","0.1701842557021957","0.1701842557021957"
"cg02360263","7803","nan","nan","0.0","nan","nan","nan","0.0"
"cg02372201","558","0.02","0.02","0.0","0.02","0.02","0.0","0.02"
"cg02382666","800","0.9","0.9","0.0","0.0","0.9","0.0","0.9"
"cg02399030","7378","nan","0.0","nan","nan","0.0","nan","0.0"
"cg02413285","5621","nan","nan","0.0","nan","nan","nan","0.0"
"cg02416424","3880","0.0","0.20214285714285715","0.20214285714285715","0.0","0.20214285714285715","0.20214285714285715","0.20214285714285715"
"cg02445447","2274","0.0","nan","nan","nan","nan","nan","0.0"
"cg02447462","1675","0.5968421921321027","0.5968421921321027","0.0","0.5968421921321027","0.5968421921321027","0.5968421921321027","0.5968421921321027"
"cg02480522","4258","0.0","0.0","0.30666666666666664","0.30666666666666664","0.30666666666666664","0.30666666666666664","0.30666666666666664"
"cg02480666","2701","0.8876190476190476","0.8876190476190476","0.8876190476190476","0.8876190476190476","0.8876190476190476","0.0","0.8876190476190476"
"cg02484352","8572","0.0","0.03200140972607659","0.0","0.03200140972607659","0.03200140972607659","0.03200140972607659","0.03200140972607659"
"cg02513026","23022","0.0","0.8766666666666667","0.8766666666666667","0.8766666666666667","0.8766666666666667","0.0","0.8766666666666667"
"cg02516134","800","0.9","0.9","0.0","0.0","0.9","0.0","0.9"
"cg02520020","710","0.75","0.75","0.0","0.75","0.75","0.0","0.75"
"cg02534744","1675","0.5968421921321027","0.5968421921321027","0.0","0.5968421921321027","0.5968421921321027","0.5968421921321027","0.5968421921321027"
"cg02558476","124220","0.5086772680757186","0.5086772680757186","0.5086772680757186","0.0","0.5086772680757186","0.5086772680757186","0.5086772680757186"
"cg02563156","2274","0.0","nan","nan","nan","nan","nan","0.0"
"cg02580095","2697","0.41","0.0","0.41","0.41","0.41","0.41","0.41"
"cg02586212","5996","0.880980164152612","0.880980164152612","0.880980164152612","0.880980164152612","0.0","0.880980164152612","0.880980164152612"
"cg02592124","7341","nan","0.0","nan","0.0","nan","nan","0.0"
"cg02595834","23022","0.0","0.8766666666666667","0.8766666666666667","0.8766666666666667","0.8766666666666667","0.0","0.8766666666666667"
"cg02614129","9555","nan","nan","nan","nan","0.0","nan","0.0"
"cg02633817","5349","0.0","0.6161755028680032","0.6161755028680032","0.0","0.6161755028680032","0.6161755028680032","0.6161755028680032"
"cg02638691","50486","0.024880952380952382","0.024880952380952382","0.0","0.024880952380952382","0.0","0.024880952380952382","0.024880952380952382"
