"probeID","EID","EC","Epi_basal","Epi_stratified","Epi_suprabasal","Epi_upper","Fib","Gland","IC","weight"
"cg00463732","3682","0.9175","0.9175","0.9175","0.0","0.9175","0.9175","0.9175","0.9175","0.9175"
"cg00467652","8692","0.0","0.878","0.878","0.878","0.878","0.878","0.878","0.878","0.878"
"cg00480698","27111","0.7744151646886404","0.7744151646886404","0.7744151646886404","0.7744151646886404","0.0","0.7744151646886404","0.7744151646886404","0.7744151646886404","0.7744151646886404"
"cg00485707","3669","0.88","0.88","0.88","0.88","0.0","0.88","0.88","0.88","0.88"
"cg00492873","2707","0.7929772561885285","0.7929772561885285","0.7929772561885285","0.0","0.7929772561885285","0.7929772561885285","0.7929772561885285","0.7929772561885285","0.7929772561885285"
"cg00498024","374907","0.7","0.7","0.7","0.7","0.0","0.7","0.7","0.7","0.7"
"cg00498401","2125","0.7355827996552953","0.7355827996552953","0.7355827996552953","0.7355827996552953","0.0","0.7355827996552953","0.7355827996552953","0.7355827996552953","0.7355827996552953"
"cg00511464","54502","0.684375","0.684375","0.684375","0.684375","0.0","0.684375","0.684375","0.684375","0.684375"
"cg00512404","397","0.94","0.94","0.94","0.94","0.94","0.94","0.94","0.0","0.94"
"cg00516678","358","0.0","0.557120275326885","0.557120275326885","0.557120275326885","0.557120275326885","0.557120275326885","0.557120275326885","0.557120275326885","0.557120275326885"
"cg00528492","3122","0.0","0.203312958295465","0.203312958295465","0.203312958295465","0.203312958295465","0.203312958295465","0.203312958295465","0.203312958295465","0.203312958295465"
"cg00539261","84958","0.3214019591895356","0.3214019591895356","0.0","0.0","0.3214019591895356","0.3214019591895356","0.3214019591895356","0.3214019591895356","0.3214019591895356"
"cg00566759","1824","0.113171771053573","0.113171771053573","0.0","0.113171771053573","0.0","0.113171771053573","0.113171771053573","0.113171771053573","0.113171771053573"
"cg00570906","3115","0.0","0.3752569430693597","0.3752569430693597","0.3752569430693597","0.3752569430693597","0.3752569430693597","0.3752569430693597","0.3752569430693597","0.3752569430693597"
"cg00575896","8692","0.0","0.878","0.878","0.878","0.878","0.878","0.878","0.878","0.878"
"cg00576267","10158","0.5845744513343986","0.5845744513343986","0.0","0.5845744513343986","0.0","0.5845744513343986","0.5845744513343986","0.5845744513343986","0.5845744513343986"
"cg00585116","8000","0.6084291502812684","0.6084291502812684","0.6084291502812684","0.6084291502812684","0.0","0.6084291502812684","0.6084291502812684","0.6084291502812684","0.6084291502812684"
"cg00590152","2125","0.7355827996552953","0.7355827996552953","0.7355827996552953","0.7355827996552953","0.0","0.7355827996552953","0.7355827996552953","0.7355827996552953","0.7355827996552953"
"cg00590670","3488","0.5125","0.5125","0.5125","0.5125","0.5125","0.0","0.5125","0.5125","0.5125"
"cg00608605","23564","0.035378180641","0.035378180641","0.035378180641","0.035378180641","0.035378180641","0.0","0.0","0.035378180641","0.035378180641"
"cg00622010","358","0.0","0.557120275326885","0.557120275326885","0.557120275326885","0.557120275326885","0.557120275326885","0.557120275326885","0.557120275326885","0.557120275326885"
"cg00625776","3856","0.6143809138531653","0.0","0.6143809138531653","0.0","0.6143809138531653","0.6143809138531653","0.0","0.6143809138531653","0.6143809138531653"
"cg00630020","27111","0.7744151646886404","0.7744151646886404","0.7744151646886404","0.7744151646886404","0.0","0.7744151646886404","0.7744151646886404","0.7744151646886404","0.7744151646886404"
"cg00633736","5376","0.6086609214368442","0.6086609214368442","0.6086609214368442","0.6086609214368442","0.6086609214368442","0.0","0.6086609214368442","0.6086609214368442","0.6086609214368442"
"cg00635382","57152","0.6585733265531799","0.6585733265531799","0.0","0.6585733265531799","0.0","0.6585733265531799","0.6585733265531799","0.6585733265531799","0.6585733265531799"
"cg00648558","2709","0.6158499312259635","0.6158499312259635","0.0","0.6158499312259635","0.6158499312259635","0.6158499312259635","0.6158499312259635","0.6158499312259635","0.6158499312259635"
"cg00653387","5764","0.0833333333333333","0.0","0.0","0.0","0.0833333333333333","0.0833333333333333","0.0833333333333333","0.0833333333333333","0.0833333333333333"
"cg00669856","10252","0.0","0.0288888888888888","0.0288888888888888","0.0288888888888888","0.0288888888888888","0.0288888888888888","0.0288888888888888","0.0288888888888888","0.0288888888888888"
"cg00674043","5275","0.8966490371164719","0.8966490371164719","0.0","0.8966490371164719","0.0","0.8966490371164719","0.8966490371164719","0.8966490371164719","0.8966490371164719"
"cg00674428","1292","0.1408949229746017","0.1408949229746017","0.1408949229746017","0.1408949229746017","0.1408949229746017","0.0","0.1408949229746017","0.1408949229746017","0.1408949229746017"
"cg00684283","1397","0.0","0.8858333333333334","0.8858333333333334","0.8858333333333334","0.0","0.8858333333333334","0.8858333333333334","0.8858333333333334","0.8858333333333334"
"cg00691266","2125","0.7355827996552953","0.7355827996552953","0.7355827996552953","0.7355827996552953","0.0","0.7355827996552953","0.7355827996552953","0.7355827996552953","0.7355827996552953"
"cg00698688","6820","0.6742857142857143","0.6742857142857143","0.0","0.6742857142857143","0.0","0.6742857142857143","0.6742857142857143","0.6742857142857143","0.6742857142857143"
"cg00699901","64063","0.0997897688256844","0.0997897688256844","0.0997897688256844","0.0997897688256844","0.0","0.0997897688256844","0.0997897688256844","0.0997897688256844","0.0997897688256844"
"cg00700214","2327","0.675","0.675","0.675","0.675","0.0","0.675","0.675","0.675","0.675"
"cg00705808","6423","0.02","0.02","0.02","0.02","0.02","0.0","0.02","0.02","0.02"
"cg00714713","2125","0.7355827996552953","0.7355827996552953","0.7355827996552953","0.7355827996552953","0.0","0.7355827996552953","0.7355827996552953","0.7355827996552953","0.7355827996552953"
"cg00715925","3488","0.5125","0.5125","0.5125","0.5125","0.5125","0.0","0.5125","0.5125","0.5125"
"cg00732166","54502","0.684375","0.684375","0.684375","0.684375","0.0","0.684375","0.684375","0.684375","0.684375"
"cg00750366","3115","0.0","0.3752569430693597","0.3752569430693597","0.3752569430693597","0.3752569430693597","0.3752569430693597","0.3752569430693597","0.3752569430693597","0.3752569430693597"
"cg00756734","6820","0.6742857142857143","0.6742857142857143","0.0","0.6742857142857143","0.0","0.6742857142857143","0.6742857142857143","0.6742857142857143","0.6742857142857143"
"cg00759254","84958","0.3214019591895356","0.3214019591895356","0.0","0.0","0.3214019591895356","0.3214019591895356","0.3214019591895356","0.3214019591895356","0.3214019591895356"
"cg00771217","9407","0.9591209783912223","0.9591209783912223","0.9591209783912223","0.9591209783912223","0.0","0.9591209783912223","0.9591209783912223","0.9591209783912223","0.9591209783912223"
"cg00777079","5176","0.7419971136334578","0.7419971136334578","0.7419971136334578","0.7419971136334578","0.7419971136334578","0.0","0.7419971136334578","0.7419971136334578","0.7419971136334578"
"cg00779797","824","0.9067800212305476","0.9067800212305476","0.9067800212305476","0.9067800212305476","0.0","0.9067800212305476","0.9067800212305476","0.9067800212305476","0.9067800212305476"
"cg00784581","978","0.475","0.475","0.475","0.475","0.0","0.475","0.475","0.475","0.475"
"cg00792251","824","0.9067800212305476","0.9067800212305476","0.9067800212305476","0.9067800212305476","0.0","0.9067800212305476","0.9067800212305476","0.9067800212305476","0.9067800212305476"
"cg00798281","3113","0.0","0.1968861997488558","0.1968861997488558","0.1968861997488558","0.1968861997488558","0.1968861997488558","0.1968861997488558","0.1968861997488558","0.1968861997488558"
"cg00800679","9982","0.4480932502865585","0.0","0.0","0.0","0.4480932502865585","0.4480932502865585","0.4480932502865585","0.4480932502865585","0.4480932502865585"
"cg00802478","54502","0.684375","0.684375","0.684375","0.684375","0.0","0.684375","0.684375","0.684375","0.684375"
"cg00811132","7122","0.0","0.8970095005763045","0.8970095005763045","0.8970095005763045","0.8970095005763045","0.8970095005763045","0.8970095005763045","0.8970095005763045","0.8970095005763045"
"cg00830735","5507","0.0226315789473684","0.0226315789473684","0.0226315789473684","0.0226315789473684","0.0","0.0226315789473684","0.0226315789473684","0.0226315789473684","0.0226315789473684"
"cg00840516","8692","0.0","0.878","0.878","0.878","0.878","0.878","0.878","0.878","0.878"
"cg00844277","5176","0.7419971136334578","0.7419971136334578","0.7419971136334578","0.7419971136334578","0.7419971136334578","0.0","0.7419971136334578","0.7419971136334578","0.7419971136334578"
"cg00851518","84958","0.3214019591895356","0.3214019591895356","0.0","0.0","0.3214019591895356","0.3214019591895356","0.3214019591895356","0.3214019591895356","0.3214019591895356"
"cg00854314","3669","0.88","0.88","0.88","0.88","0.0","0.88","0.88","0.88","0.88"
"cg00882832","10252","0.0","0.0288888888888888","0.0288888888888888","0.0288888888888888","0.0288888888888888","0.0288888888888888","0.0288888888888888","0.0288888888888888","0.0288888888888888"
"cg00906130","3248","0.0466666666666666","0.0466666666666666","0.0466666666666666","0.0466666666666666","0.0","0.0466666666666666","0.0466666666666666","0.0466666666666666","0.0466666666666666"
"cg00922841","6698","0.8286254167017231","0.8286254167017231","0.8286254167017231","0.8286254167017231","0.0","0.8286254167017231","0.8286254167017231","0.8286254167017231","0.8286254167017231"
"cg00929658","1292","0.1408949229746017","0.1408949229746017","0.1408949229746017","0.1408949229746017","0.1408949229746017","0.0","0.1408949229746017","0.1408949229746017","0.1408949229746017"
"cg00941576","23564","0.035378180641","0.035378180641","0.035378180641","0.035378180641","0.035378180641","0.0","0.0","0.035378180641","0.035378180641"
"cg00944388","64063","0.0997897688256844","0.0997897688256844","0.0997897688256844","0.0997897688256844","0.0","0.0997897688256844","0.0997897688256844","0.0997897688256844","0.0997897688256844"
"cg00983732","311","0.1615384615384615","0.1615384615384615","0.0","0.1615384615384615","0.0","0.1615384615384615","0.1615384615384615","0.1615384615384615","0.1615384615384615"
"cg00984967","2752","0.7249970237586538","0.0","0.7249970237586538","0.0","0.7249970237586538","0.0","0.0","0.7249970237586538","0.7249970237586538"
"cg01013054","2125","0.7355827996552953","0.7355827996552953","0.7355827996552953","0.7355827996552953","0.0","0.7355827996552953","0.7355827996552953","0.7355827996552953","0.7355827996552953"
"cg01017197","282991","0.1497848177421901","0.1497848177421901","0.1497848177421901","0.0","0.1497848177421901","0.1497848177421901","0.1497848177421901","0.1497848177421901","0.1497848177421901"
"cg01029592","6665","0.6300499582288808","0.6300499582288808","0.6300499582288808","0.0","0.6300499582288808","0.6300499582288808","0.6300499582288808","0.6300499582288808","0.6300499582288808"
"cg01032675","2769","0.6934752905722619","0.6934752905722619","0.6934752905722619","0.6934752905722619","0.0","0.6934752905722619","0.6934752905722619","0.6934752905722619","0.6934752905722619"
"cg01043759","800","0.9","0.9","0.9","0.9","0.9","0.0","0.9","0.9","0.9"
"cg01056135","5275","0.8966490371164719","0.8966490371164719","0.0","0.8966490371164719","0.0","0.8966490371164719","0.8966490371164719","0.8966490371164719","0.8966490371164719"
"cg01059100","29108","0.0728021978021978","0.0","0.0728021978021978","0.0","0.0728021978021978","0.0728021978021978","0.0728021978021978","0.0728021978021978","0.0728021978021978"
"cg01059398","8743","0.1670395195736511","0.1670395195736511","0.1670395195736511","0.1670395195736511","0.0","0.1670395195736511","0.0","0.1670395195736511","0.1670395195736511"
"cg01066220","23564","0.035378180641","0.035378180641","0.035378180641","0.035378180641","0.035378180641","0.0","0.0","0.035378180641","0.035378180641"
"cg01074365","64787","0.0638095238095238","0.0638095238095238","0.0638095238095238","0.0638095238095238","0.0","0.0638095238095238","0.0638095238095238","0.0638095238095238","0.0638095238095238"
"cg01074797","10158","0.5845744513343986","0.5845744513343986","0.0","0.5845744513343986","0.0","0.5845744513343986","0.5845744513343986","0.5845744513343986","0.5845744513343986"
"cg01077501","800","0.9","0.9","0.9","0.9","0.9","0.0","0.9","0.9","0.9"
"cg01084566","3248","0.0466666666666666","0.0466666666666666","0.0466666666666666","0.0466666666666666","0.0","0.0466666666666666","0.0466666666666666","0.0466666666666666","0.0466666666666666"
"cg01101472","54809","0.7849999999999999","0.7849999999999999","0.7849999999999999","0.7849999999999999","0.0","0.7849999999999999","0.7849999999999999","0.7849999999999999","0.7849999999999999"
"cg01123926","131177","0.8168757494906494","0.8168757494906494","0.8168757494906494","0.8168757494906494","0.0","0.8168757494906494","0.8168757494906494","0.8168757494906494","0.8168757494906494"
"cg01128511","54502","0.684375","0.684375","0.684375","0.684375","0.0","0.684375","0.684375","0.684375","0.684375"
"cg01132696","3115","0.0","0.3752569430693597","0.3752569430693597","0.3752569430693597","0.3752569430693597","0.3752569430693597","0.3752569430693597","0.3752569430693597","0.3752569430693597"
"cg01140143","3113","0.0","0.1968861997488558","0.1968861997488558","0.1968861997488558","0.1968861997488558","0.1968861997488558","0.1968861997488558","0.1968861997488558","0.1968861997488558"
"cg01151642","125","0.675","0.675","0.675","0.675","0.675","0.0","0.675","0.675","0.675"
"cg01167408","4072","0.0642857142857142","0.0642857142857142","0.0642857142857142","0.0642857142857142","0.0642857142857142","0.0642857142857142","0.0","0.0642857142857142","0.0642857142857142"
"cg01176823","3488","0.5125","0.5125","0.5125","0.5125","0.5125","0.0","0.5125","0.5125","0.5125"
"cg01189092","51316","0.7542532333477671","0.7542532333477671","0.7542532333477671","0.7542532333477671","0.0","0.7542532333477671","0.7542532333477671","0.7542532333477671","0.7542532333477671"
"cg01216308","92359","0.90125","0.90125","0.90125","0.90125","0.0","0.90125","0.90125","0.90125","0.90125"
"cg01260502","168537","0.0","0.7504331019515231","0.7504331019515231","0.7504331019515231","0.7504331019515231","0.7504331019515231","0.7504331019515231","0.7504331019515231","0.7504331019515231"
"cg01298731","6423","0.02","0.02","0.02","0.02","0.02","0.0","0.02","0.02","0.02"
"cg01305625","8572","0.0320014097260765","0.0320014097260765","0.0320014097260765","0.0320014097260765","0.0320014097260765","0.0320014097260765","0.0","0.0320014097260765","0.0320014097260765"
"cg01311227","6192","0.4235261319454279","0.4235261319454279","0.4235261319454279","0.0","0.4235261319454279","0.4235261319454279","0.4235261319454279","0.4235261319454279","0.4235261319454279"
"cg01329434","8572","0.0320014097260765","0.0320014097260765","0.0320014097260765","0.0320014097260765","0.0320014097260765","0.0320014097260765","0.0","0.0320014097260765","0.0320014097260765"
"cg01333788","2709","0.6158499312259635","0.6158499312259635","0.0","0.6158499312259635","0.6158499312259635","0.6158499312259635","0.6158499312259635","0.6158499312259635","0.6158499312259635"
"cg01349901","375791","0.6444968176702044","0.6444968176702044","0.0","0.6444968176702044","0.0","0.6444968176702044","0.6444968176702044","0.6444968176702044","0.6444968176702044"
"cg01362515","3872","0.7155623912165989","0.7155623912165989","0.7155623912165989","0.0","0.7155623912165989","0.7155623912165989","0.7155623912165989","0.7155623912165989","0.7155623912165989"
"cg01375382","6192","0.4235261319454279","0.4235261319454279","0.4235261319454279","0.0","0.4235261319454279","0.4235261319454279","0.4235261319454279","0.4235261319454279","0.4235261319454279"
"cg01379317","51316","0.7542532333477671","0.7542532333477671","0.7542532333477671","0.7542532333477671","0.0","0.7542532333477671","0.7542532333477671","0.7542532333477671","0.7542532333477671"
"cg01379480","23564","0.035378180641","0.035378180641","0.035378180641","0.035378180641","0.035378180641","0.0","0.0","0.035378180641","0.035378180641"
"cg01406864","5764","0.0833333333333333","0.0","0.0","0.0","0.0833333333333333","0.0833333333333333","0.0833333333333333","0.0833333333333333","0.0833333333333333"
"cg01411912","6275","0.8914285714285715","0.8914285714285715","0.8914285714285715","0.8914285714285715","0.8914285714285715","0.0","0.8914285714285715","0.0","0.8914285714285715"
"cg01419479","2752","0.7249970237586538","0.0","0.7249970237586538","0.0","0.7249970237586538","0.0","0.0","0.7249970237586538","0.7249970237586538"
"cg01434783","10252","0.0","0.0288888888888888","0.0288888888888888","0.0288888888888888","0.0288888888888888","0.0288888888888888","0.0288888888888888","0.0288888888888888","0.0288888888888888"
"cg01440350","2709","0.6158499312259635","0.6158499312259635","0.0","0.6158499312259635","0.6158499312259635","0.6158499312259635","0.6158499312259635","0.6158499312259635","0.6158499312259635"
"cg01444712","168537","0.0","0.7504331019515231","0.7504331019515231","0.7504331019515231","0.7504331019515231","0.7504331019515231","0.7504331019515231","0.7504331019515231","0.7504331019515231"
"cg01473187","7105","0.4866666666666666","0.4866666666666666","0.4866666666666666","0.4866666666666666","0.0","0.4866666666666666","0.4866666666666666","0.4866666666666666","0.4866666666666666"
"cg01500527","10457","0.91780441177638","0.0","0.91780441177638","0.91780441177638","0.91780441177638","0.0","0.91780441177638","0.91780441177638","0.91780441177638"
"cg01562552","11343","0.1170242656449553","0.1170242656449553","0.1170242656449553","0.1170242656449553","0.0","0.1170242656449553","0.1170242656449553","0.1170242656449553","0.1170242656449553"
"cg01564661","1397","0.0","0.8858333333333334","0.8858333333333334","0.8858333333333334","0.0","0.8858333333333334","0.8858333333333334","0.8858333333333334","0.8858333333333334"
"cg01566170","824","0.9067800212305476","0.9067800212305476","0.9067800212305476","0.9067800212305476","0.0","0.9067800212305476","0.9067800212305476","0.9067800212305476","0.9067800212305476"
"cg01566323","5652","0.4485575347825703","0.4485575347825703","0.4485575347825703","0.4485575347825703","0.0","0.4485575347825703","0.4485575347825703","0.4485575347825703","0.4485575347825703"
"cg01588464","2752","0.7249970237586538","0.0","0.7249970237586538","0.0","0.7249970237586538","0.0","0.0","0.7249970237586538","0.7249970237586538"
"cg01601628","972","0.0","0.2403795435820729","0.2403795435820729","0.2403795435820729","0.2403795435820729","0.2403795435820729","0.0","0.0","0.2403795435820729"
"cg01603118","5652","0.4485575347825703","0.4485575347825703","0.4485575347825703","0.4485575347825703","0.0","0.4485575347825703","0.4485575347825703","0.4485575347825703","0.4485575347825703"
"cg01603395","2709","0.6158499312259635","0.6158499312259635","0.0","0.6158499312259635","0.6158499312259635","0.6158499312259635","0.6158499312259635","0.6158499312259635","0.6158499312259635"
"cg01610636","83483","0.0","0.67","0.67","0.67","0.67","0.67","0.67","0.67","0.67"
"cg01611622","374897","0.76","0.76","0.0","0.76","0.0","0.76","0.76","0.76","0.76"
"cg01617018","79153","0.776","0.776","0.776","0.776","0.0","0.776","0.776","0.776","0.776"
"cg01620570","5376","0.6086609214368442","0.6086609214368442","0.6086609214368442","0.6086609214368442","0.6086609214368442","0.0","0.6086609214368442","0.6086609214368442","0.6086609214368442"
"cg01649647","10398","0.1652941176470588","0.1652941176470588","0.1652941176470588","0.1652941176470588","0.1652941176470588","0.0","0.1652941176470588","0.1652941176470588","0.1652941176470588"
"cg01662455","83483","0.0","0.67","0.67","0.67","0.67","0.67","0.67","0.67","0.67"
"cg01689641","1397","0.0","0.8858333333333334","0.8858333333333334","0.8858333333333334","0.0","0.8858333333333334","0.8858333333333334","0.8858333333333334","0.8858333333333334"
"cg01691696","1672","0.785","0.785","0.0","0.785","0.785","0.785","0.0","0.785","0.785"
"cg01704534","54502","0.684375","0.684375","0.684375","0.684375","0.0","0.684375","0.684375","0.684375","0.684375"
"cg01706943","5118","0.8916061148881612","0.8916061148881612","0.8916061148881612","0.8916061148881612","0.8916061148881612","0.0","0.8916061148881612","0.8916061148881612","0.8916061148881612"
"cg01708411","56901","0.0454545454545454","0.0454545454545454","0.0","0.0454545454545454","0.0","0.0454545454545454","0.0454545454545454","0.0454545454545454","0.0454545454545454"
"cg01751605","5764","0.0833333333333333","0.0","0.0","0.0","0.0833333333333333","0.0833333333333333","0.0833333333333333","0.0833333333333333","0.0833333333333333"
"cg01754267","56901","0.0454545454545454","0.0454545454545454","0.0","0.0454545454545454","0.0","0.0454545454545454","0.0454545454545454","0.0454545454545454","0.0454545454545454"
"cg01794156","11187","0.826395580375821","0.826395580375821","0.0","0.0","0.0","0.826395580375821","0.826395580375821","0.826395580375821","0.826395580375821"
"cg01804934","3113","0.0","0.1968861997488558","0.1968861997488558","0.1968861997488558","0.1968861997488558","0.1968861997488558","0.1968861997488558","0.1968861997488558","0.1968861997488558"
"cg01809214","3872","0.7155623912165989","0.7155623912165989","0.7155623912165989","0.0","0.7155623912165989","0.7155623912165989","0.7155623912165989","0.7155623912165989","0.7155623912165989"
"cg01820934","7850","0.92","0.0","0.92","0.92","0.92","0.92","0.92","0.92","0.92"
"cg01821854","6423","0.02","0.02","0.02","0.02","0.02","0.0","0.02","0.02","0.02"
"cg01827098","168537","0.0","0.7504331019515231","0.7504331019515231","0.7504331019515231","0.7504331019515231","0.7504331019515231","0.7504331019515231","0.7504331019515231","0.7504331019515231"
"cg01835489","3856","0.6143809138531653","0.0","0.6143809138531653","0.0","0.6143809138531653","0.6143809138531653","0.0","0.6143809138531653","0.6143809138531653"
"cg01849198","347735","0.81","0.81","0.81","0.81","0.0","0.81","0.81","0.81","0.81"
