CpG_ID,CD8T,CD4T,NK,Bcell,Mono,Neu
cg22494876,0.3964896656103675,0.7681970708176054,0.8809542523656005,0.8523537975084793,0.9458427540966275,0.9403167961460073
cg11322877,0.6965023844741243,0.5080474678008184,0.0720036430001968,0.12067562302884961,0.033198386325199926,0.034263027536901476
cg02780988,0.8960149282927131,0.9007985978739151,0.890711749941814,0.8017866294572232,0.07050732394250643,0.8874759872363913
cg16681873,0.2023893550237943,0.5200022989641448,0.7670452360711398,0.8265413574892028,0.8056222641156513,0.7690579098382536
cg10624395,0.9401395293190161,0.9207126400235934,0.9420655745300913,0.926080954780962,0.12214951441107139,0.936804169700758
cg22675702,0.9261704623199356,0.9160464443514602,0.9223091531817825,0.9004153685926417,0.07234926311111538,0.8810143136466804
cg01154505,0.7388849089317057,0.26801592561740295,0.9718147199438221,0.8476842771924955,0.9881256059094706,0.9873619059595834
cg22512531,0.06287583630153483,0.5321762173784014,0.4516127240391299,0.9449520363428676,0.9484844972298845,0.9376180622618173
cg00223867,0.6726362682764099,0.7351899821922895,0.12222668073354788,0.7945863331216807,0.8113468101298247,0.7275116267095001
cg24068972,0.528378063152769,0.25912737211010006,0.9084140508876553,0.8774462217719711,0.9137998062184972,0.9035702334250065
cg27485845,0.3254528224762938,0.7912931507748008,0.08181002262920378,0.16096209426510605,0.06435448609842943,0.32662283366197375
cg00421624,0.6080197119631828,0.8783394884516149,0.11387126083591961,0.4913476935690702,0.07597632155829881,0.06949973346747446
cg13441156,0.9225013341882022,0.9210226704514837,0.9131175765604024,0.9208308772048341,0.7765966701555904,0.12526849419372554
cg16235995,0.2318744963290325,0.6671957956665701,0.5652669656189685,0.9166371156854946,0.8982273865725532,0.8969039765824534
cg02304370,0.24684387264727597,0.2627140180523833,0.7256971588441441,0.9443919799389531,0.3939190598306537,0.4379653815418846
cg23244761,0.9816922069700282,0.9767330596925662,0.9769130923970734,0.9784347525460058,0.04618922285616293,0.9736206096026224
cg12669355,0.6589082006830016,0.3305081918205833,0.5771039270111252,0.8488285037520039,0.794289277246903,0.76670527290407
cg12996622,0.6631904992777121,0.7972555025075599,0.06672880006834953,0.8647876312645958,0.8786026091745404,0.8883799788144966
cg13142152,0.8162221818430959,0.42203133394065295,0.8909522304072163,0.8764160153707294,0.9128301432951849,0.8931282900051201
cg13852284,0.8552702056199044,0.8621058698621641,0.8805263895680174,0.9203932720384759,0.9057280673750929,0.07013801948685333
cg08441850,0.0641162017290495,0.06155765680833727,0.10346712609129145,0.06491643990289528,0.7702125253848149,0.7346659165426745
cg27510066,0.9074127773894215,0.9217003317738123,0.930509799500341,0.9206726436125137,0.8740571189908496,0.08280640438940925
cg14437551,0.048370173578032756,0.04826048719834512,0.09369819638992409,0.04089146498149993,0.9578476590763425,0.9444863244382621
cg13292607,0.8781928742421401,0.9001361294368709,0.13263951753490633,0.9237162743161784,0.9365571950006302,0.9127323888818843
cg25846372,0.9361773171780825,0.9278149106769542,0.2639398489694543,0.9295258795563457,0.9251902736440597,0.9040065407208071
cg23146741,0.8658941013192988,0.8933954437184949,0.9175921381162826,0.8198414471728311,0.05321245812224003,0.8393190678453136
cg27185510,0.6969631254055237,0.3481836727644867,0.9104770453257888,0.8124141934418515,0.9196955411388353,0.9151321982892247
cg04162316,0.8762553529592798,0.41606441204328,0.9582837651692696,0.9722167936526185,0.9721737732712187,0.958169255327013
cg03064100,0.4499605607571539,0.432909539880425,0.19939560860503444,0.48456157555108903,0.7429167345653429,0.9129015995521401
cg21228424,0.8470414206998366,0.9160813089435118,0.4277549244845068,0.9613904799580626,0.9560939704034258,0.9615690345189601
cg15823461,0.7560771016878072,0.8780638181021904,0.8102858485785345,0.038529383531674184,0.8689132688644826,0.8587406468065442
cg08653292,0.41762688811111215,0.21301480762631197,0.5942303835567648,0.0630339507800065,0.5891376021169965,0.933859498305897
cg13695076,0.4471069961260876,0.7388817581265731,0.08734902950531989,0.3445028869811512,0.07685190098502116,0.11493451339576038
cg17930505,0.8305206061399295,0.8455480963372168,0.8802305166689915,0.09033157861628814,0.894852286574381,0.9022609475989251
cg22017187,0.7665436546589148,0.7239140777602702,0.3612402315948699,0.8367320757449037,0.8681881928511669,0.8465770278973
cg01024962,0.9465152090673885,0.9349275903797867,0.8917942924804498,0.8068132773920873,0.09860461821212019,0.9064730900264841
cg04573845,0.6446272474016091,0.3933711732660322,0.786449373002013,0.8179242886411408,0.8300941558362434,0.7902501629381085
cg19430537,0.8187180748392757,0.6280086503797621,0.3664710981254023,0.4073517829935194,0.15540748216979838,0.15910869182568238
cg00208274,0.8901536062395896,0.5138383350680918,0.9489754305457685,0.9511927228671753,0.9586117674592749,0.9437629099058701
cg16412914,0.8683244716422537,0.888341488021781,0.3897024551778036,0.9196970618988127,0.907497854110018,0.8602936999917322
cg17851021,0.4897507866224989,0.9122489657175191,0.9022645451204483,0.9161036139339251,0.9272668536437356,0.8988594712550797
cg07386061,0.6581728230211042,0.7181963617285368,0.10186727551431184,0.6945127722040925,0.862218652548859,0.804613737254923
cg06366107,0.16503091418628602,0.4232870809861499,0.3466886035575046,0.06169170304875867,0.0952405816066174,0.09256568004491308
cg27405128,0.9519434831904766,0.9466847244552533,0.9238964934198722,0.9483742650575266,0.2297589565077704,0.7298818076939212
cg18881723,0.18802996426799726,0.04530446749737152,0.7053205073070752,0.04275973639399216,0.03690059636104965,0.049368490234102225
cg26737223,0.49561951107508434,0.7299813905489696,0.3239733280372459,0.03358256876277771,0.16017458593126999,0.04378802558819035
cg14976569,0.955223568531792,0.9463680681467133,0.9366565427353851,0.9476941387679212,0.10558729315515142,0.6642631648246574
cg26326621,0.8833069397765082,0.8724699366470259,0.8851825712266785,0.830052957529186,0.10674060306576405,0.8294066956814657
cg25170017,0.05950884097084901,0.07169861203090623,0.44035819408901744,0.5281760587542825,0.9410561827968714,0.7623451800034962
cg08091050,0.9359907955118936,0.9301361492250892,0.911044215713022,0.9134892903750709,0.8774147655156799,0.16803031583233904
cg25739938,0.9540533928008837,0.950222828421489,0.9349230558390162,0.9498708547792593,0.9402964253810748,0.05086587430915362
cg25618573,0.455015773731961,0.29018065439681584,0.080143716729829,0.030999358580376918,0.017320762418530183,0.01760648664074133
cg02324835,0.07289746266662953,0.3547488754656914,0.8015559461808509,0.9195393761180252,0.9226287575442174,0.9161471096636099
cg08538581,0.9421207371856489,0.9345512770632537,0.936518032667223,0.7758516390517539,0.06156285557766472,0.6856574649490552
cg26318872,0.9447566256920347,0.9398359346404216,0.935865549941554,0.10695274803076607,0.9474612649433338,0.9367909460670585
cg13500113,0.7386319017236883,0.4503179875951554,0.8555405039821148,0.866133097392759,0.8647634676491922,0.8792230622552386
cg12855331,0.9299110836542934,0.9202699381102665,0.28751055982582135,0.9269827526449796,0.9078455355679329,0.886003523401685
cg19829001,0.8331996804131067,0.5027831554793191,0.8886061359130906,0.9450009878989264,0.8490884653556668,0.7817306237935183
cg13485718,0.8827238479244086,0.61115712770994,0.5108155374086647,0.3806960910294578,0.2760265569699962,0.2584720124728575
cg13356455,0.8998510451912136,0.9015842471756335,0.912955399614424,0.038974742340030906,0.9009640514703022,0.9097578544706573
cg13543915,0.3370780541338136,0.7559920645374237,0.803548954741089,0.8232170762480833,0.8397952955633611,0.8372200782376522
cg02598071,0.3082731104974973,0.5991523841668148,0.8232433971640718,0.8945192751620544,0.8713190582460302,0.8590020642213259
cg17373759,0.9191446559369578,0.7169545001502506,0.714673439704112,0.6711054221913204,0.5421541587055263,0.6170462895942045
cg03533256,0.7740709333330804,0.784742396380225,0.8639626077150291,0.8597940844084412,0.06166499939493462,0.6791083474659454
cg01868869,0.9423069849271684,0.9319763014453738,0.9297432616091933,0.12017169011397763,0.930092685213006,0.9187378431952055
cg05325633,0.7060420429454906,0.4762760176071239,0.9043959856377981,0.8995197250583347,0.9323830349069946,0.9234563306401308
cg11743000,0.9118254455365985,0.933982617286824,0.32572885633179793,0.9153347173180518,0.9473803563529097,0.9305104275797053
cg23428192,0.9028143235637266,0.9017619664978345,0.43464367282091015,0.9195337459647284,0.9210717683910753,0.8920961395475999
cg14426428,0.058178142740496416,0.04909956438792254,0.463049423292239,0.03881135209383183,0.04892231945477723,0.044210643057298805
cg07213487,0.9489958830614077,0.9362587796154498,0.9241518238911953,0.6766319400169754,0.16084243875449697,0.9397028415843136
cg00356916,0.8552228647105826,0.516164749094394,0.8877743724810947,0.9017005495832942,0.9202618169795768,0.9002709574033098
cg07165105,0.8574140904480863,0.9179304498243642,0.44780626307022875,0.9497878717699455,0.9491786627985561,0.9375783624026229
cg00372886,0.9024657959326636,0.8985709452372068,0.9069002643063825,0.8844023425614603,0.32042983047851237,0.919093700936362
cg00910503,0.9830896891777773,0.9750730769264097,0.48847513785761537,0.924412279491866,0.9787925485980777,0.9764630922557364
cg08253808,0.9569476188677588,0.9546203440818347,0.9470375515844783,0.9407227909072421,0.8188316106926796,0.04321151802562803
cg17332306,0.5543868305868445,0.28113559536455185,0.17814449037483493,0.17519704281528015,0.03879276457212047,0.03555065580536229
cg22898082,0.06252153922761298,0.06282937244055217,0.19885575297330998,0.46228425707869975,0.7687290619898792,0.632128253600871
cg17635080,0.09008342289423195,0.3114261278699168,0.09110354310698852,0.04519060042147158,0.5839216681205934,0.49289103108494914
cg15234492,0.7308247178323345,0.4523031952694109,0.38076842440650316,0.4928916269743672,0.21888599368877576,0.22808732879353077
cg18184053,0.8826866098915097,0.9014788556682501,0.8334920731926121,0.027091849244675233,0.8901792671271003,0.8730216069330375
cg05828925,0.19245525440148356,0.034611123934935914,0.44812371389385813,0.19445881434910833,0.08426679212729468,0.13706166357355754
cg01059398,0.46740306719629443,0.1899344516459283,0.4404297680722553,0.8631895777412648,0.31636834942600844,0.5392139122987281
cg23325335,0.28272389313861035,0.6548664868682481,0.6108804061651378,0.7703307753423496,0.8154501883648255,0.7507173305591235
cg00259518,0.8511538011770728,0.9089750074515761,0.3496713247766619,0.7242959188616067,0.8841870733498736,0.8317470621463207
cg20367218,0.5614546315442904,0.9337990879191356,0.9390404602100006,0.9318618216228681,0.9522177355618358,0.9418543791763583
cg11014468,0.9502658946821245,0.9453590722920323,0.9363995084568406,0.9514393495803107,0.9441239326568109,0.1329612747920141
cg02400146,0.9451760208257027,0.9440191077411857,0.5387869174044925,0.9554808531837246,0.9506362140733622,0.9419769840303933
cg20610950,0.9623687730113161,0.9531589470104612,0.955416650328824,0.9581479144333295,0.05536866897363962,0.6402595248661793
cg12609063,0.052811501318723704,0.07146061210219479,0.04922008067387322,0.3657672939854821,0.8991069986454161,0.6251702941028737
cg15821562,0.13218403498381776,0.23363676759751104,0.12190029226026296,0.7814888789364399,0.5468694030556538,0.08429794490208298
cg19619956,0.9180159590334479,0.9095425870721451,0.9011323914902186,0.924167773579552,0.900808383971506,0.20256167509310816
cg06493289,0.7913427987100667,0.839262794576168,0.4671849127592038,0.8853307348173702,0.9256700150897903,0.9290991131529932
cg10480329,0.9590466755459455,0.9543316154430813,0.9543492005306005,0.9494571908204272,0.06842707423022631,0.8892015559408564
cg02244028,0.944285681928151,0.937671728244834,0.9264896091151608,0.9407748343021252,0.12086519062497045,0.8963477651879408
cg11930955,0.19462492731877565,0.09409582543030412,0.6374997230856605,0.2257954987110373,0.24978811911584503,0.3324327193178679
cg07106737,0.8825825883774552,0.8567100523314559,0.4628753868070955,0.8864294881882078,0.8866084972416567,0.8560552861429305
cg18661868,0.4378165432421909,0.3148106415584211,0.06719249885198188,0.07196325453744593,0.0385414679036342,0.0416972045511346
cg24088496,0.3589792429553825,0.2131478671455068,0.8378553425045765,0.39758901114401873,0.25616993301803226,0.4258341196372949
cg11088051,0.3306727709345691,0.054836934143836266,0.4339107652781723,0.5314224470409434,0.41044324853738623,0.36171379536603915
cg19235307,0.5392897012136132,0.1296922123352273,0.6101248757292808,0.6975633243459389,0.49722229302303006,0.44147802628901534
cg19513582,0.8477090160180464,0.9218641712807596,0.823867272951119,0.9389002850588646,0.9380860024145872,0.15325921154939795
cg24737761,0.9280580731220963,0.9337406476996087,0.893199010232033,0.9392189360963266,0.8580126640235519,0.10554777044248026
cg21982420,0.870976922898752,0.8729780894872463,0.4773175254220273,0.8877953738176096,0.7855839623789295,0.8452354270519241
cg26609120,0.33936626501496564,0.38861591567056425,0.33630724012142843,0.020325316100178546,0.0364325655082476,0.6455154004077435
cg08426200,0.3457427588968677,0.11543642130683442,0.4606181898749816,0.52863360901626,0.5510005996228071,0.483658842515576
cg19933595,0.2296816689066905,0.5753860638073102,0.10654864315256075,0.05735621865712014,0.024279923121569482,0.028350558350998672
cg19408207,0.4511276996696917,0.16864608306692896,0.8333809164457288,0.8563336016025404,0.855918094406398,0.8387988249801233
cg26986871,0.02912184869706169,0.5892766737122693,0.03517892422938231,0.09753949425613681,0.03035527097001524,0.03066219677643206
cg11739148,0.4083795613461077,0.5517431540540713,0.6135558112311532,0.7425772297828489,0.8367721940140249,0.8161025383030669
cg04664897,0.8677535430999932,0.8722234757385409,0.8708318164237021,0.6049201755341316,0.04496337739774033,0.6758953558971829
cg02758236,0.5781680624947928,0.30965966577166276,0.20192120453200868,0.05130087674836329,0.03230582424292945,0.03178931705037216
cg19037107,0.9411319334769539,0.9479876045455153,0.9389098738699114,0.9555217582388558,0.9179334740168844,0.04938069239563622
cg15169266,0.8822835401321694,0.8813694404775102,0.9041574460183137,0.9113466822823804,0.8596806670945613,0.18353710879334875
cg25593631,0.3814478385290876,0.670309320067934,0.7058490268506247,0.6806284691591165,0.7008205173450418,0.6874579504890099
cg13178361,0.9432289456033008,0.9401495774667364,0.9311471631715147,0.9342556296680733,0.7475195668089529,0.08608185189230666
cg13186130,0.13024318764685372,0.4705557353303011,0.07660450012340338,0.19599188833040615,0.054249142576154034,0.041732436737291184
cg08864105,0.07699049456481108,0.06814667938630915,0.11169306197807624,0.9063500001539109,0.0747202669413276,0.05961486066919149
cg05501357,0.8945924631233779,0.8816719004749758,0.8811486566431055,0.8869545011148247,0.7891683262875961,0.08892620190663561
cg19353949,0.9214778598844144,0.9103365514623913,0.3630960839427245,0.9086368923285216,0.9351113077164924,0.9371325071877997
cg17360854,0.19078247521416963,0.4973687474709415,0.026576959554006338,0.10603977128384419,0.011682972893618842,0.011769782697994776
cg27481559,0.0858780510685704,0.3437786170680422,0.3229276747690776,0.3943439253647932,0.3325624156854353,0.32267457166632024
cg15532942,0.8890800383490425,0.8744898311319718,0.8983465325825767,0.05510323371657225,0.9350093808860911,0.9134560119259899
cg02021919,0.944099865986505,0.9382525271894571,0.9360440005248357,0.9455830611928161,0.7785415380579276,0.05910147386171018
cg27304328,0.9135850143427349,0.9130756270368553,0.9029222076707858,0.055697761545959706,0.8656384183571498,0.8255557750611483
cg01024458,0.9229523790628341,0.8827938638190902,0.9417078386530021,0.034467351050393155,0.9564130908387671,0.9544918160282255
cg21494075,0.8770400630171151,0.881544860878889,0.8687986605841587,0.10816727783783243,0.8849581920609496,0.8743293813553144
cg10278149,0.9336855247889893,0.9403464053472441,0.9274881028237041,0.8426016033576671,0.05062723551898232,0.6963488898914785
cg27081745,0.9124578391913265,0.8733754989124296,0.9171334544052137,0.8985555419741792,0.27948118130012706,0.7482633538860232
cg02723600,0.797813072987084,0.5604262780397467,0.9046113085335559,0.9082892626371801,0.9287330147962601,0.9203165722588819
cg07002540,0.9107035433739997,0.8655048102350582,0.8802128496850264,0.9211668913067155,0.06932131583696445,0.7279420869041158
cg24219974,0.34109263653580957,0.333290456195355,0.22112886547701613,0.2818038741581087,0.7750925141209649,0.8875387080061664
cg10699171,0.037311537804210766,0.03616476414418942,0.04727810098745894,0.04655647474975467,0.5914715519025846,0.9025118884477525
cg01797381,0.8970175564071053,0.892891846959401,0.8528640041468254,0.8343567036826813,0.10662943155060434,0.7170215706636686
cg15770702,0.06741509729231199,0.06223006860087458,0.3800166765797519,0.05489683342287704,0.05453053304778535,0.04280189158369082
cg18224038,0.41625793619858886,0.6303158229583486,0.7817860605604896,0.752059245012692,0.8754630017894535,0.8590074046800241
cg17995557,0.9192105013494696,0.9158283837638417,0.7666081281457547,0.0324545301224595,0.9259685175020341,0.9049251430623628
cg21743182,0.9160724424280174,0.8924189377654949,0.88057198148353,0.03806807286036876,0.9122402246957184,0.9106690682759244
cg26748758,0.27503818963643845,0.5500375401058942,0.3333714137893711,0.6872503235227843,0.7255346219602352,0.7196001296752947
cg14697880,0.9003059582268196,0.8986688199011821,0.39024524648036907,0.8748712778617617,0.9098362923781518,0.8946872002174812
cg00637988,0.6786257381486289,0.5935327468582765,0.3325098321719324,0.3130010186909041,0.29210246031829956,0.26619400974751467
cg17568809,0.5803241564156525,0.6827550173652439,0.7215762682530433,0.9261113565784835,0.5350834278588634,0.5525333742789096
cg09247619,0.4196239549985985,0.4765366380334704,0.3698413869684864,0.6875058813272542,0.8003753293251613,0.22354977871639112
cg18728025,0.7965259616322841,0.5349049559789607,0.22898045163679595,0.33448658898980066,0.2433314550647826,0.22917902180128094
cg00537673,0.5028003430655155,0.6268890335967096,0.780539195096658,0.7800601465280104,0.8844674409134176,0.8728287377875428
cg05980782,0.6906639230031477,0.5050891344695343,0.3672309194209059,0.22254036597049504,0.13216959237799666,0.16259338628142933
cg21199854,0.7912860190759383,0.7652740755015606,0.8554145704440421,0.6438711442046071,0.1561012176518829,0.6672332953239166
cg16308790,0.8423989475333665,0.7771288009665557,0.8700390306620883,0.02552913506748892,0.8182221106134623,0.8513858240784556
cg11630392,0.057087800796440866,0.059917353526417846,0.06283720937103844,0.25567889770863583,0.556259066728305,0.7972706729175911
cg14575739,0.819903229019686,0.8314269513629606,0.901592409801899,0.07428812499404615,0.9233135070273291,0.9255861611634177
cg00661777,0.16990869306820788,0.25787543739199886,0.06320481722946733,0.05438249754409118,0.06995994275296893,0.7906698354933365
cg26217402,0.17451058044558715,0.3251691490255497,0.46127406594245063,0.11793361100936038,0.9117850305306479,0.8348757509959898
cg22834511,0.8696561305357735,0.9056962484395361,0.20662393942209273,0.952070701337549,0.957331468825332,0.9464222364208208
cg12037947,0.9108579199706319,0.8987541744024278,0.8299561782925595,0.8595766685737369,0.09390503570141606,0.6326370421142274
cg09993145,0.01942709243554451,0.03664204860979228,0.021682063536958306,0.2213678398518719,0.03159938386167455,0.8886041150003802
cg24365417,0.9106292114086655,0.9051137459789976,0.8655011807379647,0.9131345729786224,0.07221146396374868,0.7722911484414734
cg07790752,0.7972318190537621,0.8682899938977221,0.8899533091373396,0.8715172083233482,0.8358050058513151,0.04205364013109424
cg27276522,0.6109526159776048,0.8268255308969129,0.8377741196611334,0.9269985055975976,0.9267763443062659,0.9117921938298488
cg10825530,0.3002761732191428,0.23330035817272765,0.08378496077584696,0.8043250546216659,0.1708472258166564,0.4165282202473005
cg05936004,0.9393776964211595,0.9375259313354032,0.9149819474204836,0.947188990399225,0.8670520641428023,0.05356983227112165
cg01699630,0.9223400196222726,0.922520895633421,0.9295424434124941,0.9323988340881305,0.9374691198741438,0.10893118210069139
cg24520862,0.04815557683901839,0.04380702728187629,0.05438387450188567,0.096372081013702,0.7929486933152365,0.7253148725100993
cg18793215,0.7458140391562706,0.6178769440561788,0.26359795433061073,0.2760445395206397,0.2078453107627899,0.21701734028788489
cg03340036,0.9466796846812181,0.9359160441057447,0.9411617983294616,0.9429340024368976,0.8051778648362362,0.049876792533529696
cg14969185,0.6786288202597807,0.7215919231696821,0.4289051537476986,0.7193161545773514,0.749625223718952,0.6662465159305957
cg16210395,0.8774696677877641,0.8993062622987364,0.9223014380077326,0.03265840436871299,0.9500679305313525,0.9462311596885358
cg15235922,0.8233148989677105,0.7959333896306233,0.9258351616417322,0.044271208018601065,0.9158221530462916,0.8668222380581032
cg14588003,0.8306386313657799,0.42505640431958486,0.9365824523171886,0.9373371382502638,0.9383385973509333,0.9130055816550495
cg15014975,0.616476045920738,0.9165062835851355,0.8604894463957649,0.9725008297706075,0.9709661067856882,0.9536236911364875
cg23942604,0.06716502675021871,0.41341196174994266,0.03662166870103772,0.10979200869543927,0.031162574520353085,0.03798975369210047
cg13468144,0.935878437541045,0.834112550234598,0.9365322173406471,0.951820738265951,0.9520406191612084,0.08311255373762366
cg17988310,0.29739573843611067,0.16307168976079925,0.5336045835593282,0.3265610437638702,0.05528672653111838,0.09180904259817839
cg12655112,0.9721244094950472,0.9184574557327566,0.9684153932529923,0.9270104142180385,0.03813663878657585,0.7182585531797194
cg23948703,0.9194881020365226,0.8827656034436546,0.9224893275759992,0.07878574842431019,0.9339140165377691,0.9274474933106893
cg02734358,0.24021080169716102,0.11560007259374015,0.044462749444521145,0.8178485668302516,0.028549870693843668,0.3726769226607764
cg01869288,0.7786261313010038,0.8213052287698902,0.8669049673681416,0.036146408076991585,0.9173124590910147,0.9090505188669983
cg04045544,0.9376309635463727,0.9133217187532824,0.9115120449460208,0.887160447516615,0.1254996639241741,0.8640504070281039
cg02482603,0.7294798505046778,0.4902714152188918,0.3576984715395167,0.2163462235168507,0.3290675618324545,0.2962860375815912
cg10147394,0.8914044829635787,0.8848549807544843,0.8985533206416052,0.06825196908497068,0.937335728425747,0.9228842837462581
cg21426759,0.911069096593247,0.9237348924710231,0.924968916456629,0.9463299142948035,0.9248934893903357,0.1928157390487133
cg26870057,0.8926961840980023,0.8907755019626415,0.8974127736743541,0.09516908438629358,0.8933050960687918,0.8881280217586354
cg26124526,0.8792817794691224,0.8575281628049009,0.8707527653288456,0.9018625857642589,0.09516759067320309,0.6552852489465448
cg07396047,0.8477604083754808,0.7843188992626655,0.8776312488782286,0.09508413739308182,0.8899695641409933,0.8865378704505068
cg07273342,0.12163559098970214,0.21925914140679809,0.5613949238517126,0.6019291295093039,0.6459465239639773,0.6223947154190558
cg00984060,0.2764399977140311,0.5099373779410672,0.16545542725388704,0.18577274423365459,0.15267893743915695,0.16742869119077072
cg14997711,0.9250348032579934,0.900738166037039,0.9002397574177031,0.15782484711093797,0.9155138258531359,0.8313405603551111
cg15726025,0.8238095113662585,0.5797709829653549,0.9286222312197587,0.9425638150145298,0.9033742005743857,0.8819359847665686
cg04658357,0.42402221663781453,0.6974943345076038,0.901772055110587,0.8971421718889245,0.9145983562675731,0.9220874443077824
cg15474337,0.1986439933414897,0.20478505408848252,0.1041389546067171,0.03126606029562929,0.03255179355936361,0.7193331140956198
cg07082484,0.6666768276430702,0.6764580931638956,0.6349440421374913,0.6418465803911095,0.5995472848879101,0.919548314793682
cg09719956,0.8084406489901881,0.801694609554909,0.8859811478401707,0.8423833965592605,0.8646272769202871,0.07150975335013765
cg08428292,0.41395766189335,0.2753260756421936,0.5962513060959975,0.3979434908166736,0.7007391507134982,0.9336841912547561
cg16148346,0.9301750599428931,0.9211562742538918,0.9110226223732142,0.049896062638022265,0.9215996123570803,0.9113408388254212
cg15242630,0.9058469635798357,0.9158867350986767,0.8963613746181596,0.08503281167077,0.9027317070434621,0.8668280226246287
cg07457727,0.9314001618412404,0.9230345369708662,0.9175039457335182,0.7646979200848906,0.23341251647394573,0.8806439076196524
cg13554018,0.16968504550582314,0.2719704952759714,0.05245242536836445,0.0877822073718267,0.8261080154812457,0.7842797852588871
cg00702872,0.42296882265351277,0.7098163849535587,0.7230344150707524,0.8925049481809478,0.8887258644335607,0.8946171690733195
cg18686153,0.3183292630590855,0.5813380676959373,0.3376418249638827,0.14079788366391577,0.2684614908304109,0.3406103757665191
cg01418951,0.6662837776077627,0.6959667981244955,0.7108367355624244,0.039882851838164035,0.6560544111943277,0.61908668715504
cg15389025,0.41492223296520614,0.21295521311876744,0.1476673353746292,0.05758479636028224,0.02774651507394197,0.024232795073047937
cg07145038,0.9197895676131955,0.9342048082952016,0.902705050663218,0.0970053068448217,0.9353851878765125,0.8979553816822616
cg13403369,0.9518945596029091,0.9404806611855038,0.9397140340254159,0.8858299134825993,0.20305499847148173,0.9324351706160925
cg16277214,0.16067278207827435,0.049567246618793644,0.47817931206740066,0.054935862679903524,0.03085798247604401,0.037393909423713644
cg09849688,0.1653302528950398,0.25594133847189304,0.16764264327851397,0.7402494220246323,0.044625370548621895,0.03761685596132559
cg10967114,0.960786877544937,0.9575568093261073,0.953603667042431,0.9572600059481877,0.420174038380025,0.9291697196340163
cg07249939,0.25229758609683345,0.4552497965266081,0.0697001006487681,0.7818784927272109,0.24527420112390422,0.17197017981846496
cg11812928,0.8111851438546502,0.8220901213578552,0.8065020385127474,0.8341817460995643,0.7920722417692249,0.4470859092206622
cg05654103,0.9417418218021085,0.9325855006508027,0.9411243944306581,0.9378023793640848,0.4276062925245054,0.8212039135819683
cg14813485,0.8994242138243695,0.8927299172474726,0.8822918194201002,0.2822013383581212,0.8914018150994532,0.862711943402554
cg25474235,0.04181328643131047,0.04034915373929493,0.05675956831442214,0.11376629221268537,0.5581704203260258,0.7139220964302316
cg06809364,0.932265645164315,0.686606088916548,0.9147685829314816,0.9452264594465616,0.9459155943496906,0.943435556390717
cg12244275,0.49323812217600804,0.6817035326968481,0.09349968872695721,0.20328748575297437,0.04565023380792568,0.03142563103757179
cg06637550,0.9380840008559485,0.9324756329850947,0.7455208383408749,0.9421409980858245,0.9299303367432491,0.9100502829376396
cg23398076,0.12556012256868543,0.08147728494462611,0.5185320686056859,0.05459265328200473,0.03473670431591366,0.037884055087437675
cg27128883,0.943655868610453,0.6671987645792212,0.9757919061191066,0.946045871575971,0.9795225613746227,0.9753503898008625
cg10111335,0.5597345711777189,0.5118722790407777,0.5777937876229555,0.6764427005016691,0.7884964442816511,0.9451494240606332
cg13571479,0.21635542365554797,0.4507733951357556,0.7067010630251745,0.4987956501122314,0.5672752497615113,0.5467942969179699
cg26354221,0.6143129220352016,0.8203581794923126,0.9380400154445748,0.9334668670103244,0.9681651662456013,0.9599751086563912
