cpg_id,intercept_alpha,slope_gamma,r_squared,n_samples
cg00344445,0.6467501850654911,0.0010868263519109155,0.01311252864939838,601
cg00355019,0.946354367100462,-0.0004307855548640181,0.018067405202263576,601
cg00355699,0.9186440469706862,-0.00010026114481087697,0.0012463070393426978,601
cg00356694,0.017287357643407393,8.83933233034261e-05,0.0024067158499474495,599
cg00359423,0.9749090691544605,-4.6807578056600383e-05,0.0002208671028497422,471
cg00360761,0.11261588121527184,0.0007819417693650994,0.019345759209592583,601
cg00362657,0.042981559978292894,-0.00012668266101202057,0.0014668828631314579,546
cg00362818,0.8558079164039073,-0.0003937014555636145,0.004189800082509576,601
cg00363080,0.047509826322364265,0.00035451220440738893,0.00696146978066714,585
cg00363813,0.05477469604040809,6.013295101689038e-05,0.001801689752358504,601
cg00366413,0.7046149353142594,0.00044304047132879296,0.006008732445574982,600
cg00370106,0.027499185477325723,0.000254636081892996,0.005335822107611854,501
cg00375025,0.9081481199268767,-3.258286224434888e-05,6.775434718553353e-05,597
cg00375608,0.9592285490867313,-0.00025242683950090053,0.008118167488374572,586
cg00380283,0.9074807648462497,-4.280479165620325e-05,0.00033627438755690076,601
cg00381974,1.0000841456483187,-6.508392661133765e-05,0.014103461207273571,226
cg00387964,0.02980216594906098,0.0002485052264641305,0.006866531705828294,590
cg00400165,0.9198237070255546,-8.140167855760346e-05,0.001160106247012127,599
cg00401471,0.9060140610694731,-8.203481239519828e-05,0.0001934325673026427,594
cg00405112,0.8972585599672702,-0.0007556921762205226,0.01984833935133734,601
cg00412294,0.0274907479763309,3.3189981191867376e-05,0.00024462835215000034,589
cg00415057,0.9093132448741137,-2.091113055021059e-05,1.5255656914181515e-05,599
cg00419094,0.9654940426854507,-2.7339925119077143e-05,0.00037263584350410994,599
cg00421645,0.9130691444293976,-5.5312298269167464e-05,0.00037505716820895874,599
cg00428709,0.951061664922252,-0.0005089772617513424,0.010551333402777141,573
cg00435692,0.906877955992045,5.810317179158609e-05,0.00039918084263679265,598
cg00437360,0.9757033528557735,-5.286242699760538e-05,0.00040313717061934984,522
cg00437411,0.86667211579655,-0.0003673753687008491,0.006109696372020634,601
cg00438740,0.018748830453381028,-0.00010446337002886506,0.0030403188251362234,250
cg00440980,0.8261052613908512,-0.0006511296791940762,0.01015158477359579,601
cg00442389,0.15296921001808722,-0.0006365909371774648,0.01965685561965469,600
cg00446087,0.9979542297808449,-6.250618253342785e-05,0.010720443236681199,332
cg00446123,0.6917971963202719,-0.0014145025216725981,0.012490098987690712,601
cg00447208,0.07276029665155817,-7.898990750801757e-06,1.3326079681186265e-05,601
cg00448868,0.6836354110877202,0.0007939090872892381,0.020186087560005617,601
cg00449000,0.04017123472777322,0.0001552502590375565,0.002455611396763868,598
cg00449021,0.07420246055892654,0.0005749200040025995,0.031002248256359888,601
cg00450164,0.023856450704784062,-2.343193374499833e-05,0.00022355563741804918,588
cg00452882,0.8492632400004521,0.0004535339364857243,0.002238614434758368,599
cg00456892,0.04972601171881864,0.0010873140653580933,0.04287785197926686,600
cg00458927,0.9479224348797548,-5.978372501932987e-05,0.000787893531352557,597
cg00459816,0.9160233518144028,7.509944638316102e-05,0.0006756613164093928,601
cg00461650,0.9265197107061974,-0.00011791706336434563,0.001128877564211983,600
cg00463982,0.2463619231879567,0.0008505489067927737,0.00260604435911993,599
cg00469083,0.9450330278801723,5.937356443163201e-05,0.000915254209679861,598
cg00470044,0.9457449559210505,-0.00012163072100518081,0.0019293104405652128,597
cg00473045,0.9645996379172852,2.761575106731341e-05,0.00017981223861940343,582
cg00475131,0.8796381898871798,-0.00013503509035015982,0.0023661483517538606,601
cg00476955,0.2561761886198163,0.0009955839920443121,0.018700763645871477,601
cg00480115,0.9406216157017232,-0.0002315198941763335,0.008977579206154496,599
cg00487187,0.05214478958373064,0.0009070440524160604,0.03367169313383067,601
cg00491064,0.8139790618467461,-0.0005184709922993044,0.00838922881212456,601
cg00491523,0.7602451240968502,-0.0008339516936694769,0.019124002904779225,601
cg00494556,0.8803338362445366,-7.47040319531183e-05,0.0004756137269991134,601
cg00498816,0.9584604124673753,-0.00015210055227115135,0.005710243100912837,600
cg00500789,0.9471745509963928,-0.0001785336798409615,0.0032310896164404745,601
cg00502099,0.027007232130313773,0.00041689900203549735,0.012408885548926718,592
cg00507815,0.9388614114042514,-0.00018746687880813587,0.0018544185548808878,600
cg00510718,0.053098312894508407,5.8581772001763e-05,5.410726504018193e-05,444
cg00512404,0.03197227635645411,0.0004306954057566039,0.009776740187623534,558
cg00513941,0.9864119613096954,1.9755491776730368e-05,0.00016530079645804552,287
cg00514575,0.11398937631030849,-0.0005400579047675761,0.0009055647897895369,601
cg00516870,0.9218260010453766,-0.00010329490534792674,0.001516754702123202,601
cg00520408,0.9017560396590053,-0.00023139461547632252,0.005083456672894782,601
cg00521850,0.9089969339014617,-0.00016849498545494217,0.0023774140212283745,601
cg00522883,0.07704892364273352,-0.00011184303228491818,0.0006771924468819135,581
cg00524220,0.0284829041586823,0.00012094341756005123,0.0021519914607092128,595
cg00532399,0.9250054278949862,-0.0005420270134874898,0.026960457793867354,601
cg00535514,0.048874602976759086,2.8094713351108014e-05,6.844499864699927e-05,600
cg00542261,0.915030072473933,-0.0001123157871249836,0.0011691361646054554,601
cg00543840,0.9288984709037872,-0.00033468582389038656,0.005692608930337073,601
cg00547103,0.18881041828340248,5.30589401144811e-05,6.361437321789065e-05,601
cg00552087,0.9826370906254827,-0.00015870633437375717,0.011625971192491091,596
cg00555816,0.07414634822326098,0.00010812958902259595,0.0011024137616535423,601
cg00558804,0.05322241968985118,0.0004109302271132734,0.014657498653131706,597
cg00561854,0.9189249258703158,-0.0006081699392119605,0.016318641654431087,598
cg00562139,0.9146634273492172,9.71984391820998e-06,2.4255289224117682e-05,600
cg00565263,0.9045901137756066,-0.0006477606953073586,0.027606879173675436,600
cg00566297,0.9709254275185698,-0.00022985977187458403,0.01172799294255611,598
cg00569276,0.05813498316062582,0.0009425363704693889,0.02380289127895585,597
cg00571747,0.9633920612953147,-0.0003915484028342934,0.009885062869300798,579
cg00572966,0.9291822632834716,6.61738723158848e-05,0.0008081669966149008,599
cg00577167,0.9259296241853913,0.00030112533074038334,0.0072795943227264015,571
cg00579036,0.04492149928868625,8.409979260896053e-05,0.004436690419618361,601
cg00581603,0.8112481420205946,0.00026499903022451026,0.0014404361821618306,601
cg00582337,0.9308474766088071,-2.2393190861072465e-06,2.358004175251338e-07,601
cg00582562,0.8681336571386363,0.00010088677679190637,0.00044958631325453524,601
cg00584026,0.97661830980888,-5.11657470233705e-05,0.0008091919902788458,593
cg00587301,0.07720843024441615,0.0003736494726761587,0.015968605904681743,601
cg00588393,0.9430676813556871,0.0001798269080785089,0.003114158524533339,581
cg00590639,0.995772563514555,-8.497623659080706e-07,3.024727041944786e-06,429
cg00592315,0.924134119218875,-0.00020559752332006658,0.0024485428805750553,584
cg00595022,0.9615484941292504,1.5144185204666735e-05,3.8798092887759594e-05,582
cg00596833,0.975386782343971,-0.00013533246873444343,0.0034035932939047164,573
cg00599850,0.9526906658912232,-1.605707145250014e-05,2.376785847912899e-05,597
cg00602416,0.9522124347360723,-0.0003105290534772594,0.008643639630834143,601
cg00607627,0.25083056376565543,-0.0003645751102561953,0.007226170611104976,601
cg00610577,0.1752117555164696,0.0018749074264693413,0.04309658899674251,601
cg00612751,0.21689118201484667,0.0010190666775810155,0.015586012785883563,600
cg00618087,0.9729022972640136,-0.0001958984172380849,0.005709758252344654,596
cg00619207,0.41488295663684766,-0.0003094784517989818,0.003131759869221873,600
cg00622170,0.8903609970952724,-0.0002343127942043467,0.003253439402168934,601
cg00622516,0.9648714527324106,-0.00027147020360572554,0.005370977730044912,573
cg00626702,0.9720214739683958,-8.532478683147663e-05,0.003137955181720997,598
cg00630080,0.8480985746167292,1.7569309066774503e-06,3.7583056433643236e-07,599
cg00631327,0.8450040207509579,0.00019780958066254213,0.0011345470891758191,601
cg00636427,0.21531685431239367,0.0018656315059010797,0.03704651750676602,601
cg00638021,0.8606141117696035,-0.0005733194131571012,0.02033719105413223,599
cg00643814,0.9072404128283136,-0.00015978674336307797,0.0023569767167129774,599
cg00646621,0.9084261121269713,0.0002455052739345604,0.003430850507786465,593
cg00660167,0.4790257206208869,0.0013163017678263632,0.009074499359877475,601
cg00661485,0.06197848893648348,0.0006148494095944196,0.037818947323103536,601
cg00666105,0.10770684519711579,0.0003180579945296421,0.006686271740038663,600
cg00666124,0.9768455416945689,-4.9300681375709055e-05,0.0004859999142493576,481
cg00674428,0.9134758401683691,-7.46965660870419e-05,0.0008417384924256366,600
cg00681462,0.04590413103679144,0.0006447554835984049,0.013219034766250526,601
cg00682096,0.9158571076627119,-3.738222366268579e-05,0.0002362908521515994,601
cg00685614,0.9906657807878785,-0.0013638497802445787,0.024176724940936256,595
cg00686083,0.027723781517890185,0.0003550028676529323,0.020849981872054113,586
cg00690901,0.9007623234087744,-0.00011607712199816249,0.0016133363728786376,601
cg00691123,0.3761171052773612,0.0017378346171984338,0.029322689400975488,601
cg00695265,0.9633337776510775,0.00011993142021403862,0.0012549009033735459,361
cg00695982,0.9347237428395357,-0.00020859781049481187,0.003802817705359063,600
cg00697672,0.8600244946506151,-0.00011257441849497103,0.0005634172799517945,600
cg00697916,0.19580330715054517,0.0008415143499932851,0.01012636623125529,601
cg00701064,0.30663446556382057,0.00121628471261361,0.02962851830082125,601
cg00702417,0.04061897635123053,0.0002752023420384838,0.008356351708251775,597
cg00703902,0.9707939539793442,0.00021121635886512497,0.005728165107373395,426
cg00707610,0.006087599151338512,5.320016357862954e-05,0.0028253256088860423,294
cg00707814,0.7023187866448539,-0.000375893318788819,0.0026134886083891695,601
cg00713400,0.9708620084911577,-4.421981894862362e-05,0.0005676176681005396,596
cg00715197,0.9152492809613917,0.00019457086053192103,0.0016063652892238656,600
cg00718036,0.9290660802205534,-0.0008950231144765602,0.02555485575969907,601
cg00724315,0.9892991658434633,-0.00029429540844310185,0.010314419508328454,302
cg00725777,0.745505612189612,0.0008230160958084326,0.007449501868360242,600
cg00730887,0.944703584485424,-5.331958962234506e-06,5.2129167987802205e-06,599
cg00741954,0.9844004717242385,-4.833719639806424e-05,0.0011194557638439795,583
cg00742587,0.9589853485016899,-0.000394173408822741,0.011403691580949005,581
cg00747922,0.12140726518760037,0.001053814311189936,0.023691292488699944,601
cg00747975,0.08930715066831926,0.0011721563405475753,0.055313896501654636,601
cg00754027,0.031778031891241454,0.00048671159818928226,0.0036604684222582007,451
cg00757207,0.0224556665289204,0.0002751442787089296,0.03344473431488337,601
cg00759427,0.08841892000456147,0.0010319506618904663,0.030226728190974717,601
cg00761859,0.9584940784942685,0.0003020738490024674,0.008612670809448275,134
cg00762678,0.12624772222682035,0.00048671358868046527,0.013878778157795701,601
cg00764217,0.824847094976709,7.278982321429404e-06,1.9455776192334184e-06,601
cg00765705,0.3063011607399586,0.002163943751665692,0.04350381732428743,601
cg00765737,0.05818699668529691,0.00039634275269687775,0.0124515759811753,601
cg00767000,0.9994903077381272,-0.0004159500879067413,0.010275768776291883,406
cg00768487,-0.0003558017139877745,0.0009864846358002045,0.00951000819827219,377
cg00769161,0.9674288254858763,-0.00011122913618148897,0.0015948359168687087,577
cg00773370,0.99672298502424,-8.20895222893279e-05,0.008521903880821746,345
cg00776174,0.12984641979363373,0.00018639912975559734,0.0005215856475190295,575
cg00782690,0.9174718620638347,-6.438192867481652e-05,0.0007565169589288656,599
cg00788312,0.01289470194400704,8.635826162580509e-05,0.005466147779005337,588
cg00791283,0.9625710088449877,-4.1778480475829586e-05,0.0002408159712820046,572
cg00793843,0.08736954118568302,0.0002366569570402222,0.0018808346982726043,601
cg00795205,0.9581859652073755,0.00017787205902298264,0.00254350428818495,429
cg00796302,0.9131681696893229,-0.0006451486521073291,0.0252952041867589,600
cg00799826,0.022451624671567312,0.00029772557534755333,0.0036518799775117072,459
cg00804354,0.17652317348942465,0.0013092875409798385,0.03566616468711692,601
cg00804392,0.03507888022758458,0.00031619747260058556,0.01665359669647526,600
cg00806644,0.01464166561617327,0.0003284308586654516,0.005482587959525498,523
cg00808492,0.9537983736819964,-0.00018743273338125695,0.004891554725093394,597
cg00811132,0.04652516321088895,0.0002464579834638985,0.012650221288061148,601
cg00812096,0.8869947632194426,-5.844922272742782e-05,0.0007295054249952804,601
cg00815177,0.967967729369236,-0.00027260306146126214,0.008350245574227033,580
cg00816037,0.13891438587786964,-4.636278259658313e-05,9.358879387721952e-05,601
cg00829990,0.3413051265347288,-0.0009083049008506361,0.00815768117526594,600
cg00832105,0.952934513164312,4.4258950458382126e-05,0.0005380767820889476,599
cg00837832,0.9763508166762019,-0.0002044601502524781,0.00428905472471397,486
cg00841988,0.0924671985013961,0.00010270448250747574,0.00028555457104795234,601
cg00842122,0.9693641839528911,0.0001155640547394795,0.001985430098679686,387
cg00842582,0.989994369994321,1.859671463603201e-05,0.0002571341010992878,350
cg00847221,0.9521289508475465,-0.00032472674257690536,0.011265472538637189,594
cg00850332,0.9063905663013725,0.00020709501757301755,0.0048299620395554355,596
cg00852964,0.13813546707349048,0.0008541719141195934,0.018729731720514176,600
cg00854273,0.08887954103866091,-4.185790354683204e-05,0.00011326837095004816,596
cg00858840,0.06142685704334516,0.001631585456087405,0.0936737657734773,601
cg00859858,0.527709336987163,-0.00014412658478562244,0.00043806499124499076,601
cg00861010,0.933770010967888,4.688958867226206e-05,0.000529073511156164,601
cg00863716,0.6566185184201073,0.0003380040572734509,0.0023454632508271844,601
cg00864618,0.8913636684869801,-3.466832027842814e-05,7.563973574920002e-05,599
cg00866541,0.8967339806622452,-2.6643126987569276e-05,0.00010377173218045765,601
cg00869668,0.35119800724345046,0.0015920486114952518,0.04135488362614692,599
cg00870778,0.9444047930988342,6.162286386017538e-05,0.0007893035908419499,598
cg00871207,0.823879872459161,0.0001876931335106971,0.0019606806578184033,601
cg00872532,0.9082333569403632,-0.0002515350499637393,0.004324731052096076,600
cg00872683,0.8342204268443678,-0.0002729783590851943,0.005559335245819752,601
cg00873953,0.9331775267599384,-0.00013954209062555146,0.0035847960474247875,601
cg00874605,0.908576138325,4.064128871335659e-05,0.0002957957735124639,601
cg00880290,0.010514572091361106,-0.00010181557846910802,0.014420746738795454,129
cg00884805,0.9502193215272626,-0.00011040766714557239,0.0007874290196290268,570
cg00894559,0.970796857761596,-2.2396169670829307e-05,7.938216712310986e-05,498
cg00897799,0.9393104782069275,-8.054719825456339e-05,0.0005825358471723829,591
cg00898480,0.907554724106968,-8.503515636095068e-05,0.00045422102326109215,598
cg00899907,0.10111044792948093,0.00019408884687532107,0.002701073987743885,598
cg00902153,0.14181479844283812,0.0006206834796720144,0.012887357763027851,599
cg00902464,0.8509277605040972,0.0001440331925270592,0.000729632590035445,601
cg00903584,0.07316700867483811,-0.00029054312316218703,0.002424080842603371,601
cg00907272,0.0911778562588439,4.378526031865061e-05,4.841179962467024e-05,559
cg00909094,0.9699590607997416,-0.00023061280238025766,0.004207828496947674,545
cg00916635,0.03186374878838108,9.809947477778257e-05,0.00043383509775263285,515
cg00916899,0.1350132252541945,0.001694501756423883,0.06817013898859892,601
cg00917373,0.9737255464648286,6.417433212120953e-05,0.0008730680019212178,440
cg00921266,0.995538496218206,-3.953823881190936e-05,0.0026806883085962463,445
cg00928596,0.07851683462536177,0.0010790370939714273,0.008943612125161926,598
cg00928816,0.747398907186602,-0.0010960758360714592,0.02532938823648556,601
cg00929658,0.9040013800129246,-0.00013928946638273355,0.0028052286361019974,601
cg00932141,0.9768459290586387,-2.4170553008805694e-05,0.0001386684617681322,470
cg00933443,0.8798516217748111,0.00012417232153859474,0.0016192621048217726,601
cg00936935,0.7945068404097912,-0.0007691641369841971,0.014668524946960915,601
cg00941576,0.8314201885635484,0.00017938311378063208,0.0028280262606547035,599
cg00943287,0.07105056627851941,0.0005015162174176526,0.008192379973707697,594
cg00944421,0.9430936655860326,-0.00026447902256590376,0.0014991290404628987,598
cg00960147,0.928132777731902,-0.0007458862655774444,0.034714008912250405,598
cg00963378,0.2832680196731664,-0.00023836140171651197,0.0001955616185915776,601
cg00974944,0.9296071956094575,-0.00038474380624131346,0.012669024807506313,596
cg00977842,0.9855029536696588,-0.00025935472292559487,0.00943514641213905,467
cg00980649,0.27145248505626346,0.0011053562292813826,0.017168794779588437,601
cg00980904,0.9340939489920571,-0.000812470908496218,0.02515619172979844,600
cg00983732,0.8716885578271623,1.619094325077854e-05,3.749759449034329e-05,601
cg00983904,0.050396361911767815,0.00015350260009597548,0.0032536342176958666,601
cg00984967,0.9487378101707701,-0.0002535177871454726,0.011070590377125433,601
cg00988056,0.03835837590783157,0.00026707369612897515,0.013174442265630026,597
cg00992348,0.9053276089283919,-5.360086223455262e-05,0.00038612135343985,601
cg00994306,0.07171109696783091,-1.6950760660274524e-06,1.883766578281154e-07,596
cg00994616,0.18890446419942458,0.0013773264668058092,0.02386669577059175,599
cg00994629,0.07698331440994435,0.00029763586701992014,0.005293805468144508,601
cg00994717,0.9656954487916289,-0.00017507093474003935,0.007010951162446655,588
cg00995854,0.3443466557114592,0.0009776803161767574,0.00888731286698552,601
cg01005211,0.04365790024226244,0.000479732286581545,0.019181480430468634,599
cg01006587,0.9832565709501484,-0.0006307187926674283,0.011394394887146886,408
cg01009920,0.9625714487191953,1.9963064090286967e-06,1.6711158065119136e-06,598
cg01012308,0.0026978663845992268,2.0638783850266272e-05,0.0015351351651805567,248
cg01012445,0.9205256792279671,0.00010126548165145459,0.0021686541146606064,601
cg01015401,0.10996331833733769,0.0012044097035708498,0.06028128022324297,601
cg01017395,0.9142540066783448,-8.050989609044205e-05,0.0008962485635152229,600
cg01019643,0.958361636811651,6.378226984818168e-05,0.0004589938136462246,561
cg01020840,0.9984123720583441,-0.00042984123118110234,0.012208847998799732,422
cg01021952,0.894055318805591,-0.00016990218337714026,0.0022554948025861332,600
cg01032675,0.10618724155144643,0.003352820762931632,0.08176626494326478,601
