cpg,d_GSE51057,d_GSE51032,mean_abs_d,concordant
cg00448868,0.3322594554654804,0.0028633041245355226,0.16756137979500796,False
cg00449344,0.30103411995689394,0.0989243543908612,0.19997923717387756,False
cg00458454,-0.4064458106738542,-0.04788127675659416,0.22716354371522418,False
cg00459623,0.04261094357168315,-0.09488361231953236,0.06874727794560775,False
cg00460916,-0.14064893373637818,0.0030451732367604736,0.07184705348656933,False
cg00460944,-0.4375439748403898,0.4706540191012705,0.45409899697083017,False
cg00460983,0.5511841774133276,0.2792140950062119,0.4151991362097698,False
cg00464927,-0.2443730494093264,0.47720211683723857,0.36078758312328246,False
cg00466840,-0.41692148470869755,-0.5708591724137037,0.49389032856120063,True
cg00467244,,1.590186100845609,,False
cg00467547,0.21349758083627718,0.05884078254740376,0.13616918169184047,False
cg00469083,-0.1616744625775454,-0.5723928596146379,0.36703366109609165,False
cg00471190,0.14149483372074914,0.09119181370859002,0.11634332371466957,False
cg00471371,-0.04167734778280436,-0.224700034141653,0.13318869096222868,False
cg00473624,-0.54066682699525,-0.6940062610506575,0.6173365440229538,True
cg00476430,-0.6653156735744548,-0.23239690094287888,0.44885628725866683,False
cg00485707,-0.5111588344000119,-0.2203480443847831,0.36575343939239746,False
cg00487989,-0.5188592316171037,-0.5802764707522015,0.5495678511846526,True
cg00491350,-0.17631725883867663,-0.669800210053649,0.4230587344461628,False
cg00500359,-0.5746471474236078,-0.4769006128384889,0.5257738801310483,True
cg00515905,-0.8936261974847516,0.051462121119923494,0.47254415930233756,False
cg00517080,-0.21985367810108805,0.14200396044572206,0.18092881927340504,False
cg00529757,-0.21723245288110637,0.041296056326114834,0.1292642546036106,False
cg00532449,0.5812269412545931,-0.29958263469139446,0.44040478797299376,False
cg00532451,-0.8672233336769606,-0.6822586179944701,0.7747409758357153,True
cg00534684,-0.5380737904147229,-0.7456376050717901,0.6418556977432566,True
cg00535785,0.28212743663175044,-0.9216926355356816,0.601910036083716,False
cg00546897,-0.181931854038956,0.32944361756447893,0.25568773580171744,False
cg00551957,0.3903517043671861,0.029276687229411024,0.20981419579829855,False
cg00552087,-0.14417426731124217,-0.25424468424200786,0.199209475776625,False
cg00562139,-1.0267474756168766,-0.45596373882576835,0.7413556072213225,True
cg00583147,-0.10837850959763416,0.2929055757805688,0.2006420426891015,False
cg00584840,-0.7925348773293538,-0.657773350818529,0.7251541140739414,True
cg00590152,0.3816967124336684,0.22587220026978216,0.30378445635172524,False
cg00590251,0.4179199050175118,0.6268987456688314,0.5224093253431716,True
cg00595022,-0.5515048207708253,-0.1566799791578445,0.3540923999643349,False
cg00601124,-0.26303294776566993,-0.7333908855068157,0.49821191663624287,False
cg00610205,-0.620186536399733,-0.07290736611914239,0.3465469512594377,False
cg00611301,1.0335043287695982,0.14309097258675227,0.5882976506781752,False
cg00612828,-1.0260149131652372,-0.2087223863883512,0.6173686497767942,False
cg00620024,-0.253810653433381,-0.2878869116247404,0.2708487825290607,False
cg00625963,-0.21125768285455654,-0.15915521813206165,0.18520645049330908,False
cg00634652,-0.42063751292522344,-0.2132889577842405,0.316963235354732,False
cg00635382,0.2894606544774735,0.006936704994439951,0.1481986797359567,False
cg00636427,0.42684017054227663,-0.5980853973931988,0.5124627839677377,False
cg00637085,-0.507709382440902,-0.4137691443568223,0.4607392633988622,True
cg00639010,0.08619930723411132,0.6612762287696174,0.37373776800186437,False
cg00644351,-0.12616806764500793,-0.09819379010475585,0.11218092887488189,False
cg00647881,-1.031279029831053,0.2666183881870905,0.6489487090090718,False
cg00648558,-0.8482998053263554,-0.030367057863006183,0.4393334315946808,False
cg00661673,0.24416026977814442,0.14794210806447639,0.1960511889213104,False
cg00663519,-0.518363793121288,0.6811653589183119,0.5997645760197999,False
cg00674043,0.04986296335166003,0.44780264980939566,0.24883280658052784,False
cg00674415,-0.5606037287622396,-0.5665393686690731,0.5635715487156563,True
cg00675569,0.619451171987769,1.008524343497315,0.8139877577425421,True
cg00675891,-0.769115981883829,-0.5126438061550403,0.6408798940194347,True
cg00678709,-0.3508476745922488,0.03069198835261832,0.19076983147243357,False
cg00679209,0.12898056087786364,-0.18387554045588803,0.15642805066687582,False
cg00691266,-0.1931758449660566,-0.2943928350247796,0.2437843399954181,False
cg00701951,-0.6060694024548837,-0.5245305169171458,0.5652999596860148,True
cg00703902,-0.32407329122598305,-0.9649405377568494,0.6445069144914162,True
cg00705730,-0.6840070788470033,0.021088330147888832,0.35254770449744605,False
cg00707610,-0.06283016479210463,0.05879565949758845,0.060812912144846534,False
cg00712106,-0.7883276323702151,-0.3031847344788031,0.545756183424509,True
cg00713870,0.33851752141329855,-0.035203017942447686,0.18686026967787311,False
cg00713972,-0.8369946778923009,0.10660634323011099,0.4718005105612059,False
cg00714713,-0.19887818226306964,0.37075246901686343,0.28481532563996653,False
cg00719568,-0.7937288137642895,-0.41170845421135865,0.6027186339878241,True
cg00725777,0.20101906964480282,-0.4743244856326499,0.33767177763872636,False
cg00732166,-0.5059670399210116,-0.0012955287310546196,0.2536312843260331,False
cg00736406,-0.2781923525616748,-0.09644834306391084,0.18732034781279283,False
cg00737556,-0.15251802415270493,0.12694250879143537,0.13973026647207015,False
cg00739624,0.19826327052550397,-0.5724536009285839,0.3853584357270439,False
cg00747241,-1.2924146272003099,-0.5409685084638681,0.916691567832089,True
cg00754552,-0.31590130400133565,0.10529943810601117,0.2106003710536734,False
cg00756734,-1.2983474649234021,-0.5550634753037367,0.9267054701135694,True
cg00756845,0.49189784577155243,0.3177126770742791,0.40480526142291573,True
cg00760938,-0.5955174140235351,-0.7754392515242805,0.6854783327739078,True
cg00762029,0.3139108975420645,-0.001732097564631046,0.1578214975533478,False
cg00764632,-0.6245406178562128,-0.20263746986658118,0.413589043861397,False
cg00771217,-0.591459926661174,-0.766788541837982,0.679124234249578,True
cg00779602,-0.2745781167511536,-1.762546752917227,1.0185624348341902,False
cg00779797,-0.13229802181000577,0.2371916904694692,0.18474485613973748,False
cg00783706,-0.09336865623015325,0.29620459872005916,0.19478662747510622,False
cg00788354,-0.7075171851821481,-0.5156181435403109,0.6115676643612296,True
cg00794055,-0.25343353300816024,-0.3186997050620706,0.28606661903511543,False
cg00798796,0.4950395799975484,-0.23112137659278373,0.36308047829516604,False
cg00804179,-0.0467515587038409,-0.14902301273527224,0.09788728571955657,False
cg00805874,-0.6495522955668606,-0.14891657495604294,0.39923443526145175,False
cg00807366,0.7202790151842823,0.26769213397460745,0.49398557457944486,False
cg00810292,-0.5045268244093086,-0.599618565752803,0.5520726950810558,True
cg00811132,-0.011822975313983176,-0.20134040920166346,0.10658169225782332,False
cg00815484,-0.42275829898900363,0.11836866940417053,0.2705634841965871,False
cg00819233,-0.4951375265784399,-0.5314933275981998,0.5133154270883198,True
cg00820740,-0.25000341914725,-0.04915826420480522,0.14958084167602761,False
cg00828556,0.06653552372874398,0.07327512954301148,0.06990532663587773,False
cg00829063,-0.28681443780119764,0.03273810541639884,0.15977627160879823,False
cg00832923,-0.5508046296720993,-0.7002118891409111,0.6255082594065052,True
cg00834537,-0.14482791051947924,-1.4111917571858044,0.7780098338526418,False
cg00842582,0.4368883493480448,0.08416591894846458,0.2605271341482547,False
cg00844277,-1.4320884409812082,-0.4739203938010624,0.9530044173911353,True
cg00848945,0.7392767781401,0.023833619821257503,0.38155519898067874,False
cg00854314,-0.2948824507174448,-0.17963901208667934,0.23726073140206205,False
cg00855923,-0.8602210205807898,-0.47031724918889867,0.6652691348848442,True
cg00859755,-0.38180642262289705,-0.3333439221399193,0.3575751723814082,True
cg00863309,-0.7942934790878486,-0.5364080709043837,0.6653507749961162,True
cg00867406,-0.8113000620180636,-0.3733833669403396,0.5923417144792016,True
cg00869668,0.6057971026117691,-0.42384168376835923,0.5148193931900642,False
cg00874051,-0.05594515963599189,-0.3899612701759479,0.2229532149059699,False
cg00874877,-1.0164194072584365,-0.11859292081945082,0.5675061640389436,False
cg00877958,-1.2071720149231406,-0.34100335539467863,0.7740876851589096,True
cg00878516,-0.2793277568823691,0.21770120469022922,0.24851448078629917,False
cg00881168,-0.5024292727187883,0.45753582811160953,0.47998255041519894,False
cg00891191,-1.0769817341898544,-0.2223852881900157,0.6496835111899351,False
cg00892353,-0.09853705776985792,0.6936711886178275,0.3961041231938427,False
cg00892792,-0.3738093094111589,0.3112343456136826,0.3425218275124208,False
cg00898447,-0.08273635301933704,0.5307887582206691,0.30676255562000304,False
cg00900735,-0.4428998846761594,-0.5022993027678633,0.4725995937220113,True
cg00902153,0.08199337816587247,0.012235087380784989,0.04711423277332873,False
cg00902464,-0.19429111419635514,-0.10563393717357518,0.14996252568496515,False
cg00910015,-0.17520055962498837,-0.03201067493578342,0.10360561728038589,False
cg00912247,0.1132139205972146,-0.39024226176591376,0.2517280911815642,False
cg00922841,0.3831710709120215,0.019695432091196414,0.20143325150160896,False
cg00929658,-0.1568483697853669,0.41251573744243164,0.28468205361389926,False
cg00944599,-0.35279020521941296,0.016435616166274175,0.18461291069284358,False
cg00952054,-0.32906867762766606,-0.8927117087512675,0.6108901931894668,True
cg00953201,-0.4557522262293097,-0.6494423674060059,0.5525972968176578,True
cg00954771,-0.4246169763459453,0.3443012219314571,0.38445909913870124,False
cg00973397,-0.3797810145396806,-0.23979141067927398,0.3097862126094773,False
cg00984967,-0.8206065014213143,-0.2642317423229944,0.5424191218721544,False
cg00989157,-0.3498287101425216,-0.118925115935118,0.2343769130388198,False
cg00996377,-1.0919574404828116,-0.6503618561177741,0.8711596483002928,True
cg01002223,-0.07882995356024922,-0.14462189172453846,0.11172592264239384,False
cg01012308,-0.1658188076927489,0.2297957723219467,0.1978072900073478,False
cg01012879,0.45369275566600076,-0.01456163451554447,0.23412719509077262,False
cg01020475,-0.5772062810444338,-0.5224402837333736,0.5498232823889038,True
cg01022219,0.5446593294269182,-0.2510942157873659,0.39787677260714205,False
cg01023672,-0.2387863892751883,-0.4236693027013478,0.33122784598826804,False
cg01024069,0.402232752560879,-0.5477008730743391,0.47496681281760905,False
cg01024458,0.17186639921219993,0.3513706379686155,0.26161851859040774,False
cg01024962,-0.2927397720341628,0.07839978050932492,0.18556977627174387,False
cg01025095,-0.3488225030798912,-0.5394278330076719,0.44412516804378155,True
cg01029592,-0.3164647860951541,0.401026863144031,0.3587458246195926,False
cg01035238,-0.3923869098256491,-0.5131952916509326,0.4527911007382909,True
cg01038738,0.47575348699084535,1.0415296275579637,0.7586415572744045,True
cg01040649,-0.927369740729969,0.14151572677678614,0.5344427337533776,False
cg01040749,-0.2832504597827119,-0.1345756590551371,0.20891305941892452,False
cg01040779,-1.1823224554100966,-0.47432132988692693,0.8283218926485117,True
cg01043759,-0.26930302812893064,-0.5662267672185224,0.4177648976737265,False
cg01054454,-1.3322509666114897,0.17311083442471328,0.7526809005181014,False
cg01057573,-0.36751799455748874,-0.6105226985728336,0.48902034656516113,True
cg01064265,1.4112088153848945,0.311853624508252,0.8615312199465732,True
cg01066220,-0.012401406616731236,0.09142811681788794,0.05191476171730959,False
cg01070197,0.32529713909077507,0.0892097548473452,0.20725344696906012,False
cg01070560,-0.04771008203500469,-0.1078546327625619,0.0777823573987833,False
cg01071314,-0.28707435109076923,-0.1779125266203372,0.23249343885555324,False
cg01074104,-1.078732966067154,-0.27425707894573814,0.6764950225064461,False
cg01077501,0.1504449757447779,-0.28131629570771416,0.21588063572624602,False
cg01081737,-0.39554494645023625,-0.06386035231333821,0.22970264938178722,False
cg01085399,0.32239284611813285,-0.17521564309193358,0.2488042446050332,False
cg01086369,-0.7277654113774528,-0.8657808698507017,0.7967731406140772,True
cg01088404,0.19670628757023711,0.10801344345142733,0.15235986551083222,False
cg01090834,0.1180490936544978,0.13578059132668513,0.12691484249059146,False
cg01095157,-0.051782760094133455,0.2914687564230416,0.17162575825858753,False
cg01096487,-0.4719237115955221,-0.4377712006663134,0.45484745613091776,True
cg01101472,-0.5107487498690675,-0.0019691968409840284,0.2563589733550258,False
cg01104425,-0.5453683191393854,-0.1768255869658121,0.36109695305259876,False
cg01104549,-0.2635712556241032,-0.0015437989001842321,0.13255752726214373,False
cg01119718,-0.6169738772446536,-0.5419326909088071,0.5794532840767304,True
cg01128511,-0.03117544368709299,0.34086740198458165,0.18602142283583734,False
cg01134758,-0.0319687655414068,-0.5129547497150712,0.272461757628239,False
cg01142668,-0.4385121338311818,-0.567271937797007,0.5028920358140945,True
cg01146539,-1.153072688205106,-0.46150383684785784,0.8072882625264819,True
cg01146875,0.5810759693292118,-0.061133537194464495,0.3211047532618381,False
cg01148073,-0.06279441353607355,0.42940763196457155,0.24610102275032256,False
cg01149677,-0.40693094260220986,-0.3694610211153789,0.38819598185879434,True
cg01154505,-0.404458144402403,0.2036901244719201,0.3040741344371616,False
cg01154721,0.10715917193252265,0.1709064069708427,0.13903278945168268,False
cg01162108,-0.6209708681778678,-0.3666435719947386,0.49380722008630323,True
cg01166685,0.2679339258557988,0.034582085728966525,0.15125800579238266,False
cg01167323,0.6002676560277703,-0.21800757476234112,0.4091376153950557,False
cg01170124,-0.27939965016999774,-0.11078068105554492,0.19509016561277132,False
cg01178899,-0.8245795337467555,-0.3800162477388087,0.6022978907427821,True
cg01183595,-0.07964668381136042,-0.16977810941826166,0.12471239661481104,False
cg01189638,-0.5585264595794396,-0.06475436303164787,0.3116404113055437,False
cg01196123,0.1742880054196933,-0.36434628549913,0.26931714545941166,False
cg01199327,-0.2687453024426343,0.3716262450550281,0.32018577374883117,False
cg01211852,-0.33870537512153615,0.4101809827127769,0.3744431789171565,False
cg01215963,-0.20415577883144143,0.2546285420548921,0.22939216044316676,False
cg01217601,-1.1633917756165064,-0.7388453554527612,0.9511185655346338,True
cg01219549,-0.38058384972987686,0.10936794694784681,0.24497589833886182,False
cg01221209,-0.5916561538552941,-0.059470048913495305,0.3255631013843947,False
cg01224949,-0.35129813221231343,-0.7690933232926677,0.5601957277524905,True
cg01232969,0.4496280701535531,0.1561824091694299,0.3029052396614915,False
cg01244015,-0.09649662752287226,0.126871819800032,0.11168422366145214,False
cg01248385,-0.3144228716946616,-0.6027477868274664,0.458585329261064,True
cg01249016,-0.3901783068113076,-0.11562955804638043,0.252903932428844,False
cg01251360,-0.02108608344610666,0.16813737267517348,0.09461172806064007,False
cg01254707,-0.1929332536755749,-0.06912559447310686,0.13102942407434087,False
cg01263942,-1.3897326482478731,-0.4555250880321338,0.9226288681400034,True
cg01278596,0.28801558215465134,0.0056318300100500285,0.14682370608235068,False
cg01281038,-0.8827227038198011,0.09797061687675493,0.490346660348278,False
cg01284881,0.26001515394061725,-0.20605368350858047,0.23303441872459885,False
cg01303236,-0.635545464043357,-0.11263928842127584,0.3740923762323164,False
cg01311470,-0.22926412679298047,-0.34465199093915677,0.2869580588660686,False
cg01312997,0.0337697080521339,-0.8664393764136276,0.4501045422328807,False
cg01313422,0.1607502680845627,0.49421994848957695,0.32748510828706984,False
cg01321220,-0.5202193276842177,-0.23878558167736583,0.3795024546807918,False
cg01321962,-0.34823819935079703,-0.6783283856481436,0.5132832924994704,True
cg01330991,-0.04134874464434383,0.44256554180548974,0.2419571432249168,False
cg01332882,0.3973885487260939,0.3507093212556366,0.3740489349908652,True
cg01333788,-0.9016187515478433,-0.18046418901149303,0.5410414702796682,False
cg01342411,-0.19209111385256464,-0.04334276628373937,0.117716940068152,False
cg01346158,-0.5789802023776247,-0.008596623323914214,0.29378841285076945,False
cg01349691,-0.528872668224113,-0.9706153835124125,0.7497440258682628,True
cg01356872,-0.3199948167005171,-0.21964774486486624,0.2698212807826917,False
cg01357222,-0.5148659084020364,0.28598834810686086,0.4004271282544486,False
cg01357429,0.46194205071538663,0.30567510202655906,0.3838085763709729,True
cg01357771,-0.6007031247830532,-0.062496604502835666,0.33159986464294444,False
cg01360627,-0.06473079355359786,0.4570026189122492,0.2608667062329235,False
cg01362515,0.14714524153699074,0.208982112900259,0.17806367721862487,False
cg01364833,0.009431903007567266,0.24341672475288473,0.12642431388022599,False
cg01366941,-0.36218669253051045,-0.14337528101320207,0.25278098677185623,False
cg01367992,-0.2654942106190462,-0.2717582525575391,0.2686262315882927,False
cg01382181,-0.8667114836789509,-0.1660646589432388,0.5163880713110949,False
cg01386080,-0.39716374015244016,0.03589588207011997,0.21652981111128006,False
cg01392776,-0.46389465372564465,-0.646616404995233,0.5552555293604389,True
cg01400750,-0.3543948350216022,-0.5547399526879325,0.45456739385476735,True
cg01409709,-1.312742258077636,-0.5557029703044117,0.9342226141910239,True
cg01409985,-0.3260533886932043,0.10999097926302792,0.21802218397811612,False
cg01416168,-0.7063742759547402,-0.37729962789432625,0.5418369519245332,True
cg01417692,-0.8251979381318597,-0.7023138163000794,0.7637558772159696,True
cg01418951,-0.4330065932422707,0.06164895281195994,0.2473277730271153,False
cg01419713,-0.2358567527784513,-0.31635381394571194,0.2761052833620816,False
cg01424562,0.08926923936696704,-0.06378343746904573,0.07652633841800638,False
cg01425666,0.41025795610373705,0.6179443789385405,0.5141011675211388,True
cg01432945,0.0033138275279313125,-0.11170718774307363,0.05751050763550247,False
cg01443488,-0.6069815511903502,0.029423694674445718,0.318202622932398,False
cg01446393,-0.7419230695503495,-0.23977598237746262,0.4908495259639061,False
cg01453157,-0.442896641431653,-0.27259851855729816,0.3577475799944756,False
cg01453814,-0.17413112568826397,-0.6443597277927396,0.4092454267405018,False
cg01454237,0.06678454016739879,0.02676231426638729,0.04677342721689304,False
cg01473816,-0.254941321260803,0.16870052105623415,0.21182092115851858,False
