"probeID","EID","CM","EC","FB","MP","SMC","weight"
"cg01025690",3912,0.0095609256426193,0.0095609256426193,0,0.0095609256426193,0.0095609256426193,0.0095609256426193
"cg01032630",51020,0,0.584859664255911,0.584859664255911,0.584859664255911,0.584859664255911,0.584859664255911
"cg01043759",800,0.9,0.9,0,0.9,0,0.9
"cg01047414",5264,0,0.587092459763373,0.587092459763373,0.587092459763373,0.587092459763373,0.587092459763373
"cg01056242",283383,0,0.8275,0,0.8275,0.8275,0.8275
"cg01057552",84033,0,0.464,0.464,0.464,0.464,0.464
"cg01059398",8743,0.167039519573651,0,0,0.167039519573651,0.167039519573651,0.167039519573651
"cg01060059",5019,0,0.222727272727273,0.222727272727273,0.222727272727273,0.222727272727273,0.222727272727273
"cg01065586",4338,0,0.028540133338534,0.028540133338534,0.028540133338534,0.028540133338534,0.028540133338534
"cg01066157",23345,0,0,0.831437463012655,0.831437463012655,0.831437463012655,0.831437463012655
"cg01067983",5269,0,0.061644362051661,0.061644362051661,0.061644362051661,0.061644362051661,0.061644362051661
"cg01070197",10395,0.776666666666667,0,0.776666666666667,0.776666666666667,0,0.776666666666667
"cg01076971",10404,0.029375,0.029375,0,0.029375,0.029375,0.029375
"cg01077501",800,0.9,0.9,0,0.9,0,0.9
"cg01084386",84033,0,0.464,0.464,0.464,0.464,0.464
"cg01100043",10267,0,0.1115625,0.1115625,0.1115625,0.1115625,0.1115625
"cg01127412",165904,0,0.885,0.885,0.885,0.885,0.885
"cg01129951",6123,0,0.590874786393726,0.590874786393726,0.590874786393726,0.590874786393726,0.590874786393726
"cg01132696",3115,0.37525694306936,0,0.37525694306936,0,0.37525694306936,0.37525694306936
"cg01137047",5269,0,0.061644362051661,0.061644362051661,0.061644362051661,0.061644362051661,0.061644362051661
"cg01140143",3113,0.196886199748856,0,0.196886199748856,0,0.196886199748856,0.196886199748856
"cg01142668",9351,0.0609090909090909,0,0.0609090909090909,0.0609090909090909,0.0609090909090909,0.0609090909090909
"cg01143222",401265,0,0.415454545454545,0.415454545454545,0.415454545454545,0.415454545454545,0.415454545454545
"cg01151642",125,0.675,0.675,0,0.675,0.675,0.675
"cg01154527",9590,0.657661735620164,0.657661735620164,0,0.657661735620164,0,0.657661735620164
"cg01158220",23190,0,0.00912638854270297,0.00912638854270297,0.00912638854270297,0.00912638854270297,0.00912638854270297
"cg01158934",3550,0,0.0223179447724711,0.0223179447724711,0.0223179447724711,0.0223179447724711,0.0223179447724711
"cg01163330",22906,0,0.827993627466717,0.827993627466717,0.827993627466717,0.827993627466717,0.827993627466717
"cg01176823",3488,0.5125,0.5125,0,0.5125,0,0.5125
"cg01186871",5019,0,0.222727272727273,0.222727272727273,0.222727272727273,0.222727272727273,0.222727272727273
"cg01195628",84033,0,0.464,0.464,0.464,0.464,0.464
"cg01195848",84033,0,0.464,0.464,0.464,0.464,0.464
"cg01201482",55679,0,0.952929006781629,0.952929006781629,0.952929006781629,0.952929006781629,0.952929006781629
"cg01211283",157310,0,0.735,0.735,0.735,0.735,0.735
"cg01240229",6638,0,0.525209218848025,0.525209218848025,0.525209218848025,0.525209218848025,0.525209218848025
"cg01246617",8988,0,0.812386147320026,0.812386147320026,0.812386147320026,0.812386147320026,0.812386147320026
"cg01254505",684,0.47955696369916,0,0.47955696369916,0,0.47955696369916,0.47955696369916
"cg01260502",168537,0.750433101951523,0,0.750433101951523,0,0.750433101951523,0.750433101951523
"cg01264106",3956,0.164863335581872,0.164863335581872,0,0.164863335581872,0,0.164863335581872
"cg01266060",5269,0,0.061644362051661,0.061644362051661,0.061644362051661,0.061644362051661,0.061644362051661
"cg01266287",6236,0,0.0576923076923077,0.0576923076923077,0.0576923076923077,0.0576923076923077,0.0576923076923077
"cg01266543",23190,0,0.00912638854270297,0.00912638854270297,0.00912638854270297,0.00912638854270297,0.00912638854270297
"cg01281501",283383,0,0.8275,0,0.8275,0.8275,0.8275
"cg01289561",22808,0,0.628333333333333,0.628333333333333,0.628333333333333,0.628333333333333,0.628333333333333
"cg01294686",83442,0.246627095981925,0.246627095981925,0,0,0.246627095981925,0.246627095981925
"cg01296918",84700,0,0.72684211163612,0.72684211163612,0.72684211163612,0.72684211163612,0.72684211163612
"cg01329005",684,0.47955696369916,0,0.47955696369916,0,0.47955696369916,0.47955696369916
"cg01346158",9351,0.0609090909090909,0,0.0609090909090909,0.0609090909090909,0.0609090909090909,0.0609090909090909
"cg01347957",3959,0,0.404755635476551,0.404755635476551,0.404755635476551,0.404755635476551,0.404755635476551
"cg01349856",4016,0,0.333857788544925,0.333857788544925,0.333857788544925,0.333857788544925,0.333857788544925
"cg01350686",127294,0,0.368823632360427,0.368823632360427,0.368823632360427,0.368823632360427,0.368823632360427
"cg01353907",283383,0,0.8275,0,0.8275,0.8275,0.8275
"cg01357956",50808,0,0.0843422102774502,0.0843422102774502,0.0843422102774502,0.0843422102774502,0.0843422102774502
"cg01364769",23412,0,0.0263157894736842,0.0263157894736842,0.0263157894736842,0.0263157894736842,0.0263157894736842
"cg01366246",3280,0.0291666666666667,0.0291666666666667,0,0.0291666666666667,0,0.0291666666666667
"cg01401219",23190,0,0.00912638854270297,0.00912638854270297,0.00912638854270297,0.00912638854270297,0.00912638854270297
"cg01406864",5764,0.0833333333333333,0.0833333333333333,0,0.0833333333333333,0.0833333333333333,0.0833333333333333
"cg01407332",283383,0,0.8275,0,0.8275,0.8275,0.8275
"cg01409709",1293,0.782593082650716,0.782593082650716,0,0.782593082650716,0.782593082650716,0.782593082650716
"cg01414934",83442,0.246627095981925,0.246627095981925,0,0,0.246627095981925,0.246627095981925
"cg01419479",2752,0,0.724997023758654,0,0,0.724997023758654,0.724997023758654
"cg01421309",113622,0,0.835,0.835,0.835,0.835,0.835
"cg01427750",283383,0,0.8275,0,0.8275,0.8275,0.8275
"cg01430390",201294,0,0.613186358071922,0.613186358071922,0.613186358071922,0.613186358071922,0.613186358071922
"cg01430604",283383,0,0.8275,0,0.8275,0.8275,0.8275
"cg01434197",6277,0.0236363636363636,0.0236363636363636,0,0,0.0236363636363636,0.0236363636363636
"cg01434783",10252,0.0288888888888889,0,0,0.0288888888888889,0,0.0288888888888889
"cg01440489",1997,0.365,0,0.365,0,0.365,0.365
"cg01444712",168537,0.750433101951523,0,0.750433101951523,0,0.750433101951523,0.750433101951523
"cg01446393",11170,0.905214695513139,0,0.905214695513139,0.905214695513139,0.905214695513139,0.905214695513139
"cg01447854",84033,0,0.464,0.464,0.464,0.464,0.464
"cg01448881",477,0,0.44,0.44,0.44,0.44,0.44
"cg01483653",2217,0.471583241837932,0.471583241837932,0,0,0.471583241837932,0.471583241837932
"cg01486558",22906,0,0.827993627466717,0.827993627466717,0.827993627466717,0.827993627466717,0.827993627466717
"cg01493379",1293,0.782593082650716,0.782593082650716,0,0.782593082650716,0.782593082650716,0.782593082650716
"cg01493740",2697,0,0.41,0.41,0.41,0.41,0.41
"cg01500527",10457,0,0.91780441177638,0.91780441177638,0.91780441177638,0.91780441177638,0.91780441177638
"cg01505111",51020,0,0.584859664255911,0.584859664255911,0.584859664255911,0.584859664255911,0.584859664255911
"cg01513802",23345,0,0,0.831437463012655,0.831437463012655,0.831437463012655,0.831437463012655
"cg01529092",2200,0.339991944480098,0.339991944480098,0,0.339991944480098,0.339991944480098,0.339991944480098
"cg01532749",22808,0,0.628333333333333,0.628333333333333,0.628333333333333,0.628333333333333,0.628333333333333
"cg01542023",26471,0.771040438481278,0.771040438481278,0,0.771040438481278,0,0.771040438481278
"cg01548249",140467,0,0.0316874600480474,0.0316874600480474,0.0316874600480474,0.0316874600480474,0.0316874600480474
"cg01555431",9590,0.657661735620164,0.657661735620164,0,0.657661735620164,0,0.657661735620164
"cg01557798",84033,0,0.464,0.464,0.464,0.464,0.464
"cg01562552",11343,0.117024265644955,0,0.117024265644955,0.117024265644955,0,0.117024265644955
"cg01566217",947,0.28,0,0,0.28,0.28,0.28
"cg01574231",201294,0,0.613186358071922,0.613186358071922,0.613186358071922,0.613186358071922,0.613186358071922
"cg01588464",2752,0,0.724997023758654,0,0,0.724997023758654,0.724997023758654
"cg01598007",92235,0,0.91,0.91,0.91,0.91,0.91
"cg01601628",972,0.240379543582073,0,0.240379543582073,0,0.240379543582073,0.240379543582073
"cg01614723",730,0.47,0.47,0,0.47,0.47,0.47
"cg01620308",5621,0,0.770626707191095,0.770626707191095,0.770626707191095,0.770626707191095,0.770626707191095
"cg01620570",5376,0.608660921436844,0.608660921436844,0,0.608660921436844,0.608660921436844,0.608660921436844
"cg01623438",1522,0.426190476190476,0.426190476190476,0.426190476190476,0,0.426190476190476,0.426190476190476
"cg01624348",10395,0.776666666666667,0,0.776666666666667,0.776666666666667,0,0.776666666666667
"cg01632300",23345,0,0,0.831437463012655,0.831437463012655,0.831437463012655,0.831437463012655
"cg01637131",3280,0.0291666666666667,0.0291666666666667,0,0.0291666666666667,0,0.0291666666666667
"cg01637519",4154,0,0.6025,0.6025,0.6025,0.6025,0.6025
"cg01638175",3913,0,0.935,0.935,0.935,0.935,0.935
"cg01644972",9086,0,0.190667479258488,0.190667479258488,0.190667479258488,0.190667479258488,0.190667479258488
"cg01649647",10398,0,0.165294117647059,0.165294117647059,0.165294117647059,0,0.165294117647059
"cg01652927",4016,0,0.333857788544925,0.333857788544925,0.333857788544925,0.333857788544925,0.333857788544925
"cg01661742",27309,0,0.030395304298774,0.030395304298774,0.030395304298774,0.030395304298774,0.030395304298774
"cg01663968",1522,0.426190476190476,0.426190476190476,0.426190476190476,0,0.426190476190476,0.426190476190476
"cg01679043",23345,0,0,0.831437463012655,0.831437463012655,0.831437463012655,0.831437463012655
"cg01679512",113622,0,0.835,0.835,0.835,0.835,0.835
"cg01696603",51020,0,0.584859664255911,0.584859664255911,0.584859664255911,0.584859664255911,0.584859664255911
"cg01703355",4154,0,0.6025,0.6025,0.6025,0.6025,0.6025
"cg01721818",1653,0,0.0727380466364186,0.0727380466364186,0.0727380466364186,0.0727380466364186,0.0727380466364186
"cg01732984",8803,0,0.0166513754246187,0.0166513754246187,0.0166513754246187,0.0166513754246187,0.0166513754246187
"cg01750764",84033,0,0.464,0.464,0.464,0.464,0.464
"cg01751605",5764,0.0833333333333333,0.0833333333333333,0,0.0833333333333333,0.0833333333333333,0.0833333333333333
"cg01761729",55679,0,0.952929006781629,0.952929006781629,0.952929006781629,0.952929006781629,0.952929006781629
"cg01765600",84033,0,0.464,0.464,0.464,0.464,0.464
"cg01773515",140467,0,0.0316874600480474,0.0316874600480474,0.0316874600480474,0.0316874600480474,0.0316874600480474
"cg01786704",6638,0,0.525209218848025,0.525209218848025,0.525209218848025,0.525209218848025,0.525209218848025
"cg01792616",6345,0,0.740467966124173,0.740467966124173,0.740467966124173,0.740467966124173,0.740467966124173
"cg01797043",6123,0,0.590874786393726,0.590874786393726,0.590874786393726,0.590874786393726,0.590874786393726
"cg01802117",6342,0,0.0187772027288867,0.0187772027288867,0.0187772027288867,0.0187772027288867,0.0187772027288867
"cg01803679",26471,0.771040438481278,0.771040438481278,0,0.771040438481278,0,0.771040438481278
"cg01804934",3113,0.196886199748856,0,0.196886199748856,0,0.196886199748856,0.196886199748856
"cg01807770",306,0.534649018333058,0,0.534649018333058,0.534649018333058,0.534649018333058,0.534649018333058
"cg01810471",113622,0,0.835,0.835,0.835,0.835,0.835
"cg01816748",5159,0.302507045788869,0.302507045788869,0,0.302507045788869,0,0.302507045788869
"cg01816880",84033,0,0.464,0.464,0.464,0.464,0.464
"cg01818369",2200,0.339991944480098,0.339991944480098,0,0.339991944480098,0.339991944480098,0.339991944480098
