"probeID","EID","Basal","Fib","Gland","Macro","NeuIm","NeuMa","Peri","Plasma","Tcell","weight"
"cg00082664","6423","0.02","0.0","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.02"
"cg00082897","1890","0.0683870967741935","0.0683870967741935","0.0683870967741935","0.0","0.0683870967741935","0.0683870967741935","0.0","0.0","0.0683870967741935","0.0683870967741935"
"cg00083993","5521","0.485","0.485","0.485","0.485","0.0","0.0","0.485","0.485","0.485","0.485"
"cg00085438","4154","0.6025","0.6025","0.6025","0.6025","0.6025","0.6025","0.0","0.6025","0.6025","0.6025"
"cg00101713","6447","0.3191310471121585","0.3191310471121585","0.3191310471121585","0.3191310471121585","0.0","0.0","0.3191310471121585","0.3191310471121585","0.3191310471121585","0.3191310471121585"
"cg00104131","55179","0.1546103896103896","0.1546103896103896","0.1546103896103896","0.1546103896103896","0.0","0.1546103896103896","0.1546103896103896","0.1546103896103896","0.1546103896103896","0.1546103896103896"
"cg00108454","712","0.85","0.85","0.85","0.0","0.85","0.85","0.85","0.85","0.85","0.85"
"cg00110675","23564","0.035378180641","0.035378180641","0.035378180641","0.035378180641","0.0","0.0","0.0","0.035378180641","0.035378180641","0.035378180641"
"cg00112517","84152","0.0771428571428571","0.0771428571428571","0.0","0.0771428571428571","0.0771428571428571","0.0771428571428571","0.0771428571428571","0.0771428571428571","0.0771428571428571","0.0771428571428571"
"cg00124004","8895","nan","nan","nan","nan","0.0","nan","nan","nan","nan","0.0"
"cg00124375","23564","0.035378180641","0.035378180641","0.035378180641","0.035378180641","0.0","0.0","0.0","0.035378180641","0.035378180641","0.035378180641"
"cg00136477","714","0.8866666666666667","0.8866666666666667","0.8866666666666667","0.0","0.8866666666666667","0.8866666666666667","0.8866666666666667","0.8866666666666667","0.8866666666666667","0.8866666666666667"
"cg00141162","3059","0.7864910425730678","0.7864910425730678","0.7864910425730678","0.0","0.7864910425730678","0.7864910425730678","0.7864910425730678","0.7864910425730678","0.7864910425730678","0.7864910425730678"
"cg00142150","3956","0.0","0.0","0.0","0.0","nan","nan","nan","0.0","nan","0.0"
"cg00142933","55679","0.9529290067816292","0.9529290067816292","0.9529290067816292","0.9529290067816292","0.9529290067816292","0.9529290067816292","0.0","0.9529290067816292","0.9529290067816292","0.9529290067816292"
"cg00155846","10439","0.2583333333333333","0.2583333333333333","0.2583333333333333","0.2583333333333333","0.2583333333333333","0.0","0.2583333333333333","0.2583333333333333","0.2583333333333333","0.2583333333333333"
"cg00158539","23040","0.8471428571428572","0.8471428571428572","0.8471428571428572","0.8471428571428572","0.0","0.8471428571428572","0.8471428571428572","0.8471428571428572","0.8471428571428572","0.8471428571428572"
"cg00159503","22827","nan","nan","nan","nan","0.0","0.0","nan","nan","nan","0.0"
"cg00159953","1292","0.1408949229746017","0.0","0.1408949229746017","0.1408949229746017","0.1408949229746017","0.0","0.1408949229746017","0.1408949229746017","0.1408949229746017","0.1408949229746017"
"cg00168514","5621","0.0","nan","nan","nan","0.0","0.0","nan","nan","nan","0.0"
"cg00175838","23564","0.035378180641","0.035378180641","0.035378180641","0.035378180641","0.0","0.0","0.0","0.035378180641","0.035378180641","0.035378180641"
"cg00179070","1277","nan","0.0","nan","nan","nan","nan","nan","nan","nan","0.0"
"cg00189989","7122","0.8970095005763045","0.8970095005763045","0.8970095005763045","0.8970095005763045","0.8970095005763045","0.8970095005763045","0.0","0.8970095005763045","0.8970095005763045","0.8970095005763045"
"cg00192882","4239","0.4159903157253002","0.0","0.4159903157253002","0.4159903157253002","0.4159903157253002","0.4159903157253002","0.4159903157253002","0.4159903157253002","0.4159903157253002","0.4159903157253002"
"cg00194277","11185","0.7620453602778802","0.0","0.7620453602778802","0.7620453602778802","0.7620453602778802","0.7620453602778802","0.7620453602778802","0.7620453602778802","0.7620453602778802","0.7620453602778802"
"cg00196167","154791","nan","nan","nan","nan","0.0","0.0","nan","nan","nan","0.0"
"cg00208153","27253","0.03","0.03","0.03","0.03","0.0","0.03","0.03","0.03","0.03","0.03"
"cg00216361","2596","0.1475","0.1475","0.1475","0.1475","0.0","0.0","0.1475","0.1475","0.1475","0.1475"
"cg00218649","4245","nan","nan","nan","nan","nan","nan","0.0","nan","nan","0.0"
"cg00236305","23040","0.8471428571428572","0.8471428571428572","0.8471428571428572","0.8471428571428572","0.0","0.8471428571428572","0.8471428571428572","0.8471428571428572","0.8471428571428572","0.8471428571428572"
"cg00239353","9235","0.8633333333333333","0.8633333333333333","0.8633333333333333","0.8633333333333333","0.8633333333333333","0.8633333333333333","0.8633333333333333","0.8633333333333333","0.0","0.8633333333333333"
"cg00241712","53947","0.1783333333333333","0.1783333333333333","0.1783333333333333","0.1783333333333333","0.0","0.1783333333333333","0.1783333333333333","0.1783333333333333","0.1783333333333333","0.1783333333333333"
"cg00248302","83416","0.6733333333333333","0.6733333333333333","0.6733333333333333","0.6733333333333333","0.6733333333333333","0.6733333333333333","0.6733333333333333","0.0","0.6733333333333333","0.6733333333333333"
"cg00250805","871","0.0803333333333333","0.0803333333333333","0.0803333333333333","0.0803333333333333","0.0803333333333333","0.0803333333333333","0.0","0.0803333333333333","0.0803333333333333","0.0803333333333333"
"cg00268009","128","0.0","nan","nan","nan","nan","nan","nan","nan","nan","0.0"
"cg00268086","22861","0.6572385685878366","0.6572385685878366","0.6572385685878366","0.6572385685878366","0.0","0.0","0.6572385685878366","0.6572385685878366","0.6572385685878366","0.6572385685878366"
"cg00274357","22827","nan","nan","nan","nan","0.0","0.0","nan","nan","nan","0.0"
"cg00287713","23040","0.8471428571428572","0.8471428571428572","0.8471428571428572","0.8471428571428572","0.0","0.8471428571428572","0.8471428571428572","0.8471428571428572","0.8471428571428572","0.8471428571428572"
"cg00292540","25937","0.566392560112367","0.566392560112367","0.566392560112367","0.566392560112367","0.566392560112367","0.566392560112367","0.0","0.566392560112367","0.566392560112367","0.566392560112367"
"cg00292662","3956","0.0","0.0","0.0","0.0","nan","nan","nan","0.0","nan","0.0"
"cg00307497","8609","0.268","0.268","0.268","0.268","0.0","0.268","0.268","0.268","0.268","0.268"
"cg00309965","641700","0.6027776436466401","0.6027776436466401","0.6027776436466401","0.6027776436466401","0.6027776436466401","0.6027776436466401","0.0","0.6027776436466401","0.6027776436466401","0.6027776436466401"
"cg00311799","8722","0.88125","0.88125","0.0","0.88125","0.88125","0.0","0.88125","0.88125","0.88125","0.88125"
"cg00318347","64641","0.1508988659323364","0.1508988659323364","0.1508988659323364","0.1508988659323364","0.0","0.0","0.1508988659323364","0.1508988659323364","0.1508988659323364","0.1508988659323364"
"cg00320539","23040","0.8471428571428572","0.8471428571428572","0.8471428571428572","0.8471428571428572","0.0","0.8471428571428572","0.8471428571428572","0.8471428571428572","0.8471428571428572","0.8471428571428572"
"cg00321931","3148","nan","nan","nan","nan","0.0","0.0","0.0","nan","nan","0.0"
"cg00322946","23412","0.0263157894736842","0.0263157894736842","0.0263157894736842","0.0263157894736842","0.0","0.0263157894736842","0.0263157894736842","0.0","0.0263157894736842","0.0263157894736842"
"cg00323915","55303","0.91","0.91","0.91","0.91","0.91","0.91","0.0","0.91","0.91","0.91"
"cg00327577","29108","0.0728021978021978","0.0728021978021978","0.0728021978021978","0.0","0.0728021978021978","0.0728021978021978","0.0728021978021978","0.0728021978021978","0.0728021978021978","0.0728021978021978"
"cg00328075","10395","0.7766666666666666","0.7766666666666666","0.7766666666666666","0.7766666666666666","0.7766666666666666","0.7766666666666666","0.0","0.7766666666666666","0.7766666666666666","0.7766666666666666"
"cg00329300","100131187","0.0","0.2549300699300699","0.0","0.2549300699300699","0.2549300699300699","0.0","0.2549300699300699","0.2549300699300699","0.2549300699300699","0.2549300699300699"
"cg00338893","51650","0.0","nan","nan","nan","0.0","0.0","nan","nan","nan","0.0"
"cg00346256","718","0.5835689820236495","0.5835689820236495","0.5835689820236495","0.0","0.5835689820236495","0.5835689820236495","0.5835689820236495","0.5835689820236495","0.5835689820236495","0.5835689820236495"
"cg00357087","28985","nan","nan","nan","nan","0.0","nan","nan","nan","nan","0.0"
"cg00357837","8436","0.7475","0.7475","0.7475","0.7475","0.7475","0.7475","0.0","0.7475","0.7475","0.7475"
"cg00360107","558","0.02","0.02","0.02","0.0","0.02","0.02","0.02","0.02","0.02","0.02"
"cg00368577","3852","0.0","0.8081074017886702","0.8081074017886702","0.8081074017886702","0.8081074017886702","0.8081074017886702","0.8081074017886702","0.8081074017886702","0.8081074017886702","0.8081074017886702"
"cg00369658","710","0.75","0.0","0.75","0.75","0.75","0.75","0.75","0.75","0.75","0.75"
"cg00373436","29114","0.24","0.24","0.24","0.24","0.24","0.0","0.24","0.24","0.24","0.24"
"cg00374927","55179","0.1546103896103896","0.1546103896103896","0.1546103896103896","0.1546103896103896","0.0","0.1546103896103896","0.1546103896103896","0.1546103896103896","0.1546103896103896","0.1546103896103896"
"cg00375581","1292","0.1408949229746017","0.0","0.1408949229746017","0.1408949229746017","0.1408949229746017","0.0","0.1408949229746017","0.1408949229746017","0.1408949229746017","0.1408949229746017"
"cg00380283","5621","0.0","nan","nan","nan","0.0","0.0","nan","nan","nan","0.0"
"cg00383136","3122","0.203312958295465","0.203312958295465","0.203312958295465","0.0","0.203312958295465","0.203312958295465","0.0","0.203312958295465","0.203312958295465","0.203312958295465"
"cg00386408","7045","nan","0.0","nan","nan","nan","nan","nan","nan","nan","0.0"
"cg00403478","3113","0.1968861997488558","0.1968861997488558","0.1968861997488558","0.0","0.1968861997488558","0.1968861997488558","0.0","0.1968861997488558","0.1968861997488558","0.1968861997488558"
"cg00416645","3488","0.0","0.0","0.5125","0.5125","0.5125","0.5125","0.5125","0.5125","0.5125","0.5125"
"cg00419094","9891","0.1722222222222222","0.1722222222222222","0.1722222222222222","0.1722222222222222","0.1722222222222222","0.1722222222222222","0.0","0.1722222222222222","0.1722222222222222","0.1722222222222222"
"cg00420348","283229","0.905","0.905","0.0","0.905","0.905","0.905","0.905","0.905","0.905","0.905"
"cg00424572","64641","0.1508988659323364","0.1508988659323364","0.1508988659323364","0.1508988659323364","0.0","0.0","0.1508988659323364","0.1508988659323364","0.1508988659323364","0.1508988659323364"
"cg00431549","4256","0.7755827599189722","0.0","0.7755827599189722","0.7755827599189722","0.7755827599189722","0.7755827599189722","0.0","0.7755827599189722","0.7755827599189722","0.7755827599189722"
"cg00431673","10395","0.7766666666666666","0.7766666666666666","0.7766666666666666","0.7766666666666666","0.7766666666666666","0.7766666666666666","0.0","0.7766666666666666","0.7766666666666666","0.7766666666666666"
"cg00439089","1277","nan","0.0","nan","nan","nan","nan","nan","nan","nan","0.0"
"cg00441709","5048","nan","nan","nan","nan","0.0","nan","nan","nan","nan","0.0"
"cg00442430","951","0.9021819420607722","0.9021819420607722","0.9021819420607722","0.0","0.9021819420607722","0.9021819420607722","0.9021819420607722","0.9021819420607722","0.9021819420607722","0.9021819420607722"
"cg00443869","153733","0.0321052631578947","0.0321052631578947","0.0321052631578947","0.0321052631578947","0.0","0.0321052631578947","0.0321052631578947","0.0321052631578947","0.0321052631578947","0.0321052631578947"
"cg00446235","100131187","0.0","0.2549300699300699","0.0","0.2549300699300699","0.2549300699300699","0.0","0.2549300699300699","0.2549300699300699","0.2549300699300699","0.2549300699300699"
"cg00447324","6352","0.8442393684521723","0.8442393684521723","0.8442393684521723","0.8442393684521723","0.8442393684521723","0.8442393684521723","0.8442393684521723","0.8442393684521723","0.0","0.8442393684521723"
"cg00449067","10203","0.1","0.1","0.1","0.1","0.1","0.1","0.0","0.1","0.1","0.1"
"cg00451215","154791","nan","nan","nan","nan","0.0","0.0","nan","nan","nan","0.0"
"cg00455439","220965","0.01","0.01","0.01","0.01","0.01","0.01","0.0","0.01","0.01","0.01"
"cg00460916","3682","0.9175","0.9175","0.9175","0.9175","0.0","0.0","0.9175","0.9175","0.9175","0.9175"
"cg00463732","3682","0.9175","0.9175","0.9175","0.9175","0.0","0.0","0.9175","0.9175","0.9175","0.9175"
"cg00466425","780","0.0","nan","nan","nan","nan","nan","nan","nan","nan","0.0"
"cg00467652","8692","0.878","0.878","0.878","0.878","0.878","0.878","0.0","0.878","0.878","0.878"
"cg00471190","9235","0.8633333333333333","0.8633333333333333","0.8633333333333333","0.8633333333333333","0.8633333333333333","0.8633333333333333","0.8633333333333333","0.8633333333333333","0.0","0.8633333333333333"
"cg00475193","7108","0.095","0.095","0.0","0.095","0.095","0.095","0.095","0.095","0.095","0.095"
"cg00476317","10395","0.7766666666666666","0.7766666666666666","0.7766666666666666","0.7766666666666666","0.7766666666666666","0.7766666666666666","0.0","0.7766666666666666","0.7766666666666666","0.7766666666666666"
"cg00480231","23040","0.8471428571428572","0.8471428571428572","0.8471428571428572","0.8471428571428572","0.0","0.8471428571428572","0.8471428571428572","0.8471428571428572","0.8471428571428572","0.8471428571428572"
"cg00485707","3669","0.88","0.88","0.88","0.88","0.88","0.88","0.88","0.0","0.88","0.88"
"cg00486525","27249","0.0","nan","nan","nan","0.0","0.0","nan","nan","nan","0.0"
"cg00491021","5327","nan","nan","nan","nan","nan","nan","0.0","nan","nan","0.0"
"cg00491963","9246","nan","nan","nan","nan","0.0","0.0","nan","nan","nan","0.0"
"cg00495289","3475","0.0","0.3398108300051992","0.3398108300051992","0.3398108300051992","0.3398108300051992","0.3398108300051992","0.3398108300051992","0.3398108300051992","0.3398108300051992","0.3398108300051992"
"cg00502730","220965","0.01","0.01","0.01","0.01","0.01","0.01","0.0","0.01","0.01","0.01"
"cg00507815","2739","nan","nan","nan","nan","0.0","0.0","nan","nan","nan","0.0"
"cg00512404","397","0.94","0.94","0.94","0.0","0.94","0.94","0.0","0.94","0.0","0.94"
"cg00514407","5270","nan","nan","nan","nan","0.0","0.0","nan","nan","nan","0.0"
"cg00514575","4245","nan","nan","nan","nan","nan","nan","0.0","nan","nan","0.0"
"cg00528492","3122","0.203312958295465","0.203312958295465","0.203312958295465","0.0","0.203312958295465","0.203312958295465","0.0","0.203312958295465","0.203312958295465","0.203312958295465"
"cg00539174","1522","0.4261904761904762","0.4261904761904762","0.4261904761904762","0.0","0.4261904761904762","0.4261904761904762","0.4261904761904762","0.4261904761904762","0.4261904761904762","0.4261904761904762"
"cg00540544","1465","0.8013888888888889","0.0","0.8013888888888889","0.8013888888888889","0.8013888888888889","0.8013888888888889","0.8013888888888889","0.8013888888888889","0.8013888888888889","0.8013888888888889"
"cg00541683","64129","0.1632138375250183","0.1632138375250183","0.1632138375250183","0.1632138375250183","0.1632138375250183","0.1632138375250183","0.0","0.1632138375250183","0.1632138375250183","0.1632138375250183"
"cg00554413","4070","0.0","0.292661897490563","0.0","0.292661897490563","0.292661897490563","0.292661897490563","0.292661897490563","0.292661897490563","0.292661897490563","0.292661897490563"
"cg00557840","9962","0.0","nan","nan","nan","nan","nan","nan","nan","nan","0.0"
"cg00565263","64129","0.1632138375250183","0.1632138375250183","0.1632138375250183","0.1632138375250183","0.1632138375250183","0.1632138375250183","0.0","0.1632138375250183","0.1632138375250183","0.1632138375250183"
"cg00566431","9246","nan","nan","nan","nan","0.0","0.0","nan","nan","nan","0.0"
"cg00570906","3115","0.3752569430693597","0.3752569430693597","0.3752569430693597","0.0","0.3752569430693597","0.3752569430693597","0.0","0.3752569430693597","0.3752569430693597","0.3752569430693597"
"cg00575744","3109","0.5608799982664641","0.5608799982664641","0.5608799982664641","0.0","0.5608799982664641","0.5608799982664641","0.5608799982664641","0.5608799982664641","0.5608799982664641","0.5608799982664641"
"cg00575896","8692","0.878","0.878","0.878","0.878","0.878","0.878","0.0","0.878","0.878","0.878"
"cg00590670","3488","0.0","0.0","0.5125","0.5125","0.5125","0.5125","0.5125","0.5125","0.5125","0.5125"
"cg00595022","153733","0.0321052631578947","0.0321052631578947","0.0321052631578947","0.0321052631578947","0.0","0.0321052631578947","0.0321052631578947","0.0321052631578947","0.0321052631578947","0.0321052631578947"
"cg00608605","23564","0.035378180641","0.035378180641","0.035378180641","0.035378180641","0.0","0.0","0.0","0.035378180641","0.035378180641","0.035378180641"
"cg00611301","51020","0.0","nan","0.0","nan","nan","0.0","nan","nan","nan","0.0"
"cg00618312","1997","0.365","0.365","0.365","0.365","0.365","0.365","0.0","0.365","0.365","0.365"
"cg00633736","5376","0.6086609214368442","0.6086609214368442","0.6086609214368442","0.6086609214368442","0.6086609214368442","0.6086609214368442","0.0","0.6086609214368442","0.6086609214368442","0.6086609214368442"
"cg00638021","1277","nan","0.0","nan","nan","nan","nan","nan","nan","nan","0.0"
"cg00647881","6273","0.0","0.6087499999999999","0.6087499999999999","0.6087499999999999","0.6087499999999999","0.6087499999999999","0.6087499999999999","0.6087499999999999","0.6087499999999999","0.6087499999999999"
"cg00648919","25937","0.566392560112367","0.566392560112367","0.566392560112367","0.566392560112367","0.566392560112367","0.566392560112367","0.0","0.566392560112367","0.566392560112367","0.566392560112367"
"cg00653387","5764","0.0833333333333333","0.0","0.0833333333333333","0.0833333333333333","0.0833333333333333","0.0","0.0833333333333333","0.0833333333333333","0.0833333333333333","0.0833333333333333"
"cg00661673","23022","0.0","0.8766666666666667","0.8766666666666667","0.8766666666666667","0.8766666666666667","0.8766666666666667","0.8766666666666667","0.8766666666666667","0.8766666666666667","0.8766666666666667"
"cg00667789","4070","0.0","0.292661897490563","0.0","0.292661897490563","0.292661897490563","0.292661897490563","0.292661897490563","0.292661897490563","0.292661897490563","0.292661897490563"
"cg00667974","154791","nan","nan","nan","nan","0.0","0.0","nan","nan","nan","0.0"
"cg00674415","3029","nan","nan","nan","nan","0.0","0.0","nan","nan","nan","0.0"
"cg00674428","1292","0.1408949229746017","0.0","0.1408949229746017","0.1408949229746017","0.1408949229746017","0.0","0.1408949229746017","0.1408949229746017","0.1408949229746017","0.1408949229746017"
"cg00679209","23022","0.0","0.8766666666666667","0.8766666666666667","0.8766666666666667","0.8766666666666667","0.8766666666666667","0.8766666666666667","0.8766666666666667","0.8766666666666667","0.8766666666666667"
"cg00690901","220965","0.01","0.01","0.01","0.01","0.01","0.01","0.0","0.01","0.01","0.01"
"cg00695416","873","0.0","nan","nan","nan","nan","nan","nan","nan","nan","0.0"
"cg00700214","2327","0.0","0.675","0.675","0.675","0.675","0.675","0.675","0.675","0.675","0.675"
"cg00703885","55679","0.9529290067816292","0.9529290067816292","0.9529290067816292","0.9529290067816292","0.9529290067816292","0.9529290067816292","0.0","0.9529290067816292","0.9529290067816292","0.9529290067816292"
"cg00705808","6423","0.02","0.0","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.02"
"cg00707610","9262","0.93","0.93","0.93","0.0","0.93","0.93","0.93","0.93","0.0","0.93"
"cg00708380","4135","0.02","0.02","0.02","0.02","0.0","0.02","0.02","0.02","0.02","0.02"
"cg00708789","8842","0.112","0.112","0.0","0.112","0.112","0.112","0.112","0.112","0.112","0.112"
"cg00715925","3488","0.0","0.0","0.5125","0.5125","0.5125","0.5125","0.5125","0.5125","0.5125","0.5125"
"cg00720764","27249","0.0","nan","nan","nan","0.0","0.0","nan","nan","nan","0.0"
"cg00726046","11142","nan","0.0","nan","nan","nan","0.0","nan","nan","nan","0.0"
"cg00729875","54873","0.5275000000000001","0.5275000000000001","0.5275000000000001","0.5275000000000001","0.5275000000000001","0.5275000000000001","0.0","0.5275000000000001","0.5275000000000001","0.5275000000000001"
"cg00741333","10591","nan","nan","0.0","nan","nan","0.0","nan","nan","nan","0.0"
"cg00750366","3115","0.3752569430693597","0.3752569430693597","0.3752569430693597","0.0","0.3752569430693597","0.3752569430693597","0.0","0.3752569430693597","0.3752569430693597","0.3752569430693597"
"cg00750518","10540","nan","nan","nan","nan","0.0","0.0","nan","nan","nan","0.0"
"cg00752045","5048","nan","nan","nan","nan","0.0","nan","nan","nan","nan","0.0"
"cg00755836","51097","0.11","0.11","0.11","0.11","0.11","0.0","0.11","0.11","0.11","0.11"
"cg00767644","27101","nan","nan","nan","nan","0.0","0.0","nan","nan","nan","0.0"
"cg00773370","6337","0.0","0.9016631232646212","0.9016631232646212","0.9016631232646212","0.9016631232646212","0.9016631232646212","0.9016631232646212","0.9016631232646212","0.9016631232646212","0.9016631232646212"
"cg00777079","5176","0.0","0.0","0.0","0.7419971136334578","0.7419971136334578","0.7419971136334578","0.7419971136334578","0.7419971136334578","0.7419971136334578","0.7419971136334578"
"cg00780666","112752","0.027","0.027","0.027","0.027","0.0","0.027","0.027","0.027","0.027","0.027"
"cg00788312","9262","0.93","0.93","0.93","0.0","0.93","0.93","0.93","0.93","0.0","0.93"
"cg00790928","2035","0.4339614135015186","0.4339614135015186","0.4339614135015186","0.4339614135015186","0.0","0.4339614135015186","0.4339614135015186","0.4339614135015186","0.4339614135015186","0.4339614135015186"
"cg00791283","6857","0.02","0.02","0.02","0.02","0.0","0.0","0.02","0.02","0.02","0.02"
"cg00798146","3029","nan","nan","nan","nan","0.0","0.0","nan","nan","nan","0.0"
"cg00798281","3113","0.1968861997488558","0.1968861997488558","0.1968861997488558","0.0","0.1968861997488558","0.1968861997488558","0.0","0.1968861997488558","0.1968861997488558","0.1968861997488558"
"cg00801465","3280","0.0","0.0291666666666666","0.0291666666666666","0.0291666666666666","0.0291666666666666","0.0291666666666666","0.0","0.0291666666666666","0.0291666666666666","0.0291666666666666"
"cg00807684","27303","0.47","0.47","0.47","0.47","0.47","0.47","0.0","0.47","0.47","0.47"
"cg00811132","7122","0.8970095005763045","0.8970095005763045","0.8970095005763045","0.8970095005763045","0.8970095005763045","0.8970095005763045","0.0","0.8970095005763045","0.8970095005763045","0.8970095005763045"
"cg00820581","27101","nan","nan","nan","nan","0.0","0.0","nan","nan","nan","0.0"
"cg00832923","55303","0.91","0.91","0.91","0.91","0.91","0.91","0.0","0.91","0.91","0.91"
"cg00833344","27249","0.0","nan","nan","nan","0.0","0.0","nan","nan","nan","0.0"
"cg00840516","8692","0.878","0.878","0.878","0.878","0.878","0.878","0.0","0.878","0.878","0.878"
"cg00844277","5176","0.0","0.0","0.0","0.7419971136334578","0.7419971136334578","0.7419971136334578","0.7419971136334578","0.7419971136334578","0.7419971136334578","0.7419971136334578"
"cg00854314","3669","0.88","0.88","0.88","0.88","0.88","0.88","0.88","0.0","0.88","0.88"
"cg00862588","3109","0.5608799982664641","0.5608799982664641","0.5608799982664641","0.0","0.5608799982664641","0.5608799982664641","0.5608799982664641","0.5608799982664641","0.5608799982664641","0.5608799982664641"
"cg00881168","25797","nan","nan","nan","nan","nan","0.0","nan","nan","nan","0.0"
"cg00894289","4005","0.7821591210416399","0.7821591210416399","0.7821591210416399","0.7821591210416399","0.7821591210416399","0.7821591210416399","0.0","0.7821591210416399","0.7821591210416399","0.7821591210416399"
"cg00915663","1997","0.365","0.365","0.365","0.365","0.365","0.365","0.0","0.365","0.365","0.365"
"cg00921934","3029","nan","nan","nan","nan","0.0","0.0","nan","nan","nan","0.0"
"cg00922796","23040","0.8471428571428572","0.8471428571428572","0.8471428571428572","0.8471428571428572","0.0","0.8471428571428572","0.8471428571428572","0.8471428571428572","0.8471428571428572","0.8471428571428572"
"cg00929658","1292","0.1408949229746017","0.0","0.1408949229746017","0.1408949229746017","0.1408949229746017","0.0","0.1408949229746017","0.1408949229746017","0.1408949229746017","0.1408949229746017"
"cg00933411","10395","0.7766666666666666","0.7766666666666666","0.7766666666666666","0.7766666666666666","0.7766666666666666","0.7766666666666666","0.0","0.7766666666666666","0.7766666666666666","0.7766666666666666"
"cg00934322","780","0.0","nan","nan","nan","nan","nan","nan","nan","nan","0.0"
"cg00935504","3029","nan","nan","nan","nan","0.0","0.0","nan","nan","nan","0.0"
"cg00940809","4731","nan","nan","nan","nan","0.0","0.0","nan","nan","nan","0.0"
"cg00941576","23564","0.035378180641","0.035378180641","0.035378180641","0.035378180641","0.0","0.0","0.0","0.035378180641","0.035378180641","0.035378180641"
"cg00948900","10439","0.2583333333333333","0.2583333333333333","0.2583333333333333","0.2583333333333333","0.2583333333333333","0.0","0.2583333333333333","0.2583333333333333","0.2583333333333333","0.2583333333333333"
"cg00950038","57761","0.404","0.404","0.404","0.404","0.0","0.404","0.404","0.404","0.404","0.404"
"cg00961617","84152","0.0771428571428571","0.0771428571428571","0.0","0.0771428571428571","0.0771428571428571","0.0771428571428571","0.0771428571428571","0.0771428571428571","0.0771428571428571","0.0771428571428571"
"cg00961792","5284","0.845","0.845","0.0","0.845","0.845","0.845","0.845","0.845","0.845","0.845"
"cg00971364","27303","0.47","0.47","0.47","0.47","0.47","0.47","0.0","0.47","0.47","0.47"
"cg00982400","1436","0.702","0.702","0.702","0.0","0.702","0.702","0.702","0.702","0.702","0.702"
"cg00983732","311","0.0","0.1615384615384615","0.0","0.1615384615384615","0.1615384615384615","0.1615384615384615","0.1615384615384615","0.1615384615384615","0.1615384615384615","0.1615384615384615"
"cg00988806","2035","0.4339614135015186","0.4339614135015186","0.4339614135015186","0.4339614135015186","0.0","0.4339614135015186","0.4339614135015186","0.4339614135015186","0.4339614135015186","0.4339614135015186"
"cg00989853","3664","0.0","0.0434161494238187","0.0434161494238187","0.0434161494238187","0.0434161494238187","0.0434161494238187","0.0434161494238187","0.0434161494238187","0.0434161494238187","0.0434161494238187"
