marker_ID,EC,Fib,Kera_diff,Kera_undiff,Macro,Mela,Tcell
MLEC,0.0,0.0,0.0,0.0,0.0,0.5683351753852126,0.0
TTC3,0.0,0.0,0.0,0.0,0.0,0.877503754371417,0.0
TMED10,0.0,0.0,0.0,0.0,0.0,1.1050197714240424,0.0
CISD1,0.0,0.0,0.0,0.0,0.0,0.75236829337406,0.0
NDUFC2,0.0,0.0,0.0,0.0,0.0,1.055604512316835,0.0
SLC25A4,0.0,0.0,0.0,0.0,0.0,0.47275746466205937,0.0
CTSD,0.0,0.0,0.0,0.0,0.0,0.7684108213965489,0.0
C9orf3,0.0,0.0,0.0,0.0,0.0,0.8694042641533902,0.0
H2AFJ,0.0,0.0,0.0,0.0,0.0,0.8318017249867222,0.0
ATOX1,0.0,0.0,0.0,0.0,0.0,0.9129438485204463,0.0
ARL2,0.0,0.0,0.0,0.0,0.0,0.9087083678220493,0.0
TMEM147,0.0,0.0,0.0,0.0,0.0,0.7684108213965489,0.0
CYSTM1,0.0,0.0,0.0,0.0,0.0,1.181222748194902,0.0
STX7,0.0,0.0,0.0,0.0,0.0,0.23070757493881675,0.0
MAGED2,0.0,0.0,0.0,0.0,0.0,0.47275746466205937,0.0
CRNDE,0.0,0.0,0.0,0.0,0.0,0.40867398145676015,0.0
FABP5,0.0,0.0,0.0,0.0,0.0,0.6868325430972902,0.0
EPS15,0.0,0.0,0.0,0.0,0.0,0.3796889178499121,0.0
NDUFB1,0.0,0.0,0.0,0.0,0.0,0.8694042641533902,0.0
TMEM14C,0.0,0.0,0.0,0.0,0.0,0.923724685425847,0.0
ANAPC11,0.0,0.0,0.0,0.0,0.0,1.1355306248011063,0.0
PDLIM4,0.0,0.0,0.0,0.0,0.0,0.4374138321410039,0.0
PHPT1,0.0,0.0,0.0,0.0,0.0,1.0194944229027,0.0
TMBIM4.1,0.0,0.0,0.0,0.0,0.0,0.8078178576504054,0.0
NDUFB7,0.0,0.0,0.0,0.0,0.0,0.9981320082879349,0.0
NDUFS7,0.0,0.0,0.0,0.0,0.0,0.6344033191248752,0.0
BCAP31,0.0,0.0,0.0,0.0,0.0,0.8694042641533902,0.0
ARHGDIA,0.0,0.0,0.0,0.0,0.0,0.7406954739204041,0.0
ARF5,0.0,0.0,0.0,0.0,0.0,0.6979566374994319,0.0
CLTA,0.0,0.0,0.0,0.0,0.0,0.9869465490259569,0.0
COX17,0.0,0.0,0.0,0.0,0.0,0.5157877281263721,0.0
PRKCDBP,0.0,0.0,0.0,0.0,0.0,0.9026655976679923,0.0
LDHB,0.0,0.0,0.0,0.0,0.0,0.6783335434171732,0.0
DPP7,0.0,0.0,0.0,0.0,0.0,0.6344033191248752,0.0
TCF25,0.0,0.0,0.0,0.0,0.0,0.687028832495894,0.0
TIMM8B,0.0,0.0,0.0,0.0,0.0,0.22722206182150623,0.0
PCMT1,0.0,0.0,0.0,0.0,0.0,0.8318017249867222,0.0
ETFB,0.0,0.0,0.0,0.0,0.0,0.22722206182150623,0.0
LRPAP1,0.0,0.0,0.0,0.0,0.0,0.44533293086124887,0.0
FKBP2,0.0,0.0,0.0,0.0,0.0,0.922059310713215,0.0
ANKRD28,0.0,0.0,0.0,0.0,0.0,0.29078627192829726,0.0
MRPL41,0.0,0.0,0.0,0.0,0.0,0.75236829337406,0.0
SCP2,0.0,0.0,0.0,0.0,0.0,0.7924604365587796,0.0
COPS8,0.0,0.0,0.0,0.0,0.0,0.23070757493881675,0.0
BANF1,0.0,0.0,0.0,0.0,0.0,0.5413582428222204,0.0
GRN,0.0,0.0,0.0,0.0,0.0,0.6550286954612139,0.0
TMED9,0.0,0.0,0.0,0.0,0.0,0.664162416807938,0.0
TMEM219,0.0,0.0,0.0,0.0,0.0,0.38021490844399364,0.0
IER3IP1.1,0.0,0.0,0.0,0.0,0.0,0.44533293086124887,0.0
DDT,0.0,0.0,0.0,0.0,0.0,0.6868325430972902,0.0
VAMP2,0.0,0.0,0.0,0.0,0.0,0.8906358002147876,0.0
ATP5C1,0.0,0.0,0.0,0.0,0.0,0.712652211858837,0.0
LAMP2,0.0,0.0,0.0,0.0,0.0,0.29078627192829726,0.0
RAB5C,0.0,0.0,0.0,0.0,0.0,0.6783335434171732,0.0
AP2M1,0.0,0.0,0.0,0.0,0.0,0.7298122396219856,0.0
PHB,0.0,0.0,0.0,0.0,0.0,0.4122534135884541,0.0
SOX4,0.0,0.0,0.0,0.0,0.0,0.8906358002147876,0.0
ARPC1B,0.0,0.0,0.0,0.0,0.0,0.575754926674755,0.0
TUBA1A,0.0,0.0,0.0,0.0,0.0,0.7406954739204041,0.0
BLOC1S1,0.0,0.0,0.0,0.0,0.0,0.6256384991045347,0.0
REXO2,0.0,0.0,0.0,0.0,0.0,0.7119510325708227,0.0
TSPAN4,0.0,0.0,0.0,0.0,0.0,0.397173890380538,0.0
BRI3,0.0,0.0,0.0,0.0,0.0,0.9869465490259569,0.0
SNHG7,0.0,0.0,0.0,0.0,0.0,0.712652211858837,0.0
KRTCAP2,0.0,0.0,0.0,0.0,0.0,0.6542293818522733,0.0
DCTN3,0.0,0.0,0.0,0.0,0.0,0.22722206182150623,0.0
SPATS2L,0.0,0.0,0.0,0.0,0.0,0.20807006722010574,0.0
TAF7,0.0,0.0,0.0,0.0,0.0,0.5157877281263721,0.0
FAM177A1,0.0,0.0,0.0,0.0,0.0,0.5413582428222204,0.0
FAM96B,0.0,0.0,0.0,0.0,0.0,0.44533293086124887,0.0
NDUFB8.1,0.0,0.0,0.0,0.0,0.0,0.8222185924938464,0.0
RNF7,0.0,0.0,0.0,0.0,0.0,0.4180402141874832,0.0
VPS28,0.0,0.0,0.0,0.0,0.0,0.664162416807938,0.0
CSNK2B,0.0,0.0,0.0,0.0,0.0,0.6979566374994319,0.0
NDUFA13,0.0,0.0,0.0,0.0,0.0,0.7033124362110975,0.0
SPTBN1,0.0,0.0,0.0,0.0,0.0,0.4374138321410039,0.0
FIS1,0.0,0.0,0.0,0.0,0.0,0.4571881995077567,0.0
TMEM14B,0.0,0.0,0.0,0.0,0.0,0.22722206182150623,0.0
C19orf10,0.0,0.0,0.0,0.0,0.0,0.6256384991045347,0.0
GADD45GIP1,0.0,0.0,0.0,0.0,0.0,0.664162416807938,0.0
C14orf166,0.0,0.0,0.0,0.0,0.0,0.712652211858837,0.0
DYNLRB1,0.0,0.0,0.0,0.0,0.0,0.5499025293166775,0.0
NDUFS6,0.0,0.0,0.0,0.0,0.0,0.575754926674755,0.0
RNF181,0.0,0.0,0.0,0.0,0.0,0.4013903715757303,0.0
KHDRBS1,0.0,0.0,0.0,0.0,0.0,0.5413582428222204,0.0
C11orf31,0.0,0.0,0.0,0.0,0.0,0.44533293086124887,0.0
CANX,0.0,0.0,0.0,0.0,0.0,0.7924769757700807,0.0
DAZAP2,0.0,0.0,0.0,0.0,0.0,0.4232201437107545,0.0
LAMP1,0.0,0.0,0.0,0.0,0.0,0.561206125894989,0.0
DUT,0.0,0.0,0.0,0.0,0.0,0.5270325712678716,0.0
CTTN,0.0,0.0,0.0,0.0,0.0,0.47275746466205937,0.0
HMGN3,0.0,0.0,0.0,0.0,0.0,0.75236829337406,0.0
NDUFA5,0.0,0.0,0.0,0.0,0.0,0.40867398145676015,0.0
TBCB,0.0,0.0,0.0,0.0,0.0,0.38816350052277765,0.0
ANP32B,0.0,0.0,0.0,0.0,0.0,0.2640668432513828,0.0
ATRAID,0.0,0.0,0.0,0.0,0.0,0.397173890380538,0.0
CTNNB1,0.0,0.0,0.0,0.0,0.0,0.4122534135884541,0.0
RTF1,0.0,0.0,0.0,0.0,0.0,0.4012597834196309,0.0
ERP29,0.0,0.0,0.0,0.0,0.0,0.44533293086124887,0.0
SPCS1,0.0,0.0,0.0,0.0,0.0,0.664162416807938,0.0
MTPN,0.0,0.0,0.0,0.0,0.0,0.23070757493881675,0.0
C19orf60,0.0,0.0,0.0,0.0,0.0,0.20807006722010574,0.0
SDF4,0.0,0.0,0.0,0.0,0.0,0.5806588883041645,0.0
VPS29,0.0,0.0,0.0,0.0,0.0,0.6979566374994319,0.0
NDUFA12,0.0,0.0,0.0,0.0,0.0,0.23070757493881675,0.0
ZFAND6,0.0,0.0,0.0,0.0,0.0,0.4122534135884541,0.0
PGAM1,0.0,0.0,0.0,0.0,0.0,0.4013903715757303,0.0
MRFAP1,0.0,0.0,0.0,0.0,0.0,0.6979566374994319,0.0
GHITM,0.0,0.0,0.0,0.0,0.0,0.4232201437107545,0.0
EIF3I,0.0,0.0,0.0,0.0,0.0,0.22722206182150623,0.0
TMEM230,0.0,0.0,0.0,0.0,0.0,0.20807006722010574,0.0
QKI,0.0,0.0,0.0,0.0,0.0,0.40867398145676015,0.0
MRPS21,0.0,0.0,0.0,0.0,0.0,0.40867398145676015,0.0
ZNHIT1,0.0,0.0,0.0,0.0,0.0,0.29078627192829726,0.0
FUS,0.0,0.0,0.0,0.0,0.0,0.6783335434171732,0.0
ANAPC16,0.0,0.0,0.0,0.0,0.0,0.40867398145676015,0.0
NDUFV2,0.0,0.0,0.0,0.0,0.0,0.4232201437107545,0.0
ATP6AP2,0.0,0.0,0.0,0.0,0.0,0.46981620538612967,0.0
ERGIC3,0.0,0.0,0.0,0.0,0.0,0.870371033416782,0.0
PRKAR1A,0.0,0.0,0.0,0.0,0.0,0.575754926674755,0.0
NUDC,0.0,0.0,0.0,0.0,0.0,0.40867398145676015,0.0
ATP5H,0.0,0.0,0.0,0.0,0.0,0.38816350052277765,0.0
PRRC2C,0.0,0.0,0.0,0.0,0.0,0.20807006722010574,0.0
ELF1,0.0,0.0,0.0,0.0,0.0,0.29078627192829726,0.0
NDFIP1,0.0,0.0,0.0,0.0,0.0,0.5781733070562539,0.0
HLA-DRB1,1.4653122685397706,0.0,0.0,0.0,4.1210087421554435,0.0,0.0
HLA-DPB1,1.4753763865409388,0.0,0.0,0.0,4.2355838357187565,0.0,0.0
HLA-DPA1,1.2303656156823426,0.0,0.0,0.0,3.833963226343934,0.7298122396219856,0.0
IL8,0.0,0.0,0.6409221290334448,0.8894938132940257,4.275329126211165,1.0343356451948778,0.0
HLA-DQA1,0.0,0.0,0.0,0.0,3.1298481616781952,0.0,0.0
HLA-DQB1,0.0,0.0,0.0,0.0,3.206811050672221,0.0,0.0
SRGN,0.0,0.0,0.0,0.0,3.6435018514210427,0.0,3.1117015528065073
LYZ,0.0,0.0,0.0,0.0,2.8799749268706165,0.0,0.0
HLA-DRB5,0.0,0.0,0.0,0.0,2.900033531343931,0.0,0.0
TYROBP,0.0,0.0,0.0,0.0,2.5578481044251777,0.0,0.0
GPR183,0.0,0.0,0.0,0.0,2.638646356932367,0.0,0.0
INSIG1,0.0,0.0,0.0,0.0,3.1065904938027327,0.0,0.0
FCER1G,0.0,0.0,0.0,0.0,2.13500963507824,0.0,0.0
RP11-1143G9.4,0.0,0.0,0.0,0.0,1.8514628089796283,0.0,0.0
G0S2,0.0,0.0,0.0,0.0,2.5158053496427355,0.0,0.0
FCER1A,0.0,0.0,0.0,0.0,2.0330268964248286,0.0,0.0
AIF1,0.0,0.0,0.0,0.0,2.0151630647512455,0.0,0.0
LST1,0.0,0.0,0.0,0.0,1.9959193254193235,0.0,0.0
PLAUR,0.0,0.0,0.0,0.0,2.278431985946461,0.0,0.0
HLA-DMA,0.0,0.0,0.0,0.0,2.0840931607381585,0.0,0.0
CD83,0.0,0.0,0.0,0.0,1.9864088351743168,0.0,0.0
SERPINB9,0.0,0.0,0.0,0.0,2.054621969159828,0.0,0.0
C15orf48,0.0,0.0,0.0,0.0,1.7178406868870717,0.0,0.0
LGALS2,0.0,0.0,0.0,0.0,1.7098188783986248,0.0,0.0
IL1R2,0.0,0.0,0.0,0.0,1.7694057836503427,0.0,0.0
IL1B,0.0,0.0,0.0,0.0,1.2921522603734361,0.0,0.0
CTSZ,0.0,0.0,0.0,0.0,1.7778849162730173,0.0,0.0
AGPAT9,0.0,0.0,0.0,0.0,1.5342187192752865,0.0,0.0
HLA-DQA2,0.0,0.0,0.0,0.0,1.281480091298783,0.0,0.0
COTL1,0.0,0.0,0.0,0.0,1.7930110517069098,0.0,1.5041162868534756
ID2,0.0,0.0,0.0,0.0,2.2390048773045366,0.20807006722010574,1.6745725264714313
CLEC10A,0.0,0.0,0.0,0.0,1.3577026913825645,0.0,0.0
SGK1,0.0,0.0,0.0,0.0,1.6293321237682932,1.0075485020803545,0.0
CYBA,0.0,0.8470469562159633,0.0,0.0,2.104063913520007,1.215314456889138,1.9541408255294153
HLA-DQB2,0.0,0.0,0.0,0.0,1.2988609394970931,0.0,0.0
CMTM6,0.0,0.0,0.0,0.0,1.6857041622214832,0.0,0.0
ATP1B1,0.0,0.0,0.0,0.0,1.1055272281435755,0.0,0.0
SPI1,0.0,0.0,0.0,0.0,1.1708381839162731,0.0,0.0
BID,0.0,0.0,0.0,0.0,1.3683599282474548,0.0,0.0
RGS1,0.0,0.0,0.0,0.0,0.8937436892190587,0.0,0.0
BIRC3,0.0,0.0,0.0,0.0,1.846575629392438,0.0,1.667909680889434
LPAR6,0.0,0.0,0.0,0.0,1.3799346856321009,0.0,0.0
CST7,0.0,0.0,0.0,0.0,0.8937436892190587,0.0,0.0
NINJ1,0.0,0.0,0.0,0.0,1.4747323118567466,0.0,0.0
GNA13,0.0,0.0,0.0,0.0,1.1811444967844797,0.0,0.0
NAMPT,0.9572378689849288,0.0,0.0,0.5638375041601659,1.901648283540107,0.44533293086124887,0.0
AP1S2,0.0,0.0,0.0,0.0,1.3077821461905565,0.4300572364078595,0.0
CFLAR,0.0,0.0,0.0,0.0,1.3159098727092502,0.0,0.0
LITAF,0.0,0.0,0.0,0.0,1.423431985304591,0.5499025293166775,0.0
ARL4C,0.0,0.0,0.0,0.0,1.0088573744044078,0.0,0.0
NFKB1,0.0,0.0,0.0,0.0,1.2967190527599106,0.0,0.0
GPX1,1.238658362313826,0.0,0.0,0.6665275858082402,1.7617749957317534,0.8318017249867222,0.0
ARPC3,0.0,0.0,0.0,0.0,1.5511286276322322,0.9087083678220493,1.308274444237886
BASP1,0.0,0.0,0.0,0.0,0.8033012640854664,0.0,0.0
FGL2,0.0,0.0,0.0,0.0,0.9870213409656956,0.0,0.0
CXCL3,0.0,0.0,0.0,0.0,1.03962615365023,0.0,0.0
LSP1,0.0,0.0,0.0,0.0,1.1087138438839492,0.0,0.0
ATP2B1,0.0,0.0,0.0,0.0,0.6229952541988002,0.0,0.0
TPM3,0.0,0.0,0.0,0.0,1.1670921393079963,0.8849290248448638,0.0
TMEM123,0.0,0.0,0.0,0.0,0.9691579922156026,0.47275746466205937,0.0
RBPJ,0.0,0.0,0.0,0.0,0.9053798398306807,0.0,0.0
AP2S1,0.0,0.0,0.8243551334499757,0.0,0.8529377690011298,0.6783335434171732,0.0
GNG5,0.0,0.0,0.7807055509475502,1.018702292060659,1.0698612795682627,0.9687014141736079,0.0
SH3BGRL,0.5493758935846476,0.0,0.0,0.0,0.9722140637268142,0.4012597834196309,0.0
PTP4A2,0.0,0.0,0.0,0.0,0.8175530745959192,0.649934621896906,0.0
GNAS,0.0,0.0,0.0,0.0,0.8359607699564209,0.0,0.0
S100A2,0.0,0.0,2.354934100783185,4.396966428536906,0.0,2.185927016750538,0.0
KRT5,0.0,0.0,1.843584537092641,3.675014148366242,0.0,1.414231711444028,0.0
DST,0.0,0.0,1.2635816820225354,2.9182438297336977,0.0,1.7026240819635505,0.0
MIR205HG,0.0,0.0,1.9303444772421756,2.679916840815887,0.0,0.0,0.0
SERPINB2,0.0,0.0,1.5630975751753984,2.7260290610362667,0.0,0.0,0.0
TACSTD2,0.0,0.0,2.304567492345696,2.407138233760941,0.0,0.0,0.0
ERRFI1,0.0,0.0,1.4639484782904144,2.2958181667260744,0.0,0.0,0.0
AREG,0.0,0.0,0.0,1.6129672334954932,0.0,0.0,0.0
RND3,0.0,1.1352446094954134,1.491448243860358,2.3579609514553064,0.0,1.4807319641033312,0.0
FGFBP1,0.0,0.0,1.5486419161710288,1.943513981774639,0.0,0.0,0.0
KRT15,0.0,0.0,0.0,1.6145776603373008,0.0,0.0,0.0
COL17A1,0.0,0.0,0.0,1.5129800362796222,0.0,0.0,0.0
PMAIP1,0.0,0.0,1.4400784309980776,1.8120917672071832,0.0,0.0,0.0
DAAM1,0.0,0.0,0.9263679130049026,1.4625027082673798,0.0,0.397173890380538,0.0
TNFRSF12A,0.0,0.0,1.130346426257915,1.7134755401199364,0.0,0.0,0.0
LIMA1,0.0,0.0,0.6994054022571411,1.6410526824963156,0.0,1.0597761894539062,0.0
SLC38A2,1.1785684649523307,0.0,2.0432853021693558,2.110623408679571,0.0,1.5353579628665848,0.0
FHL2,0.0,0.0,0.7773232069953968,1.4139961132983585,0.0,0.0,0.0
PTP4A1,0.0,0.0,1.5262754712845237,1.7826511840186907,0.0,0.9185164975236834,0.0
HOPX,0.0,0.0,0.8493603074087482,1.314314766999654,0.0,0.0,0.0
CXADR,0.0,0.0,0.9664422857494529,1.1572782724278659,0.0,0.0,0.0
CAV2,0.9263679130049026,0.0,0.740207760312801,1.5082678211305978,0.0,1.179659795206567,0.0
NDFIP2,0.0,0.0,1.1225042100928397,1.1982401345467695,0.0,0.0,0.0
SPINT2,0.0,0.0,1.1959824891028281,1.217612776082267,0.0,0.0,0.0
GADD45A,0.959715859666829,0.0,0.7537949648862046,1.7260160626826553,0.0,0.7924769757700807,0.0
MYC,0.960960037542187,0.0,1.752055639710617,1.8250191222496341,0.0,0.9925408419437962,0.0
CYR61,0.0,0.0,0.0,1.604972907408116,0.0,0.0,0.0
ADRB2,0.0,0.0,0.0,1.1116406289914793,0.0,0.0,0.0
IGFBP3,0.0,0.0,0.0,0.7512132780660901,0.0,0.0,0.0
KTN1,1.317208758983685,0.0,1.6554610968023102,1.7305227686351519,0.0,1.5533269426418055,0.0
HMGA1,0.0,0.0,1.0975467584660714,1.2413631578697497,0.0,0.0,0.0
NDRG1,0.0,0.0,1.4060396185814157,1.4062721509703884,0.0,0.0,0.0
TP63,0.0,0.0,0.5210297939402324,0.8295659746759394,0.0,0.0,0.0
SLC2A1,0.0,0.0,0.0,0.7975555593311043,0.0,0.0,0.0
DDX21,0.0,0.0,1.5231827382993175,1.601380192840917,0.0,0.5413582428222204,0.0
MAST4,0.0,0.0,1.0994797071518034,1.1431879132568141,0.0,0.0,0.0
CD55,0.0,0.0,1.590820982858338,1.731191727789176,0.0,1.1401402666398357,0.0
ITGA6,0.0,0.0,0.0,0.8023464725249372,0.0,0.0,0.0
FOSL1,0.0,0.0,0.9628578495556406,1.068604863894112,0.0,0.0,0.0
SERBP1,1.326893547054616,0.0,1.682725825009299,1.7260160626826553,0.0,1.3082867573077546,0.0
PHLDB2,0.0,0.0,0.0,0.8260121767984914,0.0,0.0,0.0
POSTN,0.0,0.0,0.0,0.6690960899339466,0.0,0.0,0.0
UBR4,0.0,0.0,0.0,0.6644828738828141,0.0,0.0,0.0
EIF4E,0.0,0.0,1.2225344917330552,1.3563103964635048,0.0,0.7684108213965489,0.0
PA2G4,0.0,0.0,1.1058645364088737,1.2277143132847446,0.0,0.9687014141736079,0.0
SOX15,0.0,0.0,0.0,0.3380684153186838,0.0,0.0,0.0
ARL4A,0.0,0.0,0.0,1.0542625131450092,0.0,0.0,0.0
SRPK2,0.0,0.0,0.0,0.678046837436725,0.0,0.0,0.0
ETS2,1.2044163202472575,0.0,1.3150119886693794,1.3159524378213698,0.0,0.0,0.0
UBE2G1,0.0,0.0,0.7482685870427541,0.997537414784659,0.0,0.0,0.0
NCL,0.0,0.0,1.2579658005192353,1.422893944110562,0.0,1.228952839949715,0.0
SNRPB,1.0641083510019487,0.0,1.2920242984829788,1.4669142582815151,0.0,1.1401402666398357,0.0
SERP1,0.0,0.0,1.5262754712845237,1.5580459413016183,1.1101441011453166,1.2437298034036497,0.0
BTG3,0.0,0.0,0.9065623362498655,1.1426787207204094,0.0,0.0,0.0
OSER1,0.0,0.0,0.0,0.8450944213724245,0.0,0.0,0.0
BAZ1A,0.0,0.0,1.1252376380762767,1.237354343142523,0.0,0.0,0.0
EIF5B,0.0,0.0,1.0257077729862056,1.0871451800173095,0.0,0.6117726548003449,0.0
FBXW7,0.0,0.0,0.0,0.4096756406445079,0.0,0.0,0.0
TXNDC17,0.0,0.0,0.0,0.641688140969747,0.0,0.0,0.0
TOP1,0.0,0.0,0.4658046746713987,0.8255071149060582,0.0,0.0,0.0
TOR1AIP2,0.0,0.0,0.6231284334353228,0.7179371239804463,0.0,0.0,0.0
DEGS1,0.0,0.0,0.7209086571603869,0.7793616859660508,0.0,0.0,0.0
TNFAIP3,1.003791761364315,0.0,1.4065047725679798,1.5755451730780419,0.0,0.712652211858837,0.0
POLR1D,0.0,0.0,0.991153610958544,1.0438973570312553,0.0,0.0,0.0
CHIC2,0.0,0.0,1.1137722974706554,1.1973789576024256,0.0,0.0,0.0
YWHAG,0.0,0.0,1.2242273834969348,1.3042254889950553,0.0,0.0,0.0
ADIPOR1,0.0,0.0,0.333067371505847,0.6634311450955445,0.0,0.0,0.0
UBE2N,0.0,0.0,1.066538816066241,1.1608048239992041,0.0,0.75236829337406,0.0
PELI1,0.0,0.0,0.0,0.7043096885711819,0.0,0.0,0.0
PRNP,0.0,0.0,0.8575222079551862,1.2717430059252433,0.0,0.9087083678220493,0.0
NOP16,0.0,0.0,0.4511865611132773,0.6162304390048525,0.0,0.0,0.0
METAP2,0.0,0.0,0.6726468139778355,0.8406487992457959,0.0,0.0,0.0
FBL,0.0,0.0,1.0117998176960428,1.0772127246696923,0.0,0.0,0.0
ACTR3,0.0,0.0,1.1254485103061724,1.2334607373565794,0.8939964378862422,0.397173890380538,0.0
RSL1D1,0.0,0.0,0.90018865164048,1.1439647921385243,0.0,0.0,0.0
TUBB4B,0.0,0.0,0.8080245647593647,1.0939672902699669,0.0,0.0,0.0
DR1,0.0,0.0,0.0,0.5061235863623464,0.0,0.0,0.0
PTTG1,0.0,0.0,0.0,0.4073741767613195,0.0,0.0,0.0
U2AF1,1.3116333579771218,0.0,1.2895404102337718,1.5019420955670046,0.0,1.259626561403838,0.0
HNRNPH3,0.0,0.0,0.8617251030663926,1.0974580667518132,0.0,0.75236829337406,0.0
SRRM1,0.0,0.0,0.9382606209725,1.149632321679455,0.0,0.7033124362110975,0.0
TUBA1C,0.0,0.0,0.0,0.24097324443646387,0.0,0.0,0.0
